"school_code","district_code","district","school","free_reduced_price_meal_eligibility","2011_12","2012_13","2013_14","2014_15","2015_16"
"1035211","1030011","Norwalk School District","Nathan Hale Middle School","Eligible For Reduced Lunch","*","*","*","*","0.0"
"1036111","1030011","Norwalk School District","Norwalk High School","Eligible For Free Lunch","28.8","25.4","20.9","*","20.2"
"1036111","1030011","Norwalk School District","Norwalk High School","Not Eligible For Lunch","14.5","13.8","14.4","7.5","17.9"
"1036111","1030011","Norwalk School District","Norwalk High School","Eligible For Reduced Lunch","21.8","14.9","15.7","*","11.8"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Eligible For Free Lunch","95.8","76.1","84.1","42.6","67.5"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Not Eligible For Lunch","*","*","*","*","*"
"1036311","1030011","Norwalk School District","Norwalk Pathways Academy at Briggs","Eligible For Reduced Lunch","*","*","*","*","*"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","Eligible For Free Lunch","23.1","22.2","25.0","13.7","10.7"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","Not Eligible For Lunch","15.1","17.4","21.3","*","6.0"
"1035311","1030011","Norwalk School District","Ponus Ridge Middle School","Eligible For Reduced Lunch","14.3","16.1","20.6","*","10.7"
"1035511","1030011","Norwalk School District","Roton Middle School","Eligible For Free Lunch","*","*","14.9","8.7","8.7"
"1035511","1030011","Norwalk School District","Roton Middle School","Not Eligible For Lunch","11.4","12.4","*","*","3.8"
"1035511","1030011","Norwalk School District","Roton Middle School","Eligible For Reduced Lunch","*","*","*","*","0.0"
"1031311","1030011","Norwalk School District","Rowayton School","Eligible For Free Lunch","*","12.3","*","17.2","*"
"1031311","1030011","Norwalk School District","Rowayton School","Not Eligible For Lunch","4.0","5.3","5.7","*","*"
"1031311","1030011","Norwalk School District","Rowayton School","Eligible For Reduced Lunch","*","0.0","*","*","*"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","Eligible For Free Lunch","9.4","11.5","9.2","10.1","8.3"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","Not Eligible For Lunch","*","*","*","*","5.6"
"1032311","1030011","Norwalk School District","Silvermine Elementary School","Eligible For Reduced Lunch","*","*","*","*","0.0"
"1031411","1030011","Norwalk School District","Tracey School","Eligible For Free Lunch","5.8","10.6","4.1","9.7","9.2"
"1031411","1030011","Norwalk School District","Tracey School","Not Eligible For Lunch","*","*","*","*","*"
"1031411","1030011","Norwalk School District","Tracey School","Eligible For Reduced Lunch","*","*","*","*","*"
"1035411","1030011","Norwalk School District","West Rocks Middle School","Eligible For Free Lunch","21.1","*","13.7","10.4","12.2"
"1035411","1030011","Norwalk School District","West Rocks Middle School","Not Eligible For Lunch","*","8.8","*","*","*"
"1035411","1030011","Norwalk School District","West Rocks Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1032411","1030011","Norwalk School District","Wolfpit School","Eligible For Free Lunch","8.6","9.3","5.8","7.1","*"
"1032411","1030011","Norwalk School District","Wolfpit School","Not Eligible For Lunch","*","*","*","*","*"
"1032411","1030011","Norwalk School District","Wolfpit School","Eligible For Reduced Lunch","*","*","*","*","*"
"9010322","9010022","Norwich Free Academy District","Alternative Pathways to Success","Eligible For Free Lunch","","","","","*"
"9010322","9010022","Norwich Free Academy District","Alternative Pathways to Success","Not Eligible For Lunch","","","","","*"
"9010122","9010022","Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","Eligible For Free Lunch","","","","*",""
"9010122","9010022","Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","Not Eligible For Lunch","","","","*","*"
"9010122","9010022","Norwich Free Academy District","LEAD (Life Skills, Education and Adult Development)","Eligible For Reduced Lunch","","","","","*"
"9010222","9010022","Norwich Free Academy District","Night School","Eligible For Free Lunch","","","","","*"
"9010222","9010022","Norwich Free Academy District","Night School","Not Eligible For Lunch","","","","","*"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Eligible For Free Lunch","17.7","*","32.3","23.4","14.8"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Not Eligible For Lunch","8.8","9.6","31.2","9.6","6.9"
"9016122","9010022","Norwich Free Academy District","Norwich Free Academy","Eligible For Reduced Lunch","9.5","*","22.9","12.2","6.5"
"1049211","1040011","Norwich School District","Virtual Learning Academy","Eligible For Free Lunch","","*","*","*","*"
"1049211","1040011","Norwich School District","Virtual Learning Academy","Not Eligible For Lunch","","*","*","*","*"
"1040411","1040011","Norwich School District","ABA Autism Program","Eligible For Free Lunch","","","","","*"
"1040411","1040011","Norwich School District","ABA Autism Program","Not Eligible For Lunch","","","","","*"
"1040411","1040011","Norwich School District","ABA Autism Program","Eligible For Reduced Lunch","","","","","*"
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","Eligible For Free Lunch","57.1","*","*","",""
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","Not Eligible For Lunch","*","*","*","",""
"1049111","1040011","Norwich School District","Deborah-Tennant Zinewicz  School","Eligible For Reduced Lunch","*","*","*","",""
"1049011","1040011","Norwich School District","Hickory Street School","Eligible For Free Lunch","*","*","*","*",""
"1049011","1040011","Norwich School District","Hickory Street School","Not Eligible For Lunch","*","*","*","",""
"1049011","1040011","Norwich School District","Hickory Street School","Eligible For Reduced Lunch","*","*","*","*",""
"1040911","1040011","Norwich School District","IRS Program at Moriarty","Eligible For Free Lunch","","","","","*"
"1040911","1040011","Norwich School District","IRS Program at Moriarty","Eligible For Reduced Lunch","","","","","*"
"1040711","1040011","Norwich School District","IRS Program at Uncas","Eligible For Free Lunch","","","","","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","Eligible For Free Lunch","13.0","13.4","11.9","*","9.7"
"1041411","1040011","Norwich School District","John B. Stanton Network School","Not Eligible For Lunch","*","*","*","0.0","*"
"1041411","1040011","Norwich School District","John B. Stanton Network School","Eligible For Reduced Lunch","*","*","*","*","*"
"1045111","1040011","Norwich School District","Kelly Middle School","Eligible For Free Lunch","19.0","16.8","19.8","18.3","11.6"
"1045111","1040011","Norwich School District","Kelly Middle School","Not Eligible For Lunch","4.3","6.2","*","*","*"
"1045111","1040011","Norwich School District","Kelly Middle School","Eligible For Reduced Lunch","15.9","11.3","*","*","*"
"1042011","1040011","Norwich School District","Moriarty Magnet School","Eligible For Free Lunch","20.6","21.3","24.8","15.5","13.7"
"1042011","1040011","Norwich School District","Moriarty Magnet School","Not Eligible For Lunch","5.4","*","*","*","*"
"1042011","1040011","Norwich School District","Moriarty Magnet School","Eligible For Reduced Lunch","0.0","*","*","*","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","Eligible For Free Lunch","20.4","16.4","16.4","15.2","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","Not Eligible For Lunch","*","*","*","*","*"
"1040811","1040011","Norwich School District","Samuel Huntington School","Eligible For Reduced Lunch","*","*","*","*","*"
"1040511","1040011","Norwich School District","Special Needs Program","Eligible For Free Lunch","","","","","*"
"1040511","1040011","Norwich School District","Special Needs Program","Not Eligible For Lunch","","","","","*"
"1040511","1040011","Norwich School District","Special Needs Program","Eligible For Reduced Lunch","","","","","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","Eligible For Free Lunch","14.6","12.1","15.7","14.8","10.3"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","Not Eligible For Lunch","*","*","11.3","8.7","*"
"1045211","1040011","Norwich School District","Teachers' Memorial Middle School","Eligible For Reduced Lunch","*","*","12.1","9.3","*"
"1046111","1040011","Norwich School District","Thames River Academy","Eligible For Free Lunch","87.0","","","",""
"1046111","1040011","Norwich School District","Thames River Academy","Not Eligible For Lunch","*","","","",""
"1046111","1040011","Norwich School District","Thames River Academy","Eligible For Reduced Lunch","*","","","",""
"1041711","1040011","Norwich School District","Thomas W. Mahan School","Eligible For Free Lunch","6.5","11.2","8.1","9.5","*"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","Not Eligible For Lunch","*","*","6.8","*","*"
"1041711","1040011","Norwich School District","Thomas W. Mahan School","Eligible For Reduced Lunch","*","*","0.0","*","0.0"
"1041911","1040011","Norwich School District","Uncas Network School","Eligible For Free Lunch","19.4","*","15.7","13.8","10.3"
"1041911","1040011","Norwich School District","Uncas Network School","Not Eligible For Lunch","*","0.0","*","*","*"
"1041911","1040011","Norwich School District","Uncas Network School","Eligible For Reduced Lunch","*","*","*","*","*"
"1041811","1040011","Norwich School District","Veterans' Memorial School","Eligible For Free Lunch","12.1","14.3","15.4","10.8","13.8"
"1041811","1040011","Norwich School District","Veterans' Memorial School","Not Eligible For Lunch","*","*","*","*","*"
"1041811","1040011","Norwich School District","Veterans' Memorial School","Eligible For Reduced Lunch","*","*","*","*","*"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","Eligible For Free Lunch","15.8","13.5","14.0","16.5","10.3"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","Not Eligible For Lunch","*","*","*","*","0.0"
"1041511","1040011","Norwich School District","Wequonnoc Magnet School","Eligible For Reduced Lunch","*","*","*","*","0.0"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","Eligible For Free Lunch","*","*","*","*","*"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","Not Eligible For Lunch","8.6","6.6","10.1","7.1","5.3"
"2635113","2630013","Odyssey Community School District","Odyssey Community School","Eligible For Reduced Lunch","*","*","*","*","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","Eligible For Free Lunch","*","*","*","*","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","Not Eligible For Lunch","3.5","*","*","*","*"
"1060211","1060011","Old Saybrook School District","Kathleen E. Goodwin School","Eligible For Reduced Lunch","*","*","*","*","*"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","Eligible For Free Lunch","*","*","*","*","*"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","Not Eligible For Lunch","4.4","3.7","*","*","*"
"1065211","1060011","Old Saybrook School District","Old Saybrook Middle School","Eligible For Reduced Lunch","*","*","*","0.0","*"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Eligible For Free Lunch","*","*","*","*","*"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Not Eligible For Lunch","32.2","34.2","7.7","28.2","11.7"
"1066111","1060011","Old Saybrook School District","Old Saybrook Senior High School","Eligible For Reduced Lunch","*","*","*","*","*"
"1070211","1070011","Orange School District","Mary L. Tracy School","Eligible For Free Lunch","*","*","*","*","*"
"1070211","1070011","Orange School District","Mary L. Tracy School","Not Eligible For Lunch","*","*","*","4.5","*"
"1070211","1070011","Orange School District","Mary L. Tracy School","Eligible For Reduced Lunch","*","*","","*",""
"1070511","1070011","Orange School District","Peck Place School","Eligible For Free Lunch","*","*","*","*","*"
"1070511","1070011","Orange School District","Peck Place School","Not Eligible For Lunch","*","*","*","*","*"
"1070511","1070011","Orange School District","Peck Place School","Eligible For Reduced Lunch","*","*","*","*","*"
"1070311","1070011","Orange School District","Race Brook School","Eligible For Free Lunch","*","*","*","*","*"
"1070311","1070011","Orange School District","Race Brook School","Not Eligible For Lunch","3.6","4.3","*","*","*"
"1070311","1070011","Orange School District","Race Brook School","Eligible For Reduced Lunch","*","*","*","*","*"
"1070411","1070011","Orange School District","Turkey Hill School","Eligible For Free Lunch","*","*","*","*","*"
"1070411","1070011","Orange School District","Turkey Hill School","Not Eligible For Lunch","1.9","3.3","4.1","*","2.8"
"1070411","1070011","Orange School District","Turkey Hill School","Eligible For Reduced Lunch","*","*","*","*","*"
"1080411","1080011","Oxford School District","Alternative Education","Eligible For Free Lunch","","","","","*"
"1080411","1080011","Oxford School District","Alternative Education","Not Eligible For Lunch","","","","","*"
"1080411","1080011","Oxford School District","Alternative Education","Eligible For Reduced Lunch","","","","","*"
"1085111","1080011","Oxford School District","Great Oak School","Eligible For Free Lunch","*","*","*","*","*"
"1085111","1080011","Oxford School District","Great Oak School","Not Eligible For Lunch","4.2","6.1","*","4.9","6.2"
"1085111","1080011","Oxford School District","Great Oak School","Eligible For Reduced Lunch","*","*","*","*","*"
"1080111","1080011","Oxford School District","Oxford Center School","Eligible For Free Lunch","*","*","*","*","*"
"1080111","1080011","Oxford School District","Oxford Center School","Not Eligible For Lunch","2.9","3.8","*","1.6","*"
"1080111","1080011","Oxford School District","Oxford Center School","Eligible For Reduced Lunch","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","Eligible For Free Lunch","*","*","*","*","*"
"1086011","1080011","Oxford School District","Oxford High School","Not Eligible For Lunch","8.3","13.3","15.5","13.9","10.9"
"1086011","1080011","Oxford School District","Oxford High School","Eligible For Reduced Lunch","*","*","*","*","*"
"1080311","1080011","Oxford School District","Quaker Farms School","Eligible For Free Lunch","*","*","*","*","*"
"1080311","1080011","Oxford School District","Quaker Farms School","Not Eligible For Lunch","*","*","*","1.8","*"
"1080311","1080011","Oxford School District","Quaker Farms School","Eligible For Reduced Lunch","*","*","*","*","*"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","Eligible For Free Lunch","10.4","4.5","*","*","7.2"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","Not Eligible For Lunch","*","*","*","*","*"
"2835113","2830013","Park City Prep Charter School District","Park City Prep Charter School","Eligible For Reduced Lunch","*","*","0.0","0.0","*"
"2930113","2930013","Path Academy District","Path Academy","Eligible For Free Lunch","","","","82.5","100.0"
"2930113","2930013","Path Academy District","Path Academy","Not Eligible For Lunch","","","","*","*"
"2930113","2930013","Path Academy District","Path Academy","Eligible For Reduced Lunch","","","","*","*"
"1090111","1090011","Plainfield School District","Moosup Elementary School","Eligible For Free Lunch","*","20.4","*","7.3","7.6"
"1090111","1090011","Plainfield School District","Moosup Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"1090111","1090011","Plainfield School District","Moosup Elementary School","Eligible For Reduced Lunch","*","*","0.0","*","*"
"1095111","1090011","Plainfield School District","Plainfield Central School","Eligible For Free Lunch","14.6","18.5","17.4","10.9","10.3"
"1095111","1090011","Plainfield School District","Plainfield Central School","Not Eligible For Lunch","*","*","7.7","*","*"
"1095111","1090011","Plainfield School District","Plainfield Central School","Eligible For Reduced Lunch","*","*","12.3","*","*"
"1096111","1090011","Plainfield School District","Plainfield High School","Eligible For Free Lunch","33.8","36.4","33.7","32.1","39.1"
"1096111","1090011","Plainfield School District","Plainfield High School","Not Eligible For Lunch","13.7","*","11.8","8.8","12.8"
"1096111","1090011","Plainfield School District","Plainfield High School","Eligible For Reduced Lunch","29.2","*","19.7","17.9","23.0"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","Eligible For Free Lunch","11.0","7.4","10.7","8.9","7.4"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","Not Eligible For Lunch","*","*","*","*","*"
"1090311","1090011","Plainfield School District","Plainfield Memorial School","Eligible For Reduced Lunch","*","*","*","*","*"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","Eligible For Free Lunch","*","*","*","14.4","15.7"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","Not Eligible For Lunch","5.4","*","*","*","*"
"1090411","1090011","Plainfield School District","Shepard Hill Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","Eligible For Free Lunch","*","*","*","*","*"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","Not Eligible For Lunch","*","4.1","*","*","*"
"1100411","1100011","Plainville School District","Frank T. Wheeler School","Eligible For Reduced Lunch","0.0","*","0.0","*","*"
"1100211","1100011","Plainville School District","Linden Street School","Eligible For Free Lunch","*","*","8.5","17.6","12.8"
"1100211","1100011","Plainville School District","Linden Street School","Not Eligible For Lunch","7.5","5.6","*","*","*"
"1100211","1100011","Plainville School District","Linden Street School","Eligible For Reduced Lunch","*","*","*","*","*"
"1100511","1100011","Plainville School District","Louis Toffolon School","Eligible For Free Lunch","*","*","*","15.7","*"
"1100511","1100011","Plainville School District","Louis Toffolon School","Not Eligible For Lunch","2.2","3.5","*","*","*"
"1100511","1100011","Plainville School District","Louis Toffolon School","Eligible For Reduced Lunch","*","*","*","*","*"
"1105211","1100011","Plainville School District","Middle School of Plainville","Eligible For Free Lunch","12.3","*","10.7","24.1","15.8"
"1105211","1100011","Plainville School District","Middle School of Plainville","Not Eligible For Lunch","*","5.3","5.4","*","*"
"1105211","1100011","Plainville School District","Middle School of Plainville","Eligible For Reduced Lunch","*","*","16.0","*","*"
"1106111","1100011","Plainville School District","Plainville High School","Eligible For Free Lunch","34.5","35.0","22.1","*","24.4"
"1106111","1100011","Plainville School District","Plainville High School","Not Eligible For Lunch","16.6","19.2","9.8","6.3","7.8"
"1106111","1100011","Plainville School District","Plainville High School","Eligible For Reduced Lunch","22.6","35.3","19.4","*","11.3"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","Eligible For Free Lunch","16.2","14.6","*","*","12.8"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","Not Eligible For Lunch","*","*","5.9","6.5","*"
"1115111","1110011","Plymouth School District","Eli Terry Jr. Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","Eligible For Free Lunch","20.7","*","23.8","*","*"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","Not Eligible For Lunch","*","10.9","*","*","*"
"1110411","1110011","Plymouth School District","Harry S. Fisher Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1117111","1110011","Plymouth School District","Plymouth Alternative High School","Eligible For Free Lunch","","","*","*","*"
"1117111","1110011","Plymouth School District","Plymouth Alternative High School","Not Eligible For Lunch","","","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","Eligible For Free Lunch","*","*","*","*","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","Not Eligible For Lunch","6.7","6.5","5.2","6.5","*"
"1110211","1110011","Plymouth School District","Plymouth Center School","Eligible For Reduced Lunch","*","*","*","*","*"
"1116111","1110011","Plymouth School District","Terryville High School","Eligible For Free Lunch","*","*","11.2","39.2","38.2"
"1116111","1110011","Plymouth School District","Terryville High School","Not Eligible For Lunch","5.3","7.7","5.6","11.7","14.1"
"1116111","1110011","Plymouth School District","Terryville High School","Eligible For Reduced Lunch","*","*","0.0","18.2","29.7"
"1120111","1120011","Pomfret School District","Pomfret Community School","Eligible For Free Lunch","*","*","*","*","*"
"1120111","1120011","Pomfret School District","Pomfret Community School","Not Eligible For Lunch","*","2.1","*","*","*"
"1120111","1120011","Pomfret School District","Pomfret Community School","Eligible For Reduced Lunch","*","*","0.0","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","Eligible For Free Lunch","*","*","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","Not Eligible For Lunch","*","*","*","*","*"
"1130511","1130011","Portland School District","Brownstone Intermediate School","Eligible For Reduced Lunch","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","Eligible For Free Lunch","*","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","Not Eligible For Lunch","0.0","*","*","*","*"
"1130411","1130011","Portland School District","Gildersleeve School","Eligible For Reduced Lunch","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","Eligible For Free Lunch","*","*","*","*","*"
"1136111","1130011","Portland School District","Portland High School","Not Eligible For Lunch","5.2","5.4","6.1","7.6","7.6"
"1136111","1130011","Portland School District","Portland High School","Eligible For Reduced Lunch","*","*","*","*","*"
"1135111","1130011","Portland School District","Portland Middle School","Eligible For Free Lunch","*","*","*","*","*"
"1135111","1130011","Portland School District","Portland Middle School","Not Eligible For Lunch","3.0","5.9","*","4.9","*"
"1135111","1130011","Portland School District","Portland Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1130211","1130011","Portland School District","Valley View School","Eligible For Free Lunch","*","*","*","*","*"
"1130211","1130011","Portland School District","Valley View School","Not Eligible For Lunch","*","*","*","3.1","*"
"1130211","1130011","Portland School District","Valley View School","Eligible For Reduced Lunch","*","*","*","*","*"
"1145111","1140011","Preston School District","Preston Plains School","Eligible For Free Lunch","*","*","*","*","*"
"1145111","1140011","Preston School District","Preston Plains School","Not Eligible For Lunch","0.0","*","0.0","*","*"
"1145111","1140011","Preston School District","Preston Plains School","Eligible For Reduced Lunch","*","*","*","*","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","Eligible For Free Lunch","*","*","*","*","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","Not Eligible For Lunch","*","9.4","*","6.7","*"
"1140411","1140011","Preston School District","Preston Veterans' Memorial School","Eligible For Reduced Lunch","*","*","*","*","*"
"1169011","1160011","Putnam School District","Helping Hands","Eligible For Free Lunch","*","*","*","*","*"
"1169011","1160011","Putnam School District","Helping Hands","Not Eligible For Lunch","*","*","*","",""
"1169011","1160011","Putnam School District","Helping Hands","Eligible For Reduced Lunch","","","","","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Eligible For Free Lunch","","","","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Not Eligible For Lunch","","","","*","*"
"1160111","1160011","Putnam School District","PALS - Putnam Alternative Learning System","Eligible For Reduced Lunch","","","","*",""
"1160311","1160011","Putnam School District","Putnam Elementary School","Eligible For Free Lunch","11.3","11.4","8.4","12.9","10.1"
"1160311","1160011","Putnam School District","Putnam Elementary School","Not Eligible For Lunch","*","*","*","*","*"
"1160311","1160011","Putnam School District","Putnam Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"1166111","1160011","Putnam School District","Putnam High School","Eligible For Free Lunch","28.9","30.5","29.4","28.9","31.1"
"1166111","1160011","Putnam School District","Putnam High School","Not Eligible For Lunch","15.4","15.0","*","15.9","17.1"
"1166111","1160011","Putnam School District","Putnam High School","Eligible For Reduced Lunch","25.9","20.7","*","33.3","25.6"
"1165111","1160011","Putnam School District","Putnam Middle School","Eligible For Free Lunch","10.2","17.7","21.3","18.0","23.7"
"1165111","1160011","Putnam School District","Putnam Middle School","Not Eligible For Lunch","*","9.2","*","*","*"
"1165111","1160011","Putnam School District","Putnam Middle School","Eligible For Reduced Lunch","*","24.2","*","*","*"
"1175111","1170011","Redding School District","John Read Middle School","Eligible For Free Lunch","*","*","*","*","*"
"1175111","1170011","Redding School District","John Read Middle School","Not Eligible For Lunch","*","6.5","*","3.4","*"
"1175111","1170011","Redding School District","John Read Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"1170111","1170011","Redding School District","Redding Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"1170111","1170011","Redding School District","Redding Elementary School","Not Eligible For Lunch","*","*","0.0","*","2.4"
"1170111","1170011","Redding School District","Redding Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"2010412","2010012","Regional School District 01","LEAPSS","Eligible For Free Lunch","","","","","*"
"2010412","2010012","Regional School District 01","LEAPSS","Not Eligible For Lunch","","","","","*"
"2010512","2010012","Regional School District 01","ALPSS","Not Eligible For Lunch","","","","","*"
"2010512","2010012","Regional School District 01","ALPSS","Eligible For Reduced Lunch","","","","","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Eligible For Free Lunch","*","*","*","*","*"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Not Eligible For Lunch","3.9","3.8","2.6","13.8","10.0"
"2016112","2010012","Regional School District 01","Housatonic Valley Regional High School","Eligible For Reduced Lunch","*","*","*","*","*"
"2010312","2010012","Regional School District 01","SELC","Eligible For Free Lunch","","","","","*"
"2010312","2010012","Regional School District 01","SELC","Not Eligible For Lunch","","","","","*"
"2010212","2010012","Regional School District 01","TOTAL","Eligible For Free Lunch","","","","","*"
"2010212","2010012","Regional School District 01","TOTAL","Not Eligible For Lunch","","","","","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","Eligible For Free Lunch","*","*","*","*","*"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","Not Eligible For Lunch","6.4","8.3","4.9","*","3.0"
"2045112","2040012","Regional School District 04","John Winthrop Middle School","Eligible For Reduced Lunch","*","*","*","*","*"
"2040112","2040012","Regional School District 04","Region 4 Transition Academy","Not Eligible For Lunch","","","","","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","Eligible For Free Lunch","*","*","*","*","*"
"2046112","2040012","Regional School District 04","Valley Regional High School","Not Eligible For Lunch","7.3","8.3","8.6","7.2","6.9"
"2046112","2040012","Regional School District 04","Valley Regional High School","Eligible For Reduced Lunch","*","*","*","*","*"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","Eligible For Free Lunch","*","*","*","*","*"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","Not Eligible For Lunch","5.3","*","*","3.3","*"
"2055112","2050012","Regional School District 05","Amity Middle School: Bethany","Eligible For Reduced Lunch","*","*","*","*","*"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","Eligible For Free Lunch","*","*","*","*","*"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","Not Eligible For Lunch","5.3","5.6","*","*","*"
"2055212","2050012","Regional School District 05","Amity Middle School: Orange","Eligible For Reduced Lunch","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","Eligible For Free Lunch","*","*","*","*","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","Not Eligible For Lunch","10.2","13.3","15.3","13.1","*"
"2056112","2050012","Regional School District 05","Amity Regional High School","Eligible For Reduced Lunch","*","*","*","*","*"
"2060112","2060012","Regional School District 06","Goshen Center School","Eligible For Free Lunch","*","*","*","*","*"
"2060112","2060012","Regional School District 06","Goshen Center School","Not Eligible For Lunch","*","5.9","*","*","*"
"2060112","2060012","Regional School District 06","Goshen Center School","Eligible For Reduced Lunch","*","*","*","*","*"
"2060212","2060012","Regional School District 06","James Morris School","Eligible For Free Lunch","*","*","*","*","*"
"2060212","2060012","Regional School District 06","James Morris School","Not Eligible For Lunch","*","*","*","*","*"
"2060212","2060012","Regional School District 06","James Morris School","Eligible For Reduced Lunch","*","*","*","*","*"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Eligible For Free Lunch","*","*","*","*","*"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Not Eligible For Lunch","2.7","3.4","2.5","1.9","4.3"
"2066112","2060012","Regional School District 06","Wamogo Regional High School","Eligible For Reduced Lunch","*","*","*","*","*"
"2060312","2060012","Regional School District 06","Warren Elementary School","Eligible For Free Lunch","*","*","*","*","*"
"2060312","2060012","Regional School District 06","Warren Elementary School","Not Eligible For Lunch","*","8.6","*","*","*"
"2060312","2060012","Regional School District 06","Warren Elementary School","Eligible For Reduced Lunch","*","*","*","*","*"
"3480415","2070012","Regional School District 07","SAGE","Not Eligible For Lunch","","","","","*"
"2079112","2070012","Regional School District 07","AIM","Eligible For Free Lunch","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","Not Eligible For Lunch","*","*","*","*","*"
"2079112","2070012","Regional School District 07","AIM","Eligible For Reduced Lunch","*","*","","*",""
"2079012","2070012","Regional School District 07","FLEX","Eligible For Free Lunch","","*","*","*","*"
"2079012","2070012","Regional School District 07","FLEX","Not Eligible For Lunch","*","*","*","*","*"
"2079012","2070012","Regional School District 07","FLEX","Eligible For Reduced Lunch","*","","","","*"
"2070112","2070012","Regional School District 07","Highlander Transition Academy","Eligible For Free Lunch","","","","","*"
"2070112","2070012","Regional School District 07","Highlander Transition Academy","Not Eligible For Lunch","","","","","*"
"2079412","2070012","Regional School District 07","Intensive Learning Program","Eligible For Free Lunch","*","*","*","",""
"2079412","2070012","Regional School District 07","Intensive Learning Program","Not Eligible For Lunch","*","*","*","",""
