"school_code","year","category","cohort","count"
"0326111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","* "
"0326111","201415","Students with Disabilities ","cohort.rate.2013-14","90.5 "
"0326111","201415","School ","cohort.rate.2013-14","97.7 "
"0326111","201415","District ","cohort.rate.2013-14","96.2 "
"0326111","201415","Black or African American ","cohort.target.2013-14",". "
"0326111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0326111","201415","English Language Learners ","cohort.target.2013-14","N/A "
"0326111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0326111","201415","Students with Disabilities ","cohort.target.2013-14",". "
"0326111","201415","School ","cohort.target.2013-14","91.0 "
"0326111","201415","District ","cohort.target.2013-14","91.1 "
"0326111","201415","Black or African American ","target.achieved.2013-14",""
"0326111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0326111","201415","English Language Learners ","target.achieved.2013-14","N/A "
"0326111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0326111","201415","Students with Disabilities ","target.achieved.2013-14",""
"0326111","201415","School ","target.achieved.2013-14","Yes "
"0326111","201415","District ","target.achieved.2013-14","Yes "
"0326111","201415","Black or African American ","target.percent.2014-15","."
"0326111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0326111","201415","English Language Learners ","target.percent.2014-15","N/A"
"0326111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
"0326111","201415","Students with Disabilities ","target.percent.2014-15","."
"0326111","201415","School ","target.percent.2014-15","91.4"
"0326111","201415","District ","target.percent.2014-15","91.4"
"0326111","201516","Black or African American ","cohort.count.2014-15","0 "
"0326111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0326111","201516","English Language Learners ","cohort.count.2014-15","0 "
"0326111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","21 "
"0326111","201516","Students with Disabilities ","cohort.count.2014-15","* "
"0326111","201516","School ","cohort.count.2014-15","107 "
"0326111","201516","District ","cohort.count.2014-15",""
"0326111","201516","Black or African American ","cohort.rate.2014-15","0.0 "
"0326111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0326111","201516","English Language Learners ","cohort.rate.2014-15","0.0 "
"0326111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","95.2 "
"0326111","201516","Students with Disabilities ","cohort.rate.2014-15","* "
"0326111","201516","School ","cohort.rate.2014-15","98.1 "
"0326111","201516","District ","cohort.rate.2014-15","93.2 "
"0326111","201516","Black or African American ","cohort.target.2014-15",". "
"0326111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0326111","201516","English Language Learners ","cohort.target.2014-15",". "
"0326111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15",". "
"0326111","201516","Students with Disabilities ","cohort.target.2014-15",". "
"0326111","201516","School ","cohort.target.2014-15",". "
"0326111","201516","District ","cohort.target.2014-15",". "
"0326111","201516","Black or African American ","target.achieved.2014-15",NA
"0326111","201516","Hispanic or Latino ","target.achieved.2014-15",NA
"0326111","201516","English Language Learners ","target.achieved.2014-15",NA
"0326111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15",NA
"0326111","201516","Students with Disabilities ","target.achieved.2014-15",NA
"0326111","201516","School ","target.achieved.2014-15",NA
"0326111","201516","District ","target.achieved.2014-15",NA
"0326111","201516","Black or African American ","target.percent.2015-16","."
"0326111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0326111","201516","English Language Learners ","target.percent.2015-16","."
"0326111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","."
"0326111","201516","Students with Disabilities ","target.percent.2015-16","."
"0326111","201516","School ","target.percent.2015-16","."
"0326111","201516","District ","target.percent.2015-16","."
"0336111","201314","Black or African American ","cohort.count.2012-13","* "
"0336111","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0336111","201314","English Language Learners ","cohort.count.2012-13","* "
"0336111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","28 "
"0336111","201314","Students with Disabilities ","cohort.count.2012-13","* "
"0336111","201314","School ","cohort.count.2012-13","141 "
"0336111","201314","District ","cohort.count.2012-13",""
"0336111","201314","Black or African American ","cohort.rate.2012-13","* "
"0336111","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0336111","201314","English Language Learners ","cohort.rate.2012-13","* "
"0336111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","89.3 "
"0336111","201314","Students with Disabilities ","cohort.rate.2012-13","* "
"0336111","201314","School ","cohort.rate.2012-13","93.6 "
"0336111","201314","District ","cohort.rate.2012-13","91.7 "
"0336111","201314","Black or African American ","cohort.target.2012-13",". "
"0336111","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0336111","201314","English Language Learners ","cohort.target.2012-13",". "
"0336111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0336111","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0336111","201314","School ","cohort.target.2012-13",". "
"0336111","201314","District ","cohort.target.2012-13","93.6 "
"0336111","201314","Black or African American ","target.achieved.2012-13",""
"0336111","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0336111","201314","English Language Learners ","target.achieved.2012-13",""
"0336111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0336111","201314","Students with Disabilities ","target.achieved.2012-13",""
"0336111","201314","School ","target.achieved.2012-13",""
"0336111","201314","District ","target.achieved.2012-13","No "
"0336111","201314","Black or African American ","target.percent.2013-14","."
"0336111","201314","Hispanic or Latino ","target.percent.2013-14","."
"0336111","201314","English Language Learners ","target.percent.2013-14","."
"0336111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","."
"0336111","201314","Students with Disabilities ","target.percent.2013-14","."
"0336111","201314","School ","target.percent.2013-14","."
"0336111","201314","District ","target.percent.2013-14","93.6"
"0336111","201415","Black or African American ","cohort.count.2013-14","* "
"0336111","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0336111","201415","English Language Learners ","cohort.count.2013-14","* "
"0336111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","28 "
"0336111","201415","Students with Disabilities ","cohort.count.2013-14","* "
"0336111","201415","School ","cohort.count.2013-14","131 "
"0336111","201415","District ","cohort.count.2013-14",""
"0336111","201415","Black or African American ","cohort.rate.2013-14","* "
"0336111","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0336111","201415","English Language Learners ","cohort.rate.2013-14","* "
"0336111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","82.1 "
"0336111","201415","Students with Disabilities ","cohort.rate.2013-14","* "
"0336111","201415","School ","cohort.rate.2013-14","93.1 "
"0336111","201415","District ","cohort.rate.2013-14","91.0 "
"0336111","201415","Black or African American ","cohort.target.2013-14",". "
"0336111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0336111","201415","English Language Learners ","cohort.target.2013-14",". "
"0336111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0336111","201415","Students with Disabilities ","cohort.target.2013-14",". "
"0336111","201415","School ","cohort.target.2013-14",". "
"0336111","201415","District ","cohort.target.2013-14","93.6 "
"0336111","201415","Black or African American ","target.achieved.2013-14",""
"0336111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0336111","201415","English Language Learners ","target.achieved.2013-14",""
"0336111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0336111","201415","Students with Disabilities ","target.achieved.2013-14",""
"0336111","201415","School ","target.achieved.2013-14",""
"0336111","201415","District ","target.achieved.2013-14","No "
"0336111","201415","Black or African American ","target.percent.2014-15","."
"0336111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0336111","201415","English Language Learners ","target.percent.2014-15","."
"0336111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
"0336111","201415","Students with Disabilities ","target.percent.2014-15","."
"0336111","201415","School ","target.percent.2014-15","."
"0336111","201415","District ","target.percent.2014-15","93.6"
"0336111","201516","Black or African American ","cohort.count.2014-15","* "
"0336111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0336111","201516","English Language Learners ","cohort.count.2014-15","* "
"0336111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","24 "
"0336111","201516","Students with Disabilities ","cohort.count.2014-15","* "
"0336111","201516","School ","cohort.count.2014-15","125 "
"0336111","201516","District ","cohort.count.2014-15",""
"0336111","201516","Black or African American ","cohort.rate.2014-15","* "
"0336111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0336111","201516","English Language Learners ","cohort.rate.2014-15","* "
"0336111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","87.5 "
"0336111","201516","Students with Disabilities ","cohort.rate.2014-15","* "
"0336111","201516","School ","cohort.rate.2014-15","97.6 "
"0336111","201516","District ","cohort.rate.2014-15","96.1 "
"0336111","201516","Black or African American ","cohort.target.2014-15",". "
"0336111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0336111","201516","English Language Learners ","cohort.target.2014-15",". "
"0336111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15",". "
"0336111","201516","Students with Disabilities ","cohort.target.2014-15",". "
"0336111","201516","School ","cohort.target.2014-15",". "
"0336111","201516","District ","cohort.target.2014-15","93.6 "
"0336111","201516","Black or African American ","target.achieved.2014-15",""
"0336111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0336111","201516","English Language Learners ","target.achieved.2014-15",""
"0336111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15",""
"0336111","201516","Students with Disabilities ","target.achieved.2014-15",""
"0336111","201516","School ","target.achieved.2014-15",""
"0336111","201516","District ","target.achieved.2014-15","Yes "
"0336111","201516","Black or African American ","target.percent.2015-16","."
"0336111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0336111","201516","English Language Learners ","target.percent.2015-16","."
"0336111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","."
"0336111","201516","Students with Disabilities ","target.percent.2015-16","."
"0336111","201516","School ","target.percent.2015-16","."
"0336111","201516","District ","target.percent.2015-16","93.7"
"0346111","201314","Black or African American ","cohort.count.2012-13","80"
"0346111","201314","Hispanic or Latino ","cohort.count.2012-13","248"
"0346111","201314","English Language Learners ","cohort.count.2012-13","132"
"0346111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","314"
"0346111","201314","Students with Disabilities ","cohort.count.2012-13","69"
"0346111","201314","School ","cohort.count.2012-13","736"
"0346111","201314","District ","cohort.count.2012-13",NA
"0346111","201314","Black or African American ","cohort.rate.2012-13","85"
"0346111","201314","Hispanic or Latino ","cohort.rate.2012-13","61.3"
"0346111","201314","English Language Learners ","cohort.rate.2012-13","50"
"0346111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","69.1"
"0346111","201314","Students with Disabilities ","cohort.rate.2012-13","50.7"
"0346111","201314","School ","cohort.rate.2012-13","78.9"
"0346111","201314","District ","cohort.rate.2012-13","75.5"
"0346111","201314","Black or African American ","cohort.target.2012-13","79.4"
"0346111","201314","Hispanic or Latino ","cohort.target.2012-13","76.7"
"0346111","201314","English Language Learners ","cohort.target.2012-13","66.1"
"0346111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13","72.7"
"0346111","201314","Students with Disabilities ","cohort.target.2012-13","66.1"
"0346111","201314","School ","cohort.target.2012-13","81.9"
"0346111","201314","District ","cohort.target.2012-13","79.9"
"0346111","201314","Black or African American ","target.achieved.2012-13","Yes "
"0346111","201314","Hispanic or Latino ","target.achieved.2012-13","No "
"0346111","201314","English Language Learners ","target.achieved.2012-13","No "
"0346111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","No "
"0346111","201314","Students with Disabilities ","target.achieved.2012-13","No "
"0346111","201314","School ","target.achieved.2012-13","No "
"0346111","201314","District ","target.achieved.2012-13","No "
"0346111","201314","Black or African American ","target.percent.2013-14","80.9"
"0346111","201314","Hispanic or Latino ","target.percent.2013-14","78.4"
"0346111","201314","English Language Learners ","target.percent.2013-14","68.8"
"0346111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","74.8"
"0346111","201314","Students with Disabilities ","target.percent.2013-14","68.9"
"0346111","201314","School ","target.percent.2013-14","83.1"
"0346111","201314","District ","target.percent.2013-14","81.3"
"0346111","201415","Black or African American ","cohort.count.2013-14","78"
"0346111","201415","Hispanic or Latino ","cohort.count.2013-14","238"
"0346111","201415","English Language Learners ","cohort.count.2013-14","77"
"0346111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","352"
"0346111","201415","Students with Disabilities ","cohort.count.2013-14","73"
"0346111","201415","School ","cohort.count.2013-14","711"
"0346111","201415","District ","cohort.count.2013-14",NA
"0346111","201415","Black or African American ","cohort.rate.2013-14","79.5"
"0346111","201415","Hispanic or Latino ","cohort.rate.2013-14","72.7"
"0346111","201415","English Language Learners ","cohort.rate.2013-14","54.5"
"0346111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","75.9"
"0346111","201415","Students with Disabilities ","cohort.rate.2013-14","53.4"
"0346111","201415","School ","cohort.rate.2013-14","82.4"
"0346111","201415","District ","cohort.rate.2013-14","78.1"
"0346111","201415","Black or African American ","cohort.target.2013-14","80.9"
"0346111","201415","Hispanic or Latino ","cohort.target.2013-14","78.4"
"0346111","201415","English Language Learners ","cohort.target.2013-14","68.8"
"0346111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","74.8"
"0346111","201415","Students with Disabilities ","cohort.target.2013-14","68.9"
"0346111","201415","School ","cohort.target.2013-14","83.1"
"0346111","201415","District ","cohort.target.2013-14","81.3"
"0346111","201415","Black or African American ","target.achieved.2013-14","No "
"0346111","201415","Hispanic or Latino ","target.achieved.2013-14","No "
"0346111","201415","English Language Learners ","target.achieved.2013-14","No "
"0346111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","Yes "
"0346111","201415","Students with Disabilities ","target.achieved.2013-14","No "
"0346111","201415","School ","target.achieved.2013-14","No "
"0346111","201415","District ","target.achieved.2013-14","No "
"0346111","201415","Black or African American ","target.percent.2014-15","82.3"
"0346111","201415","Hispanic or Latino ","target.percent.2014-15","80.1"
"0346111","201415","English Language Learners ","target.percent.2014-15","71.6"
"0346111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","77"
"0346111","201415","Students with Disabilities ","target.percent.2014-15","71.7"
"0346111","201415","School ","target.percent.2014-15","84.3"
"0346111","201415","District ","target.percent.2014-15","82.7"
"0346111","201516","Black or African American ","cohort.count.2014-15","69"
"0346111","201516","Hispanic or Latino ","cohort.count.2014-15","286"
"0346111","201516","English Language Learners ","cohort.count.2014-15","138"
"0346111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","412"
"0346111","201516","Students with Disabilities ","cohort.count.2014-15","80"
"0346111","201516","School ","cohort.count.2014-15","732"
"0346111","201516","District ","cohort.count.2014-15",NA
"0346111","201516","Black or African American ","cohort.rate.2014-15","68.1"
"0346111","201516","Hispanic or Latino ","cohort.rate.2014-15","69.6"
"0346111","201516","English Language Learners ","cohort.rate.2014-15","47.8"
"0346111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","70.9"
"0346111","201516","Students with Disabilities ","cohort.rate.2014-15","66.3"
"0346111","201516","School ","cohort.rate.2014-15","79.5"
"0346111","201516","District ","cohort.rate.2014-15","77.1"
"0346111","201516","Black or African American ","cohort.target.2014-15","82.3"
"0346111","201516","Hispanic or Latino ","cohort.target.2014-15","80.1"
"0346111","201516","English Language Learners ","cohort.target.2014-15","71.6"
"0346111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","77"
"0346111","201516","Students with Disabilities ","cohort.target.2014-15","71.7"
"0346111","201516","School ","cohort.target.2014-15","84.3"
"0346111","201516","District ","cohort.target.2014-15","82.7"
"0346111","201516","Black or African American ","target.achieved.2014-15","No "
"0346111","201516","Hispanic or Latino ","target.achieved.2014-15","No "
"0346111","201516","English Language Learners ","target.achieved.2014-15","No "
"0346111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","No "
"0346111","201516","Students with Disabilities ","target.achieved.2014-15","No "
"0346111","201516","School ","target.achieved.2014-15","No "
"0346111","201516","District ","target.achieved.2014-15","No "
"0346111","201516","Black or African American ","target.percent.2015-16","83.8"
"0346111","201516","Hispanic or Latino ","target.percent.2015-16","81.9"
"0346111","201516","English Language Learners ","target.percent.2015-16","74.4"
"0346111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","79.1"
"0346111","201516","Students with Disabilities ","target.percent.2015-16","74.5"
"0346111","201516","School ","target.percent.2015-16","85.5"
"0346111","201516","District ","target.percent.2015-16","84.1"
"0346211","201314","Black or African American ","cohort.count.2012-13","* "
"0346211","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0346211","201314","English Language Learners ","cohort.count.2012-13","* "
"0346211","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","* "
"0346211","201314","Students with Disabilities ","cohort.count.2012-13","* "
"0346211","201314","School ","cohort.count.2012-13","34 "
"0346211","201314","District ","cohort.count.2012-13",""
"0346211","201314","Black or African American ","cohort.rate.2012-13","* "
"0346211","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0346211","201314","English Language Learners ","cohort.rate.2012-13","0.0 "
"0346211","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","* "
"0346211","201314","Students with Disabilities ","cohort.rate.2012-13","* "
"0346211","201314","School ","cohort.rate.2012-13","-100 "
"0346211","201314","District ","cohort.rate.2012-13","75.5 "
"0346211","201314","Black or African American ","cohort.target.2012-13",". "
"0346211","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0346211","201314","English Language Learners ","cohort.target.2012-13",". "
"0346211","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0346211","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0346211","201314","School ","cohort.target.2012-13",". "
"0346211","201314","District ","cohort.target.2012-13","79.9 "
"0346211","201314","Black or African American ","target.achieved.2012-13",""
"0346211","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0346211","201314","English Language Learners ","target.achieved.2012-13",""
"0346211","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0346211","201314","Students with Disabilities ","target.achieved.2012-13",""
"0346211","201314","School ","target.achieved.2012-13",""
"0346211","201314","District ","target.achieved.2012-13","No "
"0346211","201314","Black or African American ","target.percent.2013-14","."
"0346211","201314","Hispanic or Latino ","target.percent.2013-14","."
"0346211","201314","English Language Learners ","target.percent.2013-14","."
"0346211","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","."
"0346211","201314","Students with Disabilities ","target.percent.2013-14","."
"0346211","201314","School ","target.percent.2013-14","."
"0346211","201314","District ","target.percent.2013-14","81.3"
"0346211","201415","Black or African American ","cohort.count.2013-14","N/A "
"0346211","201415","Hispanic or Latino ","cohort.count.2013-14","N/A "
"0346211","201415","English Language Learners ","cohort.count.2013-14","N/A "
"0346211","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","N/A "
"0346211","201415","Students with Disabilities ","cohort.count.2013-14","N/A "
"0346211","201415","School ","cohort.count.2013-14","N/A "
"0346211","201415","District ","cohort.count.2013-14",""
"0346211","201415","Black or African American ","cohort.rate.2013-14","N/A "
"0346211","201415","Hispanic or Latino ","cohort.rate.2013-14","N/A "
"0346211","201415","English Language Learners ","cohort.rate.2013-14","N/A "
"0346211","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","N/A "
"0346211","201415","Students with Disabilities ","cohort.rate.2013-14","N/A "
"0346211","201415","School ","cohort.rate.2013-14","N/A "
"0346211","201415","District ","cohort.rate.2013-14","78.1 "
"0346211","201415","Black or African American ","cohort.target.2013-14","N/A "
"0346211","201415","Hispanic or Latino ","cohort.target.2013-14","N/A "
"0346211","201415","English Language Learners ","cohort.target.2013-14","N/A "
"0346211","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","N/A "
"0346211","201415","Students with Disabilities ","cohort.target.2013-14","N/A "
"0346211","201415","School ","cohort.target.2013-14","N/A "
"0346211","201415","District ","cohort.target.2013-14","81.3 "
"0346211","201415","Black or African American ","target.achieved.2013-14","N/A "
"0346211","201415","Hispanic or Latino ","target.achieved.2013-14","N/A "
"0346211","201415","English Language Learners ","target.achieved.2013-14","N/A "
"0346211","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","N/A "
"0346211","201415","Students with Disabilities ","target.achieved.2013-14","N/A "
"0346211","201415","School ","target.achieved.2013-14","N/A "
"0346211","201415","District ","target.achieved.2013-14","No "
"0346211","201415","Black or African American ","target.percent.2014-15","N/A"
"0346211","201415","Hispanic or Latino ","target.percent.2014-15","N/A"
"0346211","201415","English Language Learners ","target.percent.2014-15","N/A"
"0346211","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","N/A"
"0346211","201415","Students with Disabilities ","target.percent.2014-15","N/A"
"0346211","201415","School ","target.percent.2014-15","N/A"
"0346211","201415","District ","target.percent.2014-15","82.7"
"0346211","201516","Black or African American ","cohort.count.2014-15","N/A "
"0346211","201516","Hispanic or Latino ","cohort.count.2014-15","N/A "
"0346211","201516","English Language Learners ","cohort.count.2014-15","N/A "
"0346211","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","N/A "
"0346211","201516","Students with Disabilities ","cohort.count.2014-15","N/A "
"0346211","201516","School ","cohort.count.2014-15","N/A "
"0346211","201516","District ","cohort.count.2014-15",""
"0346211","201516","Black or African American ","cohort.rate.2014-15","N/A "
"0346211","201516","Hispanic or Latino ","cohort.rate.2014-15","N/A "
"0346211","201516","English Language Learners ","cohort.rate.2014-15","N/A "
"0346211","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","N/A "
"0346211","201516","Students with Disabilities ","cohort.rate.2014-15","N/A "
"0346211","201516","School ","cohort.rate.2014-15","N/A "
"0346211","201516","District ","cohort.rate.2014-15","77.1 "
"0346211","201516","Black or African American ","cohort.target.2014-15","N/A "
"0346211","201516","Hispanic or Latino ","cohort.target.2014-15","N/A "
"0346211","201516","English Language Learners ","cohort.target.2014-15","N/A "
"0346211","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","N/A "
"0346211","201516","Students with Disabilities ","cohort.target.2014-15","N/A "
"0346211","201516","School ","cohort.target.2014-15","N/A "
"0346211","201516","District ","cohort.target.2014-15","82.7 "
"0346211","201516","Black or African American ","target.achieved.2014-15","N/A "
"0346211","201516","Hispanic or Latino ","target.achieved.2014-15","N/A "
"0346211","201516","English Language Learners ","target.achieved.2014-15","N/A "
"0346211","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","N/A "
"0346211","201516","Students with Disabilities ","target.achieved.2014-15","N/A "
"0346211","201516","School ","target.achieved.2014-15","N/A "
"0346211","201516","District ","target.achieved.2014-15","No "
"0346211","201516","Black or African American ","target.percent.2015-16","N/A"
"0346211","201516","Hispanic or Latino ","target.percent.2015-16","N/A"
"0346211","201516","English Language Learners ","target.percent.2015-16","N/A"
"0346211","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","N/A"
"0346211","201516","Students with Disabilities ","target.percent.2015-16","N/A"
"0346211","201516","School ","target.percent.2015-16","N/A"
"0346211","201516","District ","target.percent.2015-16","84.1"
"0356111","201314","Black or African American ","cohort.count.2012-13","N/A "
"0356111","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0356111","201314","English Language Learners ","cohort.count.2012-13","N/A "
"0356111","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","* "
"0356111","201314","Students with Disabilities ","cohort.count.2012-13","35 "
"0356111","201314","School ","cohort.count.2012-13","312 "
"0356111","201314","District ","cohort.count.2012-13",""
"0356111","201314","Black or African American ","cohort.rate.2012-13","N/A "
"0356111","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0356111","201314","English Language Learners ","cohort.rate.2012-13","N/A "
"0356111","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","* "
"0356111","201314","Students with Disabilities ","cohort.rate.2012-13","91.4 "
"0356111","201314","School ","cohort.rate.2012-13","97.8 "
"0356111","201314","District ","cohort.rate.2012-13","97.2 "
"0356111","201314","Black or African American ","cohort.target.2012-13","N/A "
"0356111","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0356111","201314","English Language Learners ","cohort.target.2012-13","N/A "
"0356111","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0356111","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0356111","201314","School ","cohort.target.2012-13",". "
"0356111","201314","District ","cohort.target.2012-13","94.0 "
"0356111","201314","Black or African American ","target.achieved.2012-13","N/A "
"0356111","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0356111","201314","English Language Learners ","target.achieved.2012-13","N/A "
"0356111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0356111","201314","Students with Disabilities ","target.achieved.2012-13",""
"0356111","201314","School ","target.achieved.2012-13",""
"0356111","201314","District ","target.achieved.2012-13","Yes "
"0356111","201314","Black or African American ","target.percent.2013-14","N/A"
"0356111","201314","Hispanic or Latino ","target.percent.2013-14","."
"0356111","201314","English Language Learners ","target.percent.2013-14","N/A"
"0356111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","."
"0356111","201314","Students with Disabilities ","target.percent.2013-14","."
"0356111","201314","School ","target.percent.2013-14","."
"0356111","201314","District ","target.percent.2013-14","94.0"
"0356111","201415","Black or African American ","cohort.count.2013-14","* "
"0356111","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0356111","201415","English Language Learners ","cohort.count.2013-14","* "
"0356111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","* "
"0356111","201415","Students with Disabilities ","cohort.count.2013-14","51 "
"0356111","201415","School ","cohort.count.2013-14","329 "
"0356111","201415","District ","cohort.count.2013-14",""
"0356111","201415","Black or African American ","cohort.rate.2013-14","* "
"0356111","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0356111","201415","English Language Learners ","cohort.rate.2013-14","* "
"0356111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","* "
"0356111","201415","Students with Disabilities ","cohort.rate.2013-14","94.1 "
"0356111","201415","School ","cohort.rate.2013-14","98.2 "
"0356111","201415","District ","cohort.rate.2013-14","96.7 "
"0356111","201415","Black or African American ","cohort.target.2013-14",". "
"0356111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0356111","201415","English Language Learners ","cohort.target.2013-14",". "
"0356111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0356111","201415","Students with Disabilities ","cohort.target.2013-14",". "
"0356111","201415","School ","cohort.target.2013-14",". "
"0356111","201415","District ","cohort.target.2013-14","94.0 "
"0356111","201415","Black or African American ","target.achieved.2013-14",""
"0356111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0356111","201415","English Language Learners ","target.achieved.2013-14",""
"0356111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0356111","201415","Students with Disabilities ","target.achieved.2013-14",""
"0356111","201415","School ","target.achieved.2013-14",""
"0356111","201415","District ","target.achieved.2013-14","Yes "
"0356111","201415","Black or African American ","target.percent.2014-15","."
"0356111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0356111","201415","English Language Learners ","target.percent.2014-15","."
"0356111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
