"category","Count","SPI","Target","Achieved","type","school_code","year"
"School ","149 ","75.0","85.1 ","No","CMT","0341111","201314"
"Black or African American ","<20 ",".","80.2 ","n/a","CMT","0341211","201314"
"Hispanic or Latino ","100 ","73.5","82.9 ","No","CMT","0341211","201314"
"English Language Learners ","54 ","54.5","72.2 ","No","CMT","0341211","201314"
"Eligible for Free or Reduced-Price Meals ","115 ","70.5","78.7 ","No","CMT","0341211","201314"
"Students with Disabilities ","<20 ",".","66.9 ","n/a","CMT","0341211","201314"
"High Needs ","135 ","69.8","77.6 ","No","CMT","0341211","201314"
"School ","212 ","76.1","81.5 ","No","CMT","0341211","201314"
"Black or African American ","<20 ",".",".","","CMT","0341311","201314"
"Hispanic or Latino ","41 ","51.2","61.0 ","No","CMT","0341311","201314"
"English Language Learners ","25 ","37.7","52.1 ","No","CMT","0341311","201314"
"Eligible for Free or Reduced-Price Meals ","48 ","54.8","61.0 ","No","CMT","0341311","201314"
"Students with Disabilities ","<20 ",".",".","","CMT","0341311","201314"
"High Needs ","53 ","54.3","60.7 ","No","CMT","0341311","201314"
"School ","109 ","66.8","80.0 ","No","CMT","0341311","201314"
"Black or African American ","<20 ",".",".","","CMT","0341411","201314"
"Hispanic or Latino ","109 ","50.4","73.3 ","No","CMT","0341411","201314"
"English Language Learners ","79 ","43.3","62.6 ","No","CMT","0341411","201314"
"Eligible for Free or Reduced-Price Meals ","138 ","55.4","73.9 ","No","CMT","0341411","201314"
"Students with Disabilities ","<20 ",".","65.4 ","n/a","CMT","0341411","201314"
"High Needs ","153 ","53.5","72.5 ","No","CMT","0341411","201314"
"School ","189 ","54.9","75.7 ","No","CMT","0341411","201314"
"Black or African American ","<20 ",".",".","","CMT","0341511","201314"
"Hispanic or Latino ","71 ","58.6","62.4 ","No","CMT","0341511","201314"
"English Language Learners ","28 ","47.7","59.7 ","No","CMT","0341511","201314"
"Eligible for Free or Reduced-Price Meals ","92 ","59.8","66.5 ","No","CMT","0341511","201314"
"Students with Disabilities ","35 ","37.4","44.0 ","No","CMT","0341511","201314"
"High Needs ","115 ","56.0","63.3 ","No","CMT","0341511","201314"
"School ","197 ","67.6","72.6 ","No","CMT","0341511","201314"
"Black or African American ","<20 ",".",".","","CMT","0341611","201314"
"Hispanic or Latino ","78 ","59.3","63.8 ","No","CMT","0341611","201314"
"English Language Learners ","35 ","45.2","51.4 ","No","CMT","0341611","201314"
"Eligible for Free or Reduced-Price Meals ","102 ","61.6","63.8 ","No","CMT","0341611","201314"
"Students with Disabilities ","25 ","47.3","46.2 ","Yes","CMT","0341611","201314"
"High Needs ","122 ","59.4","62.1 ","No","CMT","0341611","201314"
"School ","220 ","67.3","73.9 ","No","CMT","0341611","201314"
"Black or African American ","30 ","58.0","72.7 ","No","CMT","0341711","201314"
"Hispanic or Latino ","118 ","55.6","67.9 ","No","CMT","0341711","201314"
"English Language Learners ","68 ","45.3","59.3 ","No","CMT","0341711","201314"
"Eligible for Free or Reduced-Price Meals ","155 ","57.8","68.2 ","No","CMT","0341711","201314"
"Students with Disabilities ","42 ","34.3","48.1 ","No","CMT","0341711","201314"
"High Needs ","182 ","55.8","66.7 ","No","CMT","0341711","201314"
"School ","362 ","70.7","79.7 ","No","CMT","0341711","201314"
"Black or African American ","<20 ",".",".","","CMT","0341911","201314"
"Hispanic or Latino ","45 ","77.9","82.4 ","No","CMT","0341911","201314"
"English Language Learners ","<20 ",".",".","","CMT","0341911","201314"
"Eligible for Free or Reduced-Price Meals ","40 ","70.2","78.1 ","No","CMT","0341911","201314"
"Students with Disabilities ","<20 ",".",".","","CMT","0341911","201314"
"High Needs ","45 ","70.5","75.4 ","No","CMT","0341911","201314"
"School ","214 ","84.7","88.0 ","No","CMT","0341911","201314"
"Black or African American ","81 ","69.2","76.2 ","No","CMT","0345111","201314"
"Hispanic or Latino ","419 ","65.7","73.9 ","No","CMT","0345111","201314"
"English Language Learners ","159 ","49.2","64.0 ","No","CMT","0345111","201314"
"Eligible for Free or Reduced-Price Meals ","505 ","64.7","74.1 ","No","CMT","0345111","201314"
"Students with Disabilities ","170 ","38.8","58.6 ","No","CMT","0345111","201314"
"High Needs ","615 ","61.5","72.3 ","No","CMT","0345111","201314"
"School ","1059 ","71.4","81.4 ","No","CMT","0345111","201314"
"Black or African American ","74 ","61.3","71.9 ","No","CMT","0345211","201314"
"Hispanic or Latino ","526 ","62.7","67.3 ","No","CMT","0345211","201314"
"English Language Learners ","213 ","45.0","52.1 ","No","CMT","0345211","201314"
"Eligible for Free or Reduced-Price Meals ","621 ","64.5","68.0 ","No","CMT","0345211","201314"
"Students with Disabilities ","150 ","36.6","53.2 ","No","CMT","0345211","201314"
"High Needs ","715 ","62.0","67.0 ","No","CMT","0345211","201314"
"School ","1151 ","71.7","76.3 ","No","CMT","0345211","201314"
"Black or African American ","78 ","50.2","54.6 ","No","CAPT","0346111","201314"
"Hispanic or Latino ","248 ","41.8","46.1 ","No","CAPT","0346111","201314"
"English Language Learners ","108 ","21.4","24.8 ","No","CAPT","0346111","201314"
"Eligible for Free or Reduced-Price Meals ","272 ","42.3","48.1 ","No","CAPT","0346111","201314"
"Students with Disabilities ","85 ","27.3","31.1 ","No","CAPT","0346111","201314"
"High Needs ","348 ","39.5","45.4 ","No","CAPT","0346111","201314"
"School ","708 ","58.1","63.9 ","No","CAPT","0346111","201314"
"Black or African American ","<20 ",".",".","","CAPT","0346211","201314"
"Hispanic or Latino ","<20 ",".",".","","CAPT","0346211","201314"
"English Language Learners ","<20 ",".",".","","CAPT","0346211","201314"
"Eligible for Free or Reduced-Price Meals ","<20 ",".",".","","CAPT","0346211","201314"
"Students with Disabilities ","<20 ",".",".","","CAPT","0346211","201314"
"High Needs ","<20 ",".",".","","CAPT","0346211","201314"
"School ","21 ","22.5","56.0 ","No","CAPT","0346211","201314"
"","","","","","CMT","0350211","201314"
"Black or African American ","",".",". ","","CMT","0350211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0350211","201314"
"English Language Learners ","",".",". ","","CMT","0350211","201314"
"","","","","","CMT","0350211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0350211","201314"
"Students with Disabilities ","",".",". ","","CMT","0350211","201314"
"","","","","","CMT","0350511","201314"
"Black or African American ","",".",". ","","CMT","0350511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0350511","201314"
"English Language Learners ","",".",". ","","CMT","0350511","201314"
"","","","","","CMT","0350511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0350511","201314"
"Students with Disabilities ","",".",". ","","CMT","0350511","201314"
"","","","","","CMT","0350611","201314"
"Black or African American ","",".",". ","","CMT","0350611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0350611","201314"
"English Language Learners ","",".",". ","","CMT","0350611","201314"
"","","","","","CMT","0350611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0350611","201314"
"Students with Disabilities ","",".",". ","","CMT","0350611","201314"
"","","","","","CMT","0350711","201314"
"Black or African American ","",".",". ","","CMT","0350711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0350711","201314"
"English Language Learners ","",".",". ","","CMT","0350711","201314"
"","","","","","CMT","0350711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0350711","201314"
"Students with Disabilities ","",".",". ","","CMT","0350711","201314"
"","","","","","CMT","0351311","201314"
"Black or African American ","",".",". ","","CMT","0351311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0351311","201314"
"English Language Learners ","",".",". ","","CMT","0351311","201314"
"","","","","","CMT","0351311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0351311","201314"
"Students with Disabilities ","",".",". ","","CMT","0351311","201314"
"","","","","","CMT","0355111","201314"
"Black or African American ","",".",". ","","CMT","0355111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0355111","201314"
"English Language Learners ","",".",". ","","CMT","0355111","201314"
"","","","","","CMT","0355111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0355111","201314"
"Students with Disabilities ","",".",". ","","CMT","0355111","201314"
"","","","","","CAPT","0356111","201314"
"Black or African American ","",".",". ","","CAPT","0356111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0356111","201314"
"English Language Learners ","",".",". ","","CAPT","0356111","201314"
"","","","","","CAPT","0356111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0356111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0356111","201314"
"","","","","","CMT","0360111","201314"
"Black or African American ","",".",". ","","CMT","0360111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0360111","201314"
"English Language Learners ","",".",". ","","CMT","0360111","201314"
"","","","","","CMT","0360111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0360111","201314"
"Students with Disabilities ","",".",". ","","CMT","0360111","201314"
"","","","","","CMT","0370411","201314"
"Black or African American ","",".",". ","","CMT","0370411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0370411","201314"
"English Language Learners ","",".",". ","","CMT","0370411","201314"
"","","","","","CMT","0370411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0370411","201314"
"Students with Disabilities ","",".",". ","","CMT","0370411","201314"
"","","","","","CMT","0370611","201314"
"Black or African American ","",".",". ","","CMT","0370611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0370611","201314"
"English Language Learners ","",".",". ","","CMT","0370611","201314"
"","","","","","CMT","0370611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0370611","201314"
"Students with Disabilities ","",".",". ","","CMT","0370611","201314"
"","","","","","CMT","0375011","201314"
"Black or African American ","",".",". ","","CMT","0375011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0375011","201314"
"English Language Learners ","",".",". ","","CMT","0375011","201314"
"","","","","","CMT","0375011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0375011","201314"
"Students with Disabilities ","",".",". ","","CMT","0375011","201314"
"","","","","","CAPT","0376111","201314"
"Black or African American ","",".",". ","","CAPT","0376111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0376111","201314"
"English Language Learners ","",".",". ","","CAPT","0376111","201314"
"","","","","","CAPT","0376111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0376111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0376111","201314"
"","","","","","CMT","0390111","201314"
"Black or African American ","",".",". ","","CMT","0390111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0390111","201314"
"English Language Learners ","",".",". ","","CMT","0390111","201314"
"","","","","","CMT","0390111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0390111","201314"
"Students with Disabilities ","",".",". ","","CMT","0390111","201314"
"","","","","","CMT","0400111","201314"
"Black or African American ","",".",". ","","CMT","0400111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0400111","201314"
"English Language Learners ","",".",". ","","CMT","0400111","201314"
"","","","","","CMT","0400111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0400111","201314"
"Students with Disabilities ","",".",". ","","CMT","0400111","201314"
"","","","","","CMT","0400211","201314"
"Black or African American ","",".",". ","","CMT","0400211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0400211","201314"
"English Language Learners ","",".",". ","","CMT","0400211","201314"
"","","","","","CMT","0400211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0400211","201314"
"Students with Disabilities ","",".",". ","","CMT","0400211","201314"
"","","","","","CMT","0405111","201314"
"Black or African American ","",".",". ","","CMT","0405111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0405111","201314"
"English Language Learners ","",".",". ","","CMT","0405111","201314"
"","","","","","CMT","0405111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0405111","201314"
"Students with Disabilities ","",".",". ","","CMT","0405111","201314"
"","","","","","CAPT","0406111","201314"
"Black or African American ","",".",". ","","CAPT","0406111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0406111","201314"
"English Language Learners ","",".",". ","","CAPT","0406111","201314"
"","","","","","CAPT","0406111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0406111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0406111","201314"
"","","","","","CMT","0410111","201314"
"Black or African American ","",".",". ","","CMT","0410111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0410111","201314"
"English Language Learners ","",".",". ","","CMT","0410111","201314"
"","","","","","CMT","0410111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0410111","201314"
"Students with Disabilities ","",".",". ","","CMT","0410111","201314"
"","","","","","CMT","0415111","201314"
"Black or African American ","",".",". ","","CMT","0415111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0415111","201314"
"English Language Learners ","",".",". ","","CMT","0415111","201314"
"","","","","","CMT","0415111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0415111","201314"
"Students with Disabilities ","",".",". ","","CMT","0415111","201314"
"","","","","","CAPT","0416111","201314"
"Black or African American ","",".",". ","","CAPT","0416111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0416111","201314"
"English Language Learners ","",".",". ","","CAPT","0416111","201314"
"","","","","","CAPT","0416111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0416111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0416111","201314"
"","","","","","CMT","0420111","201314"
"Black or African American ","",".",". ","","CMT","0420111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0420111","201314"
"English Language Learners ","",".",". ","","CMT","0420111","201314"
"","","","","","CMT","0420111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0420111","201314"
"Students with Disabilities ","",".",". ","","CMT","0420111","201314"
"","","","","","CMT","0420311","201314"
"Black or African American ","",".",". ","","CMT","0420311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0420311","201314"
"English Language Learners ","",".",". ","","CMT","0420311","201314"
"","","","","","CMT","0420311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0420311","201314"
"Students with Disabilities ","",".",". ","","CMT","0420311","201314"
"","","","","","CMT","0425111","201314"
"Black or African American ","",".",". ","","CMT","0425111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0425111","201314"
"English Language Learners ","",".",". ","","CMT","0425111","201314"
"","","","","","CMT","0425111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0425111","201314"
"Students with Disabilities ","",".",". ","","CMT","0425111","201314"
"","","","","","CAPT","0426111","201314"
"Black or African American ","",".",". ","","CAPT","0426111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0426111","201314"
"English Language Learners ","",".",". ","","CAPT","0426111","201314"
"","","","","","CAPT","0426111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0426111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0426111","201314"
"","","","","","CMT","0430411","201314"
"Black or African American ","",".",". ","","CMT","0430411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0430411","201314"
"English Language Learners ","",".",". ","","CMT","0430411","201314"
"","","","","","CMT","0430411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0430411","201314"
"Students with Disabilities ","",".",". ","","CMT","0430411","201314"
"","","","","","CMT","0430511","201314"
"Black or African American ","",".",". ","","CMT","0430511","201314"
"Hispanic or Latino ","",".",". ","","CMT","0430511","201314"
"English Language Learners ","",".",". ","","CMT","0430511","201314"
"","","","","","CMT","0430511","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0430511","201314"
"Students with Disabilities ","",".",". ","","CMT","0430511","201314"
"","","","","","CMT","0430611","201314"
"Black or African American ","",".",". ","","CMT","0430611","201314"
"Hispanic or Latino ","",".",". ","","CMT","0430611","201314"
"English Language Learners ","",".",". ","","CMT","0430611","201314"
"","","","","","CMT","0430611","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0430611","201314"
"Students with Disabilities ","",".",". ","","CMT","0430611","201314"
"","","","","","CMT","0430911","201314"
"Black or African American ","",".",". ","","CMT","0430911","201314"
"Hispanic or Latino ","",".",". ","","CMT","0430911","201314"
"English Language Learners ","",".",". ","","CMT","0430911","201314"
"","","","","","CMT","0430911","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0430911","201314"
"Students with Disabilities ","",".",". ","","CMT","0430911","201314"
"","","","","","CMT","0431011","201314"
"Black or African American ","",".",". ","","CMT","0431011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0431011","201314"
"English Language Learners ","",".",". ","","CMT","0431011","201314"
"","","","","","CMT","0431011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0431011","201314"
"Students with Disabilities ","",".",". ","","CMT","0431011","201314"
"","","","","","CMT","0431211","201314"
"Black or African American ","",".",". ","","CMT","0431211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0431211","201314"
"English Language Learners ","",".",". ","","CMT","0431211","201314"
"","","","","","CMT","0431211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0431211","201314"
"Students with Disabilities ","",".",". ","","CMT","0431211","201314"
"","","","","","CMT","0431811","201314"
"Black or African American ","",".",". ","","CMT","0431811","201314"
"Hispanic or Latino ","",".",". ","","CMT","0431811","201314"
"English Language Learners ","",".",". ","","CMT","0431811","201314"
"","","","","","CMT","0431811","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0431811","201314"
"Students with Disabilities ","",".",". ","","CMT","0431811","201314"
"","","","","","CMT","0432011","201314"
"Black or African American ","",".",". ","","CMT","0432011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0432011","201314"
"English Language Learners ","",".",". ","","CMT","0432011","201314"
"","","","","","CMT","0432011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0432011","201314"
"Students with Disabilities ","",".",". ","","CMT","0432011","201314"
"","","","","","CMT","0432211","201314"
"Black or African American ","",".",". ","","CMT","0432211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0432211","201314"
"English Language Learners ","",".",". ","","CMT","0432211","201314"
"","","","","","CMT","0432211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0432211","201314"
"Students with Disabilities ","",".",". ","","CMT","0432211","201314"
"","","","","","CMT","0432411","201314"
"Black or African American ","",".",". ","","CMT","0432411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0432411","201314"
"English Language Learners ","",".",". ","","CMT","0432411","201314"
"","","","","","CMT","0432411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0432411","201314"
"Students with Disabilities ","",".",". ","","CMT","0432411","201314"
"","","","","","CMT","0435111","201314"
"Black or African American ","",".",". ","","CMT","0435111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0435111","201314"
"English Language Learners ","",".",". ","","CMT","0435111","201314"
"","","","","","CMT","0435111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0435111","201314"
"Students with Disabilities ","",".",". ","","CMT","0435111","201314"
"","","","","","CAPT","0436211","201314"
"Black or African American ","",".",". ","","CAPT","0436211","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0436211","201314"
"English Language Learners ","",".",". ","","CAPT","0436211","201314"
"","","","","","CAPT","0436211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0436211","201314"
"Students with Disabilities ","",".",". ","","CAPT","0436211","201314"
"","","","","","CAPT","0436311","201314"
"Black or African American ","",".",". ","","CAPT","0436311","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0436311","201314"
"English Language Learners ","",".",". ","","CAPT","0436311","201314"
"","","","","","CAPT","0436311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0436311","201314"
"Students with Disabilities ","",".",". ","","CAPT","0436311","201314"
"","","","","","CAPT","0436411","201314"
"Black or African American ","",".",". ","","CAPT","0436411","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0436411","201314"
"English Language Learners ","",".",". ","","CAPT","0436411","201314"
"","","","","","CAPT","0436411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0436411","201314"
"Students with Disabilities ","",".",". ","","CAPT","0436411","201314"
"","","","","","CMT","0440111","201314"
"Black or African American ","",".",". ","","CMT","0440111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0440111","201314"
"English Language Learners ","",".",". ","","CMT","0440111","201314"
"","","","","","CMT","0440111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0440111","201314"
"Students with Disabilities ","",".",". ","","CMT","0440111","201314"
"","","","","","CMT","0440711","201314"
"Black or African American ","",".",". ","","CMT","0440711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0440711","201314"
"English Language Learners ","",".",". ","","CMT","0440711","201314"
"","","","","","CMT","0440711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0440711","201314"
"Students with Disabilities ","",".",". ","","CMT","0440711","201314"
"","","","","","CMT","0441011","201314"
"Black or African American ","",".",". ","","CMT","0441011","201314"
"Hispanic or Latino ","",".",". ","","CMT","0441011","201314"
"English Language Learners ","",".",". ","","CMT","0441011","201314"
"","","","","","CMT","0441011","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0441011","201314"
"Students with Disabilities ","",".",". ","","CMT","0441011","201314"
"","","","","","CMT","0441311","201314"
"Black or African American ","",".",". ","","CMT","0441311","201314"
"Hispanic or Latino ","",".",". ","","CMT","0441311","201314"
"English Language Learners ","",".",". ","","CMT","0441311","201314"
"","","","","","CMT","0441311","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0441311","201314"
"Students with Disabilities ","",".",". ","","CMT","0441311","201314"
"","","","","","CMT","0441711","201314"
"Black or African American ","",".",". ","","CMT","0441711","201314"
"Hispanic or Latino ","",".",". ","","CMT","0441711","201314"
"English Language Learners ","",".",". ","","CMT","0441711","201314"
"","","","","","CMT","0441711","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0441711","201314"
"Students with Disabilities ","",".",". ","","CMT","0441711","201314"
"Black or African American ","N/A ","N/A","N/A ","N/A","CMT","0441811","201314"
"Hispanic or Latino ","N/A ","N/A","N/A ","N/A","CMT","0441811","201314"
"English Language Learners ","N/A ","N/A","N/A ","N/A","CMT","0441811","201314"
"Eligible for Free or Reduced-Price Meals ","N/A ","N/A","N/A ","N/A","CMT","0441811","201314"
"Students with Disabilities ","N/A ","N/A","N/A ","N/A","CMT","0441811","201314"
"High Needs ","N/A ","N/A","N/A ","N/A","CMT","0441811","201314"
"School ","N/A ","N/A","N/A ","N/A","CMT","0441811","201314"
"","","","","","CMT","0445111","201314"
"Black or African American ","",".",". ","","CMT","0445111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0445111","201314"
"English Language Learners ","",".",". ","","CMT","0445111","201314"
"","","","","","CMT","0445111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0445111","201314"
"Students with Disabilities ","",".",". ","","CMT","0445111","201314"
"","","","","","CAPT","0446111","201314"
"Black or African American ","",".",". ","","CAPT","0446111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0446111","201314"
"English Language Learners ","",".",". ","","CAPT","0446111","201314"
"","","","","","CAPT","0446111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0446111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0446111","201314"
"","","","","","CMT","0450111","201314"
"Black or African American ","",".",". ","","CMT","0450111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0450111","201314"
"English Language Learners ","",".",". ","","CMT","0450111","201314"
"","","","","","CMT","0450111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0450111","201314"
"Students with Disabilities ","",".",". ","","CMT","0450111","201314"
"","","","","","CMT","0450211","201314"
"Black or African American ","",".",". ","","CMT","0450211","201314"
"Hispanic or Latino ","",".",". ","","CMT","0450211","201314"
"English Language Learners ","",".",". ","","CMT","0450211","201314"
"","","","","","CMT","0450211","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0450211","201314"
"Students with Disabilities ","",".",". ","","CMT","0450211","201314"
"","","","","","CMT","0450411","201314"
"Black or African American ","",".",". ","","CMT","0450411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0450411","201314"
"English Language Learners ","",".",". ","","CMT","0450411","201314"
"","","","","","CMT","0450411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0450411","201314"
"Students with Disabilities ","",".",". ","","CMT","0450411","201314"
"","","","","","CMT","0455111","201314"
"Black or African American ","",".",". ","","CMT","0455111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0455111","201314"
"English Language Learners ","",".",". ","","CMT","0455111","201314"
"","","","","","CMT","0455111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0455111","201314"
"Students with Disabilities ","",".",". ","","CMT","0455111","201314"
"","","","","","CAPT","0456111","201314"
"Black or African American ","",".",". ","","CAPT","0456111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0456111","201314"
"English Language Learners ","",".",". ","","CAPT","0456111","201314"
"","","","","","CAPT","0456111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0456111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0456111","201314"
"","","","","","CMT","0460111","201314"
"Black or African American ","",".",". ","","CMT","0460111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0460111","201314"
"English Language Learners ","",".",". ","","CMT","0460111","201314"
"","","","","","CMT","0460111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0460111","201314"
"Students with Disabilities ","",".",". ","","CMT","0460111","201314"
"","","","","","CMT","0465111","201314"
"Black or African American ","",".",". ","","CMT","0465111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0465111","201314"
"English Language Learners ","",".",". ","","CMT","0465111","201314"
"","","","","","CMT","0465111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0465111","201314"
"Students with Disabilities ","",".",". ","","CMT","0465111","201314"
"","","","","","CMT","0470111","201314"
"Black or African American ","",".",". ","","CMT","0470111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0470111","201314"
"English Language Learners ","",".",". ","","CMT","0470111","201314"
"","","","","","CMT","0470111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0470111","201314"
"Students with Disabilities ","",".",". ","","CMT","0470111","201314"
"","","","","","CMT","0475411","201314"
"Black or African American ","",".",". ","","CMT","0475411","201314"
"Hispanic or Latino ","",".",". ","","CMT","0475411","201314"
"English Language Learners ","",".",". ","","CMT","0475411","201314"
"","","","","","CMT","0475411","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CMT","0475411","201314"
"Students with Disabilities ","",".",". ","","CMT","0475411","201314"
"","","","","","CAPT","0476111","201314"
"Black or African American ","",".",". ","","CAPT","0476111","201314"
"Hispanic or Latino ","",".",". ","","CAPT","0476111","201314"
"English Language Learners ","",".",". ","","CAPT","0476111","201314"
"","","","","","CAPT","0476111","201314"
"Eligible for Free or Reduced-Price Meals ","",".",". ","","CAPT","0476111","201314"
"Students with Disabilities ","",".",". ","","CAPT","0476111","201314"
"","","","","","CMT","0480111","201314"
"Black or African American ","",".",". ","","CMT","0480111","201314"
"Hispanic or Latino ","",".",". ","","CMT","0480111","201314"
"English Language Learners ","",".",". ","","CMT","0480111","201314"
"","","","","","CMT","0480111","201314"
