"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","Eligible for Free or Reduced-Price Meals",32,19.3,40,24.1,38,24.5,62,36.0,40,28.6
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","N/A","N/A"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*",9,"*",7,"*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*",8,"*","*","*"
"Middletown School District","=""0830011""","MHS- Alternative Education Program 3","=""0832211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","Eligible for Free or Reduced-Price Meals",16,7.2,28,13.9,16,9.4,6,3.4,12,8.1
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Eligible for Free or Reduced-Price Meals",135,24.0,120,21.4,86,15.4,108,19.7,106,20.7
"Middletown School District","=""0830011""","Moody School","=""0831211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","OASIS","=""0830311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Middletown School District","=""0830011""","STEM - Macdonough","=""0832111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","Eligible for Free or Reduced-Price Meals","*","*","*","*",11,5.4,11,5.3,8,4.1
"Middletown School District","=""0830011""","Spencer School","=""0830111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*",6,6.1
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","Eligible for Free or Reduced-Price Meals",52,15.5,75,23.0,62,18.8,51,16.0,65,21.7
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Eligible for Free or Reduced-Price Meals",9,9.8,7,9.3,10,11.9,10,9.7,13,12.6
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Eligible for Free or Reduced-Price Meals",7,8.0,9,10.7,"*","*",6,7.9,14,18.2
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Eligible for Free or Reduced-Price Meals",99,34.0,81,29.8,83,29.3,65,26.1,64,28.6
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Eligible for Free or Reduced-Price Meals",40,20.9,38,21.1,34,20.6,26,18.8,28,20.6
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","*","*"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Eligible for Free or Reduced-Price Meals",6,7.5,"N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*",8,7.3
"Milford School District","=""0840011""","The Academy","=""0840311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*",11,36.7,"*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Eligible for Free or Reduced-Price Meals",11,6.1,15,8.2,14,8.2,18,11.8,13,8.8
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*",6,7.8,"*","*"
"Monroe School District","=""0850011""","Masuk Alternative Program","=""0850211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Eligible for Free or Reduced-Price Meals",7,6.0,"*","*",9,7.9,8,7.8,"*","*"
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Monroe School District","=""0850011""","REAL","=""0850411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Eligible for Free or Reduced-Price Meals",7,5.0,"*","*",6,3.9,9,6.0,"*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Eligible for Free or Reduced-Price Meals",39,18.8,24,11.0,19,8.6,20,9.3,19,8.2
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Eligible for Free or Reduced-Price Meals",80,36.0,47,20.8,37,16.4,34,14.3,34,15.5
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Eligible for Free or Reduced-Price Meals",9,"*",8,"*",7,"*","*","*","*","*"
"Montville School District","=""0860011""","Pre School Program","=""0860311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","*"
"Naugatuck School District","=""0880011""","Central Avenue School","=""0880111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Eligible for Free or Reduced-Price Meals",96,27.5,69,19.1,62,18.0,45,13.9,50,14.4
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Eligible for Free or Reduced-Price Meals",12,10.8,6,6.1,7,5.7,12,8.7,10,7.1
"Naugatuck School District","=""0880011""","Genesis Academy","=""0880911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",6,"*"
"Naugatuck School District","=""0880011""","Head Start","=""0888111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Eligible for Free or Reduced-Price Meals",36,15.7,24,11.1,18,9.2,13,7.0,19,9.6
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","Eligible for Free or Reduced-Price Meals","*","*","*","*",6,3.6,11,5.6,8,4.6
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","Eligible for Free or Reduced-Price Meals",9,7.2,15,7.3,"*","*","*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Eligible for Free or Reduced-Price Meals",146,26.3,117,19.8,133,21.1,144,23.9,120,21.1
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","Eligible for Free or Reduced-Price Meals","*","*","*","*",8,4.6,7,4.5,"*","*"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","Eligible for Free or Reduced-Price Meals","*","*","*","*",7,6.5,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc Family Academy","=""2800113""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",51,13.0,68,16.6
"New Beginnings Inc., Family Academy District","=""2800013""","New Beginnings Inc., Family Academy","=""2800113""","Eligible for Free or Reduced-Price Meals",46,15.6,82,25.2,78,23.8,"N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Eligible for Free or Reduced-Price Meals",17,30.4,19,33.9,32,56.1,18,27.7,38,53.5
"New Britain School District","=""0890011""","Behavior Support","=""0891011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"New Britain School District","=""0890011""","CLIMB","=""0899411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A","N/A","*"
"New Britain School District","=""0890011""","Chamberlain  Elementary School","=""0890311""","Eligible for Free or Reduced-Price Meals",13,2.9,47,9.6,30,6.5,44,8.9,43,10.3
"New Britain School District","=""0890011""","Frank J. DiLoreto School","=""0891111""","Eligible for Free or Reduced-Price Meals",76,9.7,88,11.7,170,25.3,68,10.4,24,3.8
"New Britain School District","=""0890011""","Gaffney School","=""0890511""","Eligible for Free or Reduced-Price Meals",25,5.9,19,4.1,51,11.6,37,7.6,41,9.8
"New Britain School District","=""0890011""","Hartford Detention Center","=""3480315""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"New Britain School District","=""0890011""","Holmes School","=""0890611""","Eligible for Free or Reduced-Price Meals",16,5.3,17,5.5,16,4.7,11,3.1,"*","*"
"New Britain School District","=""0890011""","House of Arts Letters and Science (HALS)  Academy","=""0895411""","Eligible for Free or Reduced-Price Meals",9,10.0,"*","*","*","*","*","*","N/A","N/A"
"New Britain School District","=""0890011""","Jefferson School","=""0890711""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A",10,2.9
"New Britain School District","=""0890011""","KEY Elementary","=""0891611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","KEY Middle","=""0891711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"New Britain School District","=""0890011""","Lincoln School","=""0890811""","Eligible for Free or Reduced-Price Meals",19,3.5,50,7.9,31,5.3,28,4.5,24,4.2
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Eligible for Free or Reduced-Price Meals",745,41.1,789,41.5,829,43.7,655,32.9,608,33.8
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A",13,24.1,"N/A","N/A",19,34.5
"New Britain School District","=""0890011""","Northend School","=""0890911""","Eligible for Free or Reduced-Price Meals",26,7.9,12,7.6,20,7.5,"N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","Pulaski Middle School","=""0895311""","Eligible for Free or Reduced-Price Meals",163,35.1,164,35.3,128,22.3,206,27.8,161,23.5
"New Britain School District","=""0890011""","Roosevelt Early Learning Center","=""0890111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","Roosevelt Middle School","=""0895111""","Eligible for Free or Reduced-Price Meals",151,34.7,125,30.4,191,50.1,"N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","Satellite Careers Academy","=""0899511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"New Britain School District","=""0890011""","Slade Middle School","=""0895211""","Eligible for Free or Reduced-Price Meals",101,17.0,136,21.3,113,20.2,190,25.8,79,12.4
"New Britain School District","=""0890011""","Smalley Academy","=""0891211""","Eligible for Free or Reduced-Price Meals",176,32.9,136,25.6,79,12.7,80,11.7,97,15.7
"New Britain School District","=""0890011""","Smith School","=""0891311""","Eligible for Free or Reduced-Price Meals",40,7.0,54,8.0,42,6.8,40,6.6,27,5.7
"New Britain School District","=""0890011""","Steps","=""0891811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",15,41.7
"New Britain School District","=""0890011""","Sunrise Intermediate","=""0890411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"New Britain School District","=""0890011""","Sunrise Primary","=""0890211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Britain School District","=""0890011""","Vance School","=""0891511""","Eligible for Free or Reduced-Price Meals",41,8.3,60,10.9,51,11.5,25,5.7,20,4.7
"New Fairfield School District","=""0910011""","Alternative Learning Center","=""0910311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"New Fairfield School District","=""0910011""","Consolidated School","=""0910111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"New Fairfield School District","=""0910011""","Day Alternative Learning Program","=""0910411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"New Fairfield School District","=""0910011""","Meeting House Hill School","=""0910211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Eligible for Free or Reduced-Price Meals",17,16.5,20,20.0,14,13.9,12,13.8,11,16.9
"New Fairfield School District","=""0910011""","New Fairfield Middle School","=""0915211""","Eligible for Free or Reduced-Price Meals","*","*","*","*",7,9.2,"*","*","*","*"
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"New Hartford School District","=""0920011""","Bakerville Consolidated School","=""0920111""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"New Hartford School District","=""0920011""","Bridges II at Ann Antolini School","=""0920411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"New Hartford School District","=""0920011""","New Hartford Elementary School","=""0920211""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","*","*","N/A","*","N/A","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Eligible for Free or Reduced-Price Meals",60,12.5,28,6.3,19,5.4,37,11.6,47,14.5
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Eligible for Free or Reduced-Price Meals",84,20.3,26,6.3,46,12.0,63,22.0,81,23.3
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Eligible for Free or Reduced-Price Meals",48,14.9,44,12.3,35,10.4,38,14.8,41,12.9
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Eligible for Free or Reduced-Price Meals",43,9.6,"*","*",9,2.4,20,7.0,8,2.9
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Eligible for Free or Reduced-Price Meals",25,7.2,"*","*",11,4.2,21,10.4,25,10.4
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Eligible for Free or Reduced-Price Meals",49,11.4,56,12.5,73,21.0,58,19.3,38,14.6
"New Haven School District","=""0930011""","Blake Street Leadership Academy (STEP)","=""0932411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Eligible for Free or Reduced-Price Meals",37,10.2,30,8.3,20,6.7,25,10.2,23,9.8
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Eligible for Free or Reduced-Price Meals",112,22.7,53,11.3,16,3.8,70,18.3,61,15.0
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Eligible for Free or Reduced-Price Meals",14,2.8,33,6.7,"*","*",26,5.9,"N/A","N/A"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Eligible for Free or Reduced-Price Meals",52,10.7,27,5.2,19,3.8,21,5.3,19,4.7
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Eligible for Free or Reduced-Price Meals",59,11.7,34,7.2,14,3.8,21,6.5,35,10.6
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Eligible for Free or Reduced-Price Meals",18,4.1,14,3.3,9,3.1,12,7.1,6,3.1
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*",14,41.2,18,75.0,23,67.6
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Eligible for Free or Reduced-Price Meals",57,14.4,52,14.6,33,9.2,41,15.4,40,14.3
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Eligible for Free or Reduced-Price Meals",38,10.7,32,10.1,23,12.6,31,20.7,34,19.4
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Eligible for Free or Reduced-Price Meals",45,19.9,26,11.8,22,14.3,14,11.2,21,17.4
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Eligible for Free or Reduced-Price Meals",48,8.2,24,4.0,46,7.6,43,7.7,27,5.3
"New Haven School District","=""0930011""","Headstart","=""0938011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Eligible for Free or Reduced-Price Meals",58,25.2,23,12.0,38,20.0,35,17.9,31,17.3
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Eligible for Free or Reduced-Price Meals",38,10.1,16,4.1,44,11.7,46,12.6,51,14.4
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Eligible for Free or Reduced-Price Meals",34,5.7,66,11.5,9,2.0,22,5.0,58,14.1
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible for Free or Reduced-Price Meals",65,39.2,60,41.1,7,4.5,25,19.2,36,27.3
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Eligible for Free or Reduced-Price Meals",200,24.2,94,11.9,91,13.9,46,8.3,67,10.9
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Eligible for Free or Reduced-Price Meals",32,7.6,28,6.6,21,6.4,20,8.3,14,4.8
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Eligible for Free or Reduced-Price Meals",26,5.1,"*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Eligible for Free or Reduced-Price Meals",40,13.7,14,3.8,20,5.5,38,10.2,43,11.1
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Eligible for Free or Reduced-Price Meals",92,18.1,75,14.9,89,21.7,56,17.4,63,20.5
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Eligible for Free or Reduced-Price Meals",22,6.9,18,6.0,54,22.5,36,12.5,29,10.1
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Eligible for Free or Reduced-Price Meals",61,12.1,43,9.1,42,11.7,37,14.6,55,21.8
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Eligible for Free or Reduced-Price Meals",16,5.9,24,9.2,12,5.1,8,3.6,20,9.4
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Multi-Handicapped","=""0934511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Eligible for Free or Reduced-Price Meals",26,5.8,28,6.7,20,7.4,8,4.8,6,3.9
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Eligible for Free or Reduced-Price Meals",35,17.5,20,9.8,25,15.4,6,4.4,"*","*"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",39,55.7,30,41.7
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"New Haven School District","=""0930011""","Off-Campus Classroom Program (OCC)","=""0937311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","N/A","*","N/A","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",14,5.4,"N/A","N/A"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Eligible for Free or Reduced-Price Meals",43,35.5,27,25.7,"*","*",14,17.1,7,10.9
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Eligible for Free or Reduced-Price Meals",62,12.8,45,8.6,38,8.7,74,24.2,82,25.1
"New Haven School District","=""0930011""","Sound School","=""0936711""","Eligible for Free or Reduced-Price Meals",20,9.9,9,5.0,"*","*",17,12.7,11,9.4
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Eligible for Free or Reduced-Price Meals",6,1.9,12,4.0,"N/A","N/A",19,5.6,11,3.8
"New Haven School District","=""0930011""","Truman School","=""0932911""","Eligible for Free or Reduced-Price Meals",46,9.0,25,5.3,16,4.1,7,1.9,8,2.4
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Eligible for Free or Reduced-Price Meals",21,11.1,20,10.3,20,11.2,30,13.9,8,4.6
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Eligible for Free or Reduced-Price Meals",56,15.8,39,11.4,54,17.6,90,32.1,72,25.5
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Eligible for Free or Reduced-Price Meals",222,20.3,274,27.5,207,23.3,85,11.9,93,11.8
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Eligible for Free or Reduced-Price Meals",12,5.0,14,7.0,"*","*","*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Eligible for Free or Reduced-Price Meals",237,40.0,202,36.5,194,40.2,147,27.8,107,19.6
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","Harbor School","=""0950211""","Eligible for Free or Reduced-Price Meals",6,2.1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""","Eligible for Free or Reduced-Price Meals","N/A","N/A",27,5.4,49,9.9,22,4.9,42,9.4
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Eligible for Free or Reduced-Price Meals",35,12.4,73,17.9,75,17.2,92,23.1,36,10.1
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","New London High School","=""0956111""","Eligible for Free or Reduced-Price Meals",267,29.2,219,32.2,214,33.9,219,34.3,235,33.7
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible for Free or Reduced-Price Meals",15,4.5,49,10.9,"*","*",81,19.9,53,14.3
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Eligible for Free or Reduced-Price Meals",56,23.5,57,22.9,69,27.7,64,24.0,55,20.2
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Eligible for Free or Reduced-Price Meals",8,3.9,8,3.6,12,5.0,6,2.6,"*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Eligible for Free or Reduced-Price Meals",17,11.5,24,14.1,23,16.0,17,11.1,34,14.2
