"District","District Code","School","School Code","Special Education Status","Count","%"
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Students with Disabilities","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Students with Disabilities","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Students with Disabilities","*","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Students with Disabilities",16,20.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Students with Disabilities","N/A","N/A"
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Students with Disabilities","N/A","N/A"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Students with Disabilities","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Students with Disabilities","N/A","N/A"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Students with Disabilities","N/A","N/A"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Students with Disabilities","N/A","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Students with Disabilities",35,22.9
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Students with Disabilities",12,8.5
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Students with Disabilities","*","*"
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Students with Disabilities","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Students with Disabilities",18,31.6
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Students with Disabilities",8,17.0
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","Students with Disabilities","N/A","N/A"
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","Students with Disabilities","N/A","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Students with Disabilities",6,17.6
"Avon School District","=""0040011""","Avon High School","=""0046111""","Students with Disabilities",11,9.1
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Students with Disabilities",11,17.2
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Students with Disabilities","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Students with Disabilities","N/A","N/A"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Students with Disabilities","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Students with Disabilities","*","*"
"Barkhamsted School District","=""0050011""","Shared Services Integrated Preschool","=""0058011""","Students with Disabilities","N/A","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Students with Disabilities",22,21.4
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Students with Disabilities",9,12.9
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Students with Disabilities","N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Students with Disabilities","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Students with Disabilities","N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Students with Disabilities","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Students with Disabilities","N/A","N/A"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Students with Disabilities",34,30.1
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Students with Disabilities",17,19.8
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Students with Disabilities","N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Students with Disabilities","N/A","N/A"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Students with Disabilities",8,18.2
"Coventry School District","=""0320011""","Coventry Early Intervention Services","=""0328011""","Students with Disabilities","N/A","N/A"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Students with Disabilities","N/A","N/A"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Students with Disabilities",11,14.3
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Students with Disabilities","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Students with Disabilities",13,24.1
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Students with Disabilities",17,28.3
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Students with Disabilities","N/A","N/A"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Students with Disabilities","*","*"
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Students with Disabilities","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Students with Disabilities","N/A","N/A"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Students with Disabilities",16,11.3
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Students with Disabilities","*","*"
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Students with Disabilities","N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""","Students with Disabilities","*","*"
"Farmington School District","=""0520011""","West District School","=""0520311""","Students with Disabilities","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Students with Disabilities","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Students with Disabilities","*","*"
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Students with Disabilities","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Students with Disabilities","N/A","N/A"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Students with Disabilities","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Students with Disabilities",23,9.8
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Students with Disabilities","N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Students with Disabilities","*","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Students with Disabilities","N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Students with Disabilities","N/A","N/A"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Students with Disabilities",10,9.4
"Hebron School District","=""0670011""","Gilead Hill School","=""0670211""","Students with Disabilities","*","*"
"Hebron School District","=""0670011""","Hebron Elementary School","=""0670111""","Students with Disabilities","*","*"
"Killingly School District","=""0690011""","Goodyear Early Childhood Center","=""0698011""","Students with Disabilities","N/A","N/A"
"Killingly School District","=""0690011""","Killingly Central School","=""0690111""","Students with Disabilities","N/A","N/A"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Students with Disabilities",34,30.4
"Killingly School District","=""0690011""","Killingly Intermediate School","=""0695211""","Students with Disabilities",30,27.8
"Killingly School District","=""0690011""","Killingly Memorial School","=""0690311""","Students with Disabilities","*","*"
"Kent School District","=""0680011""","Kent Center School","=""0680111""","Students with Disabilities","N/A","N/A"
"Lebanon School District","=""0710011""","Lebanon Elementary School","=""0710111""","Students with Disabilities","N/A","N/A"
"Lebanon School District","=""0710011""","Lebanon Middle School","=""0715111""","Students with Disabilities","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Students with Disabilities","*","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Students with Disabilities","N/A","N/A"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Students with Disabilities","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Students with Disabilities","N/A","*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Students with Disabilities",7,6.4
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Students with Disabilities",7,9.0
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Students with Disabilities",46,17.7
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Students with Disabilities","N/A","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Students with Disabilities","N/A","N/A"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Students with Disabilities","N/A","N/A"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Students with Disabilities",6,"*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Students with Disabilities",10,10.5
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Students with Disabilities","N/A","N/A"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Students with Disabilities","N/A","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Students with Disabilities","N/A","N/A"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Students with Disabilities",13,15.7
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Students with Disabilities",38,22.9
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Students with Disabilities",14,16.9
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Students with Disabilities","N/A","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Students with Disabilities","*","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Students with Disabilities","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Students with Disabilities",20,30.3
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Students with Disabilities",15,16.9
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Students with Disabilities","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Students with Disabilities","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Students with Disabilities","*","*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""","Students with Disabilities","N/A","N/A"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","Students with Disabilities","*","*"
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""","Students with Disabilities","*","*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","Students with Disabilities",22,34.4
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","Students with Disabilities",20,17.9
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""","Students with Disabilities","*","*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""","Students with Disabilities",6,6.7
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""","Students with Disabilities",13,14.6
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","Students with Disabilities","*","*"
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""","Students with Disabilities","N/A","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Students with Disabilities","*","*"
"Fairfield School District","=""0510011""","Burr Elementary School","=""0510211""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Dwight Elementary School","=""0510111""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Early Childhood Center","=""0518011""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Students with Disabilities",18,11.4
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Students with Disabilities",17,11.5
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""","Students with Disabilities","*","*"
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""","Students with Disabilities","*","*"
"Fairfield School District","=""0510011""","Jennings School","=""0511711""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","McKinley School","=""0510611""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Mill Hill School","=""0510711""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""","Students with Disabilities","*","*"
"Fairfield School District","=""0510011""","Osborn Hill School","=""0511811""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Riverfield School","=""0511211""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","Students with Disabilities",9,8.1
"Fairfield School District","=""0510011""","Sherman School","=""0511311""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Stratfield School","=""0511411""","Students with Disabilities","N/A","N/A"
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""","Students with Disabilities","*","*"
"Hartland School District","=""0650011""","Hartland School","=""0650111""","Students with Disabilities","N/A","N/A"
"Monroe School District","=""0850011""","Fawn Hollow Elementary School","=""0850511""","Students with Disabilities","N/A","N/A"
"Monroe School District","=""0850011""","Jockey Hollow School","=""0855211""","Students with Disabilities","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Students with Disabilities",10,8.3
"Monroe School District","=""0850011""","Monroe Elementary School","=""0850111""","Students with Disabilities","N/A","N/A"
"Monroe School District","=""0850011""","Stepney Elementary School","=""0850311""","Students with Disabilities","*","*"
"Montville School District","=""0860011""","Dr. Charles E. Murphy School","=""0860711""","Students with Disabilities","*","*"
"Montville School District","=""0860011""","Leonard J. Tyl Middle School","=""0865111""","Students with Disabilities",15,20.0
"Montville School District","=""0860011""","Mohegan School","=""0860111""","Students with Disabilities","N/A","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Students with Disabilities",8,11.4
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Students with Disabilities","*","*"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Students with Disabilities",12,52.2
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Students with Disabilities","N/A","N/A"
"Naugatuck School District","=""0880011""","Central Avenue Preschool","=""0888211""","Students with Disabilities","N/A","N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Students with Disabilities",20,17.4
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Students with Disabilities","*","*"
"Naugatuck School District","=""0880011""","Head Start","=""0888111""","Students with Disabilities","N/A","*"
"Naugatuck School District","=""0880011""","Hillside Intermediate School","=""0880411""","Students with Disabilities",9,16.1
"Naugatuck School District","=""0880011""","Hop Brook Elementary School","=""0880511""","Students with Disabilities","*","*"
"Naugatuck School District","=""0880011""","Maple Hill School","=""0880311""","Students with Disabilities",10,15.6
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Students with Disabilities",58,27.8
"Naugatuck School District","=""0880011""","Salem School","=""0880611""","Students with Disabilities","N/A","N/A"
"Naugatuck School District","=""0880011""","Western School","=""0880711""","Students with Disabilities","*","*"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Students with Disabilities","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Students with Disabilities",30,29.7
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Students with Disabilities",17,20.5
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Students with Disabilities","N/A","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Students with Disabilities","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Students with Disabilities","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Students with Disabilities","N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Students with Disabilities","N/A","N/A"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Students with Disabilities","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Students with Disabilities",22,21.0
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Students with Disabilities",7,9.7
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Students with Disabilities","N/A","N/A"
"Simsbury School District","=""1280011""","Central School","=""1280111""","Students with Disabilities","N/A","N/A"
"Simsbury School District","=""1280011""","Henry James Memorial School","=""1285111""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Students with Disabilities",19,13.3
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","Students with Disabilities","*","*"
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","Students with Disabilities","N/A","N/A"
"Somers School District","=""1290011""","Mabelle B. Avery Middle School","=""1295111""","Students with Disabilities","*","*"
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","Students with Disabilities","N/A","N/A"
"Somers School District","=""1290011""","Somers High School","=""1296111""","Students with Disabilities",13,23.2
"Union School District","=""1450011""","Union Elementary School","=""1450111""","Students with Disabilities","N/A","*"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Students with Disabilities","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Students with Disabilities","*","*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Students with Disabilities",8,13.8
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Students with Disabilities","N/A","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Students with Disabilities","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Students with Disabilities",34,27.6
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Students with Disabilities","*","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Students with Disabilities",23,25.8
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Students with Disabilities","N/A","N/A"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Students with Disabilities","N/A","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Students with Disabilities","N/A","N/A"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Students with Disabilities","*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Students with Disabilities",10,18.5
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Students with Disabilities","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Students with Disabilities","N/A","N/A"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Students with Disabilities","*","*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""","Students with Disabilities","N/A","N/A"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","Students with Disabilities",24,14.5
"Cheshire School District","=""0250011""","Darcey School","=""0250211""","Students with Disabilities","N/A","N/A"
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","Students with Disabilities","*","*"
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""","Students with Disabilities","N/A","N/A"
"Cheshire School District","=""0250011""","Highland School","=""0250411""","Students with Disabilities","N/A","N/A"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""","Students with Disabilities",7,31.8
"Cheshire School District","=""0250011""","Norton School","=""0250511""","Students with Disabilities","N/A","N/A"
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""","Students with Disabilities","*","*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""","Students with Disabilities","*","*"
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""","Students with Disabilities","*","*"
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""","Students with Disabilities",12,20.0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Students with Disabilities",16,18.8
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""","Students with Disabilities","*","*"
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","=""0499011""","Students with Disabilities","N/A","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Students with Disabilities",53,40.2
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""","Students with Disabilities","N/A","N/A"
"Enfield School District","=""0490011""","Head Start Program","=""0498011""","Students with Disabilities","N/A","*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""","Students with Disabilities","*","*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","Students with Disabilities",38,24.7
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""","Students with Disabilities","N/A","N/A"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""","Students with Disabilities",6,9.5
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","Calf Pen Meadow School","=""0840111""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","East Shore Middle School","=""0845111""","Students with Disabilities","*","*"
"Milford School District","=""0840011""","Harborside Middle School","=""0845211""","Students with Disabilities",7,9.3
"Milford School District","=""0840011""","J. F. Kennedy School","=""0841911""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Students with Disabilities",49,32.5
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Students with Disabilities",25,16.3
"Milford School District","=""0840011""","Live Oaks School","=""0841611""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","Mathewson School","=""0841711""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","Meadowside School","=""0840711""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","Orange Avenue School","=""0840811""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","Orchard Hills School","=""0841811""","Students with Disabilities","N/A","N/A"
"Milford School District","=""0840011""","Pumpkin Delight School","=""0841011""","Students with Disabilities","*","*"
"Milford School District","=""0840011""","West Shore Middle School","=""0845311""","Students with Disabilities",11,14.9
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Students with Disabilities","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Students with Disabilities","N/A","N/A"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Students with Disabilities","N/A","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Students with Disabilities",63,39.6
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Students with Disabilities","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Students with Disabilities",10,5.6
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Students with Disabilities",23,19.3
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Students with Disabilities","N/A","N/A"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Students with Disabilities","N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Students with Disabilities","N/A","N/A"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Students with Disabilities",19,16.4
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Students with Disabilities",7,10.9
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""","Students with Disabilities","N/A","N/A"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Students with Disabilities","*","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","Students with Disabilities","N/A","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Students with Disabilities","N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Students with Disabilities","N/A","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","Students with Disabilities","N/A","*"
"Salisbury School District","=""1220011""","SELC","=""1220211""","Students with Disabilities","*","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","Students with Disabilities","*","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","Students with Disabilities","*","*"
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","Students with Disabilities","*","*"
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Students with Disabilities",17,28.3
"Seymour School District","=""1240011""","Seymour Middle School","=""1245111""","Students with Disabilities",19,25.0
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","Students with Disabilities","N/A","N/A"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","Students with Disabilities","*","*"
"Shelton School District","=""1260011""","Booth Hill School","=""1261011""","Students with Disabilities","N/A","N/A"
"Shelton School District","=""1260011""","Elizabeth Shelton School","=""1260511""","Students with Disabilities","N/A","N/A"
"Shelton School District","=""1260011""","Intermediate School","=""1265111""","Students with Disabilities",15,15.8
"Shelton School District","=""1260011""","Long Hill School","=""1260811""","Students with Disabilities","N/A","N/A"
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","Students with Disabilities","*","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","Students with Disabilities",6,4.8
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Students with Disabilities",46,31.7
"Shelton School District","=""1260011""","Sunnyside School","=""1260611""","Students with Disabilities","N/A","N/A"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","Students with Disabilities","N/A","N/A"
"Torrington School District","=""1430011""","East School","=""1430111""","Students with Disabilities","N/A","N/A"
"Torrington School District","=""1430011""","Forbes School","=""1430211""","Students with Disabilities",8,11.8
"Torrington School District","=""1430011""","Southwest School","=""1430811""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Torringford School","=""1430911""","Students with Disabilities","*","*"
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Students with Disabilities",56,32.7
"Torrington School District","=""1430011""","Torrington Middle School","=""1435111""","Students with Disabilities",47,23.4
"Torrington School District","=""1430011""","Vogel-Wetmore School","=""1431311""","Students with Disabilities",6,6.5
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Daniels Farm School","=""1440811""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Frenchtown Elementary School","=""1441011""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Hillcrest Middle School","=""1445211""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Jane Ryan School","=""1440411""","Students with Disabilities","N/A","N/A"
"Trumbull School District","=""1440011""","Madison Middle School","=""1445111""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Middlebrook School","=""1440311""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Tashua School","=""1440911""","Students with Disabilities","*","*"
"Trumbull School District","=""1440011""","Trumbull Early Childhood Education Center","=""1448011""","Students with Disabilities","N/A","N/A"
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""","Students with Disabilities",18,11.0
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Students with Disabilities",10,11.0
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","Students with Disabilities","N/A","N/A"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Students with Disabilities","N/A","N/A"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Students with Disabilities",15,15.3
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Students with Disabilities","N/A","N/A"
