"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Count","%"
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","Eligible for Free or Reduced-Price Meals",11,18.0
"Regional School District 17","=""2170012""","Killingworth Elementary School","=""2170312""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","Eligible for Free or Reduced-Price Meals",12,5.8
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","Eligible for Free or Reduced-Price Meals",37,21.9
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","Eligible for Free or Reduced-Price Meals",13,6.8
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Eligible for Free or Reduced-Price Meals",164,30.7
"Middletown School District","=""0830011""","Moody School","=""0831211""","Eligible for Free or Reduced-Price Meals",6,7.2
"Middletown School District","=""0830011""","Snow School","=""0831111""","Eligible for Free or Reduced-Price Meals",6,4.0
"Middletown School District","=""0830011""","Spencer School","=""0830111""","Eligible for Free or Reduced-Price Meals","*","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","Eligible for Free or Reduced-Price Meals",69,21.1
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Eligible for Free or Reduced-Price Meals",211,38.2
"New London School District","=""0950011""","Harbor School","=""0950211""","Eligible for Free or Reduced-Price Meals",9,3.4
"New London School District","=""0950011""","Jennings School","=""0950311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New London School District","=""0950011""","Natha Hale Magnet Elementary School for the Performing &amp; Visual Arts","=""0950911""","Eligible for Free or Reduced-Price Meals",25,11.0
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","Eligible for Free or Reduced-Price Meals","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Eligible for Free or Reduced-Price Meals",310,35.2
"New London School District","=""0950011""","Shoreline Academy","=""0950511""","Eligible for Free or Reduced-Price Meals",13,13.7
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Eligible for Free or Reduced-Price Meals",54,26.1
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","Eligible for Free or Reduced-Price Meals",19,4.7
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Eligible for Free or Reduced-Price Meals",37,25.3
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","Eligible for Free or Reduced-Price Meals",48,30.2
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","East Ridge Middle School","=""1185111""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Eligible for Free or Reduced-Price Meals","*","*"
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Scotts Ridge Middle School","=""1185211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","Eligible for Free or Reduced-Price Meals","*","*"
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Suffield School District","=""1390011""","McAlister Intermediate School","=""1390311""","Eligible for Free or Reduced-Price Meals","*","*"
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Eligible for Free or Reduced-Price Meals",27,30.0
"Suffield School District","=""1390011""","Suffield Middle School","=""1395111""","Eligible for Free or Reduced-Price Meals",9,12.5
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Thomaston School District","=""1400011""","Thomaston Center School","=""1400211""","Eligible for Free or Reduced-Price Meals","*","*"
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Eligible for Free or Reduced-Price Meals",28,24.6
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","Eligible for Free or Reduced-Price Meals","*","*"
"Thompson School District","=""1410011""","Thompson Middle School","=""1415111""","Eligible for Free or Reduced-Price Meals",19,14.7
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Eligible for Free or Reduced-Price Meals",9,12.5
"West Hartford School District","=""1550011""","Achieve","=""1559111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Eligible for Free or Reduced-Price Meals","*","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","Eligible for Free or Reduced-Price Meals","*","*"
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Eligible for Free or Reduced-Price Meals",10,6.9
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Eligible for Free or Reduced-Price Meals",80,21.6
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Eligible for Free or Reduced-Price Meals",68,24.1
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","Eligible for Free or Reduced-Price Meals",31,20.8
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Eligible for Free or Reduced-Price Meals","*","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","Eligible for Free or Reduced-Price Meals",42,18.3
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Eligible for Free or Reduced-Price Meals","*","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","Eligible for Free or Reduced-Price Meals",7,21.9
"Regional School District 12","=""2120012""","Shepaug Valley Middle School","=""2125112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 13","=""2130012""","Francis E. Korn School","=""2130212""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 13","=""2130012""","Frank Ward Strong School","=""2135112""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 13","=""2130012""","Frederick Brewster School","=""2130112""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 13","=""2130012""","John Lyman School","=""2130512""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""","Eligible for Free or Reduced-Price Meals",10,18.2
"Regional School District 14","=""2140012""","Woodbury Middle School","=""2145112""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Eligible for Free or Reduced-Price Meals",8,2.5
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Eligible for Free or Reduced-Price Meals",34,5.9
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Eligible for Free or Reduced-Price Meals",307,42.1
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Eligible for Free or Reduced-Price Meals",8,2.6
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Eligible for Free or Reduced-Price Meals",99,24.2
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Eligible for Free or Reduced-Price Meals",42,9.4
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","Eligible for Free or Reduced-Price Meals",211,43.2
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Eligible for Free or Reduced-Price Meals","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Eligible for Free or Reduced-Price Meals",292,41.7
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","Eligible for Free or Reduced-Price Meals",25,6.1
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","Eligible for Free or Reduced-Price Meals","*","*"
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","Eligible for Free or Reduced-Price Meals",268,40.9
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Eligible for Free or Reduced-Price Meals",51,11.0
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Eligible for Free or Reduced-Price Meals",27,6.9
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Eligible for Free or Reduced-Price Meals",63,17.7
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Eligible for Free or Reduced-Price Meals",42,10.2
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Eligible for Free or Reduced-Price Meals",44,12.3
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Eligible for Free or Reduced-Price Meals",33,8.2
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Eligible for Free or Reduced-Price Meals",41,10.8
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Eligible for Free or Reduced-Price Meals",46,9.6
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Eligible for Free or Reduced-Price Meals","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Eligible for Free or Reduced-Price Meals",31,6.0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Eligible for Free or Reduced-Price Meals",39,9.1
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Eligible for Free or Reduced-Price Meals",8,2.0
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Eligible for Free or Reduced-Price Meals",45,11.5
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Eligible for Free or Reduced-Price Meals",24,6.6
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Eligible for Free or Reduced-Price Meals",32,22.1
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Eligible for Free or Reduced-Price Meals",37,7.5
"New Haven School District","=""0930011""","Headstart","=""0938011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Eligible for Free or Reduced-Price Meals",41,18.6
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Eligible for Free or Reduced-Price Meals",50,14.2
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Eligible for Free or Reduced-Price Meals",32,6.8
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible for Free or Reduced-Price Meals",58,37.7
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Eligible for Free or Reduced-Price Meals",212,25.1
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Eligible for Free or Reduced-Price Meals",11,2.5
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Eligible for Free or Reduced-Price Meals",30,6.0
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Eligible for Free or Reduced-Price Meals",59,20.3
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Eligible for Free or Reduced-Price Meals",76,16.1
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Eligible for Free or Reduced-Price Meals",27,9.8
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Eligible for Free or Reduced-Price Meals",53,10.7
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Eligible for Free or Reduced-Price Meals",30,13.6
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Eligible for Free or Reduced-Price Meals",22,5.9
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Eligible for Free or Reduced-Price Meals",36,21.2
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Eligible for Free or Reduced-Price Meals",41,29.3
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Eligible for Free or Reduced-Price Meals",68,16.0
"New Haven School District","=""0930011""","Sound School","=""0936711""","Eligible for Free or Reduced-Price Meals","*","*"
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Eligible for Free or Reduced-Price Meals",29,5.6
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Eligible for Free or Reduced-Price Meals",21,11.0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Eligible for Free or Reduced-Price Meals",51,14.9
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Eligible for Free or Reduced-Price Meals",276,24.5
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Eligible for Free or Reduced-Price Meals",7,3.3
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Eligible for Free or Reduced-Price Meals",18,12.5
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Eligible for Free or Reduced-Price Meals",30,18.5
"Newington School District","=""0940011""","Newington High School","=""0946111""","Eligible for Free or Reduced-Price Meals",57,22.4
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","Eligible for Free or Reduced-Price Meals",25,18.8
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","Eligible for Free or Reduced-Price Meals","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Eligible for Free or Reduced-Price Meals",36,24.8
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Eligible for Free or Reduced-Price Meals",15,30.6
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Valley View School","=""1130211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","Eligible for Free or Reduced-Price Meals",6,25.0
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Eligible for Free or Reduced-Price Meals",81,21.0
"Stratford School District","=""1380011""","Chapel School","=""1380311""","Eligible for Free or Reduced-Price Meals",13,6.0
"Stratford School District","=""1380011""","David Wooster Middle School","=""1385211""","Eligible for Free or Reduced-Price Meals",71,26.2
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","Eligible for Free or Reduced-Price Meals",11,4.9
"Stratford School District","=""1380011""","Franklin School","=""1380411""","Eligible for Free or Reduced-Price Meals",12,5.2
"Stratford School District","=""1380011""","Harry B. Flood Middle School","=""1385311""","Eligible for Free or Reduced-Price Meals",45,18.9
"Stratford School District","=""1380011""","Honeyspot School","=""1381611""","Eligible for Free or Reduced-Price Meals","*","*"
"Stratford School District","=""1380011""","Lordship School","=""1380811""","Eligible for Free or Reduced-Price Meals",9,8.0
"Stratford School District","=""1380011""","Nichols School","=""1380911""","Eligible for Free or Reduced-Price Meals",14,6.4
"Stratford School District","=""1380011""","Second Hill Lane School","=""1381011""","Eligible for Free or Reduced-Price Meals",14,4.7
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","Eligible for Free or Reduced-Price Meals","*","*"
"Stratford School District","=""1380011""","Stratford Academy - Johnson House","=""1381511""","Eligible for Free or Reduced-Price Meals","*","*"
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Eligible for Free or Reduced-Price Meals",82,21.2
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Stratford School District","=""1380011""","Wilcoxson School","=""1381411""","Eligible for Free or Reduced-Price Meals","*","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Eligible for Free or Reduced-Price Meals",7,11.9
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","Eligible for Free or Reduced-Price Meals","*","*"
"Watertown School District","=""1530011""","Polk School","=""1530411""","Eligible for Free or Reduced-Price Meals",6,6.3
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","Eligible for Free or Reduced-Price Meals",40,27.2
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Eligible for Free or Reduced-Price Meals",55,31.3
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Eligible for Free or Reduced-Price Meals","*","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","Eligible for Free or Reduced-Price Meals",7,17.9
"Regional School District 07","=""2070012""","AIM","=""2079112""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 07","=""2070012""","FLEX","=""2079012""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 07","=""2070012""","Intensive Learning Program","=""2079412""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 07","=""2070012""","LINKS","=""2079212""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 07","=""2070012""","Northwestern Regional Middle School","=""2075112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 07","=""2070012""","STEP","=""2079312""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""","Eligible for Free or Reduced-Price Meals",28,28.6
"Regional School District 08","=""2080012""","RHAM Middle School","=""2085112""","Eligible for Free or Reduced-Price Meals","*","*"
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","Eligible for Free or Reduced-Price Meals",6,11.8
"Regional School District 10","=""2100012""","Harwinton Consolidated School","=""2100312""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 10","=""2100012""","Lake Garda Elementary School","=""2100212""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""","Eligible for Free or Reduced-Price Meals",7,19.4
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","Eligible for Free or Reduced-Price Meals",16,20.5
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","Eligible for Free or Reduced-Price Meals",163,30.1
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""","Eligible for Free or Reduced-Price Meals",132,22.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","Eligible for Free or Reduced-Price Meals",97,25.1
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","Eligible for Free or Reduced-Price Meals",244,56.2
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Eligible for Free or Reduced-Price Meals",68,23.4
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Eligible for Free or Reduced-Price Meals",57,33.5
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Eligible for Free or Reduced-Price Meals",70,23.4
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Eligible for Free or Reduced-Price Meals",35,21.6
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Eligible for Free or Reduced-Price Meals",62,23.8
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Eligible for Free or Reduced-Price Meals",78,31.8
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Eligible for Free or Reduced-Price Meals",38,17.4
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Eligible for Free or Reduced-Price Meals",38,27.0
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Eligible for Free or Reduced-Price Meals",121,36.7
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Eligible for Free or Reduced-Price Meals",60,39.0
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Eligible for Free or Reduced-Price Meals",40,11.6
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Eligible for Free or Reduced-Price Meals",37,19.1
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Eligible for Free or Reduced-Price Meals","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Eligible for Free or Reduced-Price Meals",140,27.0
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","Eligible for Free or Reduced-Price Meals",27,23.1
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""","Eligible for Free or Reduced-Price Meals",13,15.5
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""","Eligible for Free or Reduced-Price Meals","*","*"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Eligible for Free or Reduced-Price Meals",10,7.3
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Eligible for Free or Reduced-Price Meals","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","Eligible for Free or Reduced-Price Meals",7,13.2
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Eligible for Free or Reduced-Price Meals","*","*"
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","Eligible for Free or Reduced-Price Meals",44,17.6
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Eligible for Free or Reduced-Price Meals",53,21.5
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","Eligible for Free or Reduced-Price Meals",32,17.5
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","Eligible for Free or Reduced-Price Meals","*","*"
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","Eligible for Free or Reduced-Price Meals","*","*"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","Eligible for Free or Reduced-Price Meals","*","*"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","Eligible for Free or Reduced-Price Meals","*","*"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","Eligible for Free or Reduced-Price Meals",23,15.6
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Eligible for Free or Reduced-Price Meals",31,15.7
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","Eligible for Free or Reduced-Price Meals",17,10.6
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","Eligible for Free or Reduced-Price Meals","*","*"
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","Eligible for Free or Reduced-Price Meals",9,12.2
