school_code,district_code,school,type,district,street,city,state,zip,phone,fax,website,education_program,program_type,inter_district_magnet,pre_kindergarten,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12
340611,0340011,Morris Street School,Public Schools,Danbury School District,28 Morris St.,Danbury,CT,06810,203-797-4809,,www.danbury.k12.ct.us/elemweb/msweb/index.htm,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340811,0340011,Park Avenue School,Public Schools,Danbury School District,82 Park Ave.,Danbury,CT,06810-7630,203-797-4763,,www.danbury.k12.ct.us/elemweb/PAweb/index.htm,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341511,0340011,Pembroke School,Public Schools,Danbury School District,34 1/2 Pembroke Rd.,Danbury,CT,06811-2956,203-797-4751,,www.danbury.k12.ct.us/elemweb/PEweb/index.htm,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345211,0340011,Rogers Park Middle School,Public Schools,Danbury School District,21 Memorial Dr.,Danbury,CT,06810-8005,203-797-4881,,www.danbury.k12.ct.us/midweb/rpms/index.htm,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
341211,0340011,Shelter Rock School,Public Schools,Danbury School District,2 Crows Nest Rd.,Danbury,CT,06810-7056,203-797-4777,,www.danbury.k12.ct.us/elemweb/srweb/index.htm,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341011,0340011,South Street School,Public Schools,Danbury School District,129 South St.,Danbury,CT,06810-8039,203-797-4787,,www.danbury.k12.ct.us/elemweb/sssweb/index.htm,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341611,0340011,Stadley Rough School,Public Schools,Danbury School District,25 Karen Rd.,Danbury,CT,06811-3218,203-797-4773,,www.danbury.k12.ct.us/elemweb/strweb/index.html,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341911,0340011,Western CT Academy of International Studies Elementary Magnet School,Public Schools,Danbury School District,201 University Blvd.,Danbury,CT,06810,203-778-7462,,,,,Yes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340711,0340011,Western Connection,Program,Danbury School District,181 White Street,Danbury,CT,06810,203-837-8218,,www.,,Transition Community-Based,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
340311,0340011,Westside Middle School Academy,Public Schools,Danbury School District,1 School Ridge Road,Danbury,CT,06811,203-797-4713,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
356111,0350011,Darien High School,Public Schools,Darien School District,80 High School Ln.,Darien,CT,06820-3399,203-655-3981,,www.darienps.org/dhs/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
350011,0350011,Darien School District,Public School Districts,Darien School District,"2 Renshaw Road, Box 1167",Darien,CT,06820,203-656-7400,,www.darienps.org,,,,,,,,,,,,,,,,,
350211,0350011,Hindley Elementary School,Public Schools,Darien School District,10 Nearwater Ln.,Darien,CT,06820-5698,203-655-1323,,www.darienps.org/hindley/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350711,0350011,Holmes Elementary School,Public Schools,Darien School District,18 Hoyt St.,Darien,CT,06820-3115,203-353-4371,,www.darienps.org/holmes/,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355111,0350011,Middlesex Middle School,Public Schools,Darien School District,204 Hollow Tree Ridge Rd.,Darien,CT,06820-4023,203-655-2518,,www.darienps.org/middlesex/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
351311,0350011,Ox Ridge Elementary School,Public Schools,Darien School District,395 Mansfield Ave.,Darien,CT,06820-2113,203-655-2579,,www.darienps.org/oxridge/,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350511,0350011,Royle Elementary School,Public Schools,Darien School District,133 Mansfield Ave.,Darien,CT,06820-3525,203-655-0044,,www.darienps.org/royle/,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350611,0350011,Tokeneke Elementary School,Public Schools,Darien School District,7 Old Farm Rd.,Darien,CT,06820-6113,203-655-9666,,www.darienps.org/tokeneke/,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360111,0360011,Deep River Elementary School,Public Schools,Deep River School District,12 River St.,Deep River,CT,06417-1921,860-526-5319,,www.reg4.k12.ct.us,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
360011,0360011,Deep River School District,Public School Districts,Deep River School District,1 Winthrop Road,Deep River,CT,06417,860-526-2417,,www.region4schools.com,,,,,,,,,,,,,,,,,
3370615,3370015,Capitol Region Mental Health Center,State Agency Facilities,Department of Mental Health and Addiction Services,500 Vine St.,Hartford,CT,06112,860-262-7009,860-262-7022,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3370415,3370015,Connecticut Mental Health Center,State Agency Facilities,Department of Mental Health and Addiction Services,34 Park St.,New Haven,CT,06790,860-262-7009,860-262-7022,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3370215,3370015,Connecticut Valley Hospital,State Agency Facilities,Department of Mental Health and Addiction Services,1000 Silver St.,Middletown,CT,06457,860-262-7009,860-262-7022,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3370015,3370015,Department of Mental Health and Addiction Services,State Agencies,Department of Mental Health and Addiction Services,"410 Capitol Avenue, Box 341431",Hartford,CT,06134,860-262-7009,860-262-7022,,,,,,,,,,,,,,,,,,
3370515,3370015,Greater Bridgeport Community Mental Health Center,State Agency Facilities,Department of Mental Health and Addiction Services,1635 Central Ave.,Bridgeport,CT,06610,860-262-7009,860-262-7022,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3370815,3370015,River Valley Services,State Agency Facilities,Department of Mental Health and Addiction Services,"Leak Hall, Silver Street, P.O. Box 351",Middletown,CT,06457,860-262-7009,860-262-7022,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3370715,3370015,Southeast Mental Health Authority,State Agency Facilities,Department of Mental Health and Addiction Services,401 West Thames St.,Norwich,CT,06360,860-262-7009,860-262-7022,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3510015,3510015,Department of Rehabilitation Services,State Agencies,Department of Rehabilitation Services,55 Farmington Avenue,Hartford,CT,06105,860-424-4818,,www.ct.gov/dors/site/default.asp,,,,,,,,,,,,,,,,,
3320015,3320015,Department of Social Services,State Agencies,Department of Social Services,25 Sigourney Street,Hartford,CT,06106,860-424-5129,,www.dss.state.ct.us,,,,,,,,,,,,,,,,,
370611,0370011,Bradley School,Public Schools,Derby School District,155 David Humphreys Rd.,Derby,CT,06418-2299,203-736-5040,,https://www.derbyps.org/page.cfm?p5,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376111,0370011,Derby High School,Public Schools,Derby School District,75 Chatfield Street,Derby,CT,06418,203-736-5032,,https://www.derbyps.org/page.cfm?p4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
375011,0370011,Derby Middle School,Public Schools,Derby School District,73 Chatfield Street,Derby,CT,06418,203-736-1426,,https://www.derbyps.org/page.cfm?p4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
370011,0370011,Derby School District,Public School Districts,Derby School District,35 Fifth Street,Derby,CT,06418,203-736-5027,,www.derbyps.org/,,,,,,,,,,,,,,,,,
370411,0370011,Irving School,Public Schools,Derby School District,9 Garden Place,Derby,CT,06418-1416,203-736-5043,,https://www.derbyps.org/page.cfm?p6,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370111,0370011,Little Raiders University,Public Schools,Derby School District,75 Chatfield Street,Derby,CT,06418,203-446-4224,203-736-5035,www.derbyps.org,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370511,0370011,RAISE Academy,Program,Derby School District,75 Chatfield Street,Derby,CT,06418,203-736-5032,203-736-5030,www.derbyps.org,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
400111,0400011,Allgrove School,Public Schools,East Granby School District,33 Turkey Hills Rd.,East Granby,CT,06026-9570,860-653-2505,,www.eastgranby.k12.ct.us,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406111,0400011,East Granby High School,Public Schools,East Granby School District,95 South Main St.,East Granby,CT,06026-9550,860-653-2541,,www.eastgranby.k12.ct.us,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
405111,0400011,East Granby Middle School,Public Schools,East Granby School District,95 South Main St.,East Granby,CT,06026-9550,860-653-7113,,www.eastgranby.k12.ct.us,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
400011,0400011,East Granby School District,Public School Districts,East Granby School District,"33 Turkey Hill Road, Box 674",East Granby,CT,06026,860-653-6486,,www.eastgranby.k12.ct.us,,,,,,,,,,,,,,,,,
400211,0400011,R. Dudley Seymour School,Public Schools,East Granby School District,185 Hartford Ave.,East Granby,CT,06026-9520,860-653-7214,,www.eastgranby.k12.ct.us,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410111,0410011,East Haddam Elementary School,Public Schools,East Haddam School District,45 Joe Williams Rd.,Moodus,CT,06469-0425,860-873-5076,860-873-5155,www.easthaddamschools.org/ehes/,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410211,0410011,East Haddam RAYS,Program,East Haddam School District,45 Joe Williams Road,Moodus,CT,06469,860-873-5076,860-873-5155,www.easthaddamschools.org/ehes/,,Special Education,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
410011,0410011,East Haddam School District,Public School Districts,East Haddam School District,"Box 401, 26 Plains Road",Moodus,CT,06469,860-873-5090,,www.easthaddamschools.org,,,,,,,,,,,,,,,,,
416111,0410011,Nathan Hale-Ray High School,Public Schools,East Haddam School District,"15 School Drive, P.O. Box 404",Moodus,CT,06469-0404,860-873-5065,860-873-5074,www.easthaddamschools.org/nhrhs/,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
415111,0410011,Nathan Hale-Ray Middle School,Public Schools,East Haddam School District,73 Clark Gates Rd.,Moodus,CT,06469-0363,860-873-5081,860-873-5086,www.easthaddamschools.org/nhrms/,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
420311,0420011,Center School,Public Schools,East Hampton School District,7 Summit St.,East Hampton,CT,06424-1298,860-365-4050,,www.easthamptonct.org,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426111,0420011,East Hampton High School,Public Schools,East Hampton School District,15 North Maple St.,East Hampton,CT,06424-1064,860-365-4030,,www.easthamptonct.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
425111,0420011,East Hampton Middle School,Public Schools,East Hampton School District,19 Childs Rd.,East Hampton,CT,06424-1709,860-365-4060,,www.easthamptonct.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
420011,0420011,East Hampton School District,Public School Districts,East Hampton School District,94 Main Street,East Hampton,CT,06424,860-365-4000,,www.easthamptonct.org,,,,,,,,,,,,,,,,,
420111,0420011,Memorial School,Public Schools,East Hampton School District,20 Smith St.,East Hampton,CT,06424-1698,860-365-4020,,www.easthamptonct.org,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429011,0420011,The Learning Center at East Hampton,Program,East Hampton School District,55 Main St.,East Hampton,CT,06424,860-365-4071,,www.easthamptonct.org,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
430911,0430011,Anna E. Norris School,Public Schools,East Hartford School District,40 Remington Rd.,East Hartford,CT,06108-4010,860-622-5740,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436311,0430011,Connecticut IB Academy,Public Schools,East Hartford School District,857 Forbes St.,East Hartford,CT,06118,860-622-5590,,,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
430611,0430011,Dr. Franklin H. Mayberry School,Public Schools,East Hartford School District,101 Great Hill Rd.,East Hartford,CT,06108-2833,860-622-5720,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
432211,0430011,Dr. John A. Langford School,Public Schools,East Hartford School District,61 Alps Dr.,East Hartford,CT,06108-1402,860-622-5700,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431011,0430011,Dr. Thomas S. O'Connell School,Public Schools,East Hartford School District,301 May Rd.,East Hartford,CT,06118-3434,860-622-5460,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
430117,0430011,East Hartford Adult Education,Adult Education Providers,East Hartford School District,869 Forbes Street,East Hartford,CT,06118,860-622-5235,860-622-5288,www.easthartford.org,,,,,,,,,,,,,,,,,
436211,0430011,East Hartford High School,Public Schools,East Hartford School District,869 Forbes St.,East Hartford,CT,06118-1921,860-622-5200,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
435111,0430011,East Hartford Middle School,Public Schools,East Hartford School District,777 Burnside Ave.,East Hartford,CT,06108-2705,860-622-5600,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
430011,0430011,East Hartford School District,Public School Districts,East Hartford School District,1110 Main Street,East Hartford,CT,06108,860-622-5101,,www.easthartford.org/,,,,,,,,,,,,,,,,,
430217,0430011,East Hartford/Lv,Adult Education Providers,East Hartford School District,656 Burnside Avenue,East Hartford,CT,06108,860-233-3853,860-236-1640,www.lvgh.org,,,,,,,,,,,,,,,,,
432011,0430011,Governor William Pitkin School,Public Schools,East Hartford School District,330 Hills St.,East Hartford,CT,06118-2910,860-622-5480,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430211,0430011,Hockanum Pre-K,Program,East Hartford School District,191 Main Street,East Hartford,CT,06118,860-622-5440,,www.,,Pre-Kindergarten,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430511,0430011,Hockanum School,Public Schools,East Hartford School District,191 Main St.,East Hartford,CT,06118,860-622-5440,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430411,0430011,Joseph O. Goodwin School,Public Schools,East Hartford School District,1235 Forbes St.,East Hartford,CT,06118-2803,860-622-5420,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431811,0430011,Robert J. O'Brien School,Public Schools,East Hartford School District,52 Farm Dr.,East Hartford,CT,06108-1211,860-622-5760,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431211,0430011,Silver Lane School,Public Schools,East Hartford School District,15 Mercer Ave.,East Hartford,CT,06118-1517,860-622-5500,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436411,0430011,Stevens Alternate High School,Public Schools,East Hartford School District,40 Butternut Dr.,East Hartford,CT,06118,860-622-5999,,www.,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
432411,0430011,Sunset Ridge School Elementary Academy for Arts and World Languages,Public Schools,East Hartford School District,450 Forbes St.,East Hartford,CT,06118,860-622-5800,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
439011,0430011,Woodland School,Program,East Hartford School District,110 Long Hill Dr.,East Hartford,CT,06108-1716,860-622-5900,,,,Alternative,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
441711,0440011,Carbone School/East Haven Academy,Public Schools,East Haven School District,200 Tyler St.,East Haven,CT,06512,203-468-3219,,www.east-haven.k12.ct.us/eha/index.html,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
440111,0440011,Deer Run School,Public Schools,East Haven School District,311 Foxon Rd.,East Haven,CT,06512-1449,203-468-3324,,www.east-haven.k12.ct.us/deerrun/index.html,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441311,0440011,Dominick H. Ferrara School,Public Schools,East Haven School District,22 Maynard Rd.,East Haven,CT,06512-1299,203-468-3318,,www.east-haven.k12.ct.us/ferrara/index.html,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440117,0440011,East Haven Adult Education,Adult Education Providers,East Haven School District,35 Wheelbarrow Lane,EAST Haven,CT,06512,203-468-3795,203-468-3797,www.mail.east-haven.k12.ct.us,,,,,,,,,,,,,,,,,
446111,0440011,East Haven High School,Public Schools,East Haven School District,35 Wheelbarrow Ln.,East Haven,CT,06513,203-468-3254,,www.east-haven.k12.ct.us/ehhs/index.html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
440011,0440011,East Haven School District,Public School Districts,East Haven School District,35 Wheelbarrow Lane,East Haven,CT,06513,203-468-3261,,www.east-haven.k12.ct.us,,,,,,,,,,,,,,,,,
441011,0440011,Grove J. Tuttle School,Public Schools,East Haven School District,108 Prospect St.,East Haven,CT,06512-3307,203-468-3315,,www.east-haven.k12.ct.us/tuttle/index.html,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445111,0440011,Joseph Melillo Middle School,Public Schools,East Haven School District,67 Hudson St.,East Haven,CT,06512-1524,203-468-3227,,www.east-haven.k12.ct.us/jmms/index.html,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
440711,0440011,Momauguin School,Public Schools,East Haven School District,99 Cosey Beach Rd.,East Haven,CT,06512-1449,203-468-3321,,www.east-haven.k12.ct.us/momauguin/index.html,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441811,0440011,Overbrook Elementary School,Public Schools,East Haven School District,54 Gerrish Ave.,East Haven,CT,06512,203-468-3305,,www.east-haven.k12.ct.us/dcmoore/index.html,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450511,0450011,Abilities in Motion (AIM) Program,Program,East Lyme School District,31 Society Rd,Niantic,CT,06357,860-739-2751,,,,Transition Community-Based,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450611,0450011,Coastal Connections,Program,East Lyme School District,315 Flanders Rd,East Lyme,CT,06333,860-691-4424,,,,Alternative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
456111,0450011,East Lyme High School,Public Schools,East Lyme School District,30 Chesterfield Rd.,East Lyme,CT,06333-1244,860-739-6946,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
455111,0450011,East Lyme Middle School,Public Schools,East Lyme School District,31 Society Rd.,Niantic,CT,06357,860-739-4491,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
450011,0450011,East Lyme School District,Public School Districts,East Lyme School District,165 Boston Post Road,East Lyme,CT,06333,860-739-3966,,www.eastlymeschools.org/,,,,,,,,,,,,,,,,,
450111,0450011,Flanders School,Public Schools,East Lyme School District,167 Boston Post Rd.,East Lyme,CT,06333,860-739-8475,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458011,0450011,Integrated Preschool,Program,East Lyme School District,29 Society Rd.,Niantic,CT,06357-1107,860-739-2922,,www.eastlymeschools.org/,,Pre-Kindergarten,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450411,0450011,Lillie B. Haynes School,Public Schools,East Lyme School District,29 Society Rd.,Niantic,CT,06357-1107,860-739-2922,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450711,0450011,Medically Fragile Program (WAVES),Program,East Lyme School District,31 Society Rd,Niantic,CT,06357,860-739-3966 x5611,860-691-4556,www.eastlymeschools.org/,,Special Education,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
450211,0450011,Niantic Center School,Public Schools,East Lyme School District,7 West Main St.,Niantic,CT,06357-2319,860-739-3961,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470111,0470011,Broad Brook Elementary School,Public Schools,East Windsor School District,14 Rye St.,East Windsor,CT,06016-9552,860-623-2433,,eastwindsork12.org,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476111,0470011,East Windsor High School,Public Schools,East Windsor School District,76 South Main St.,East Windsor,CT,06088-9741,860-623-3361,,eastwindsork12.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
475411,0470011,East Windsor Middle School,Public Schools,East Windsor School District,38 Main St.,Broad Brook,CT,06016-9602,860-623-4488,,eastwindsork12.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
470011,0470011,East Windsor School District,Public School Districts,East Windsor School District,70 South Main Street,East Windsor,CT,06088,860-623-3346,,www.eastwindsork12.org,,,,,,,,,,,,,,,,,
470411,0470011,East Windsor Transition Program,Program,East Windsor School District,76 South Main Street,East Windsor,CT,06088,860-623-3361 x7327,,www.eastwindsork12.org,,Public School-Based Transition Program,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2536014,2530014,Arts at the Capitol Theater Magnet School (ACT),Regional Education Service Center Schools,Eastern Connecticut Regional Educational Service Center (EASTCONN),896 Main Street,Willimantic,CT,06226,860-465-5636,860-465-8115,,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2530117,2530014,EastConn Adult Education,Adult Education Providers,Eastern Connecticut Regional Educational Service Center (EASTCONN),376 Hartford Turnpike,Hampton,CT,06247,860-455-1562,860-455-8026,www.eastconn.org,,,,,,,,,,,,,,,,,
2539014,2530014,EastConn Special Education,Program,Eastern Connecticut Regional Educational Service Center (EASTCONN),376 Hartford Turnpike,Hampton,CT,06247,860-455-0707,860-455-8026,,,Special Education,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2530014,2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),Regional Education Service Center School Districts,Eastern Connecticut Regional Educational Service Center (EASTCONN),376 Hartford Turnpike,Hampton,CT,06247,860-455-0707,,,,,,,,,,,,,,,,,,,
2536114,2530014,Quinebaug Middle College,Regional Education Service Center Schools,Eastern Connecticut Regional Educational Service Center (EASTCONN),742 Upper Maple St.,Danielson,CT,06239,860-932-4100,860-932-4950,,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
7020038,7020038,Eastern Connecticut State University,Colleges and Universities,Eastern Connecticut State University,83 Windham St.,Willimantic,CT,06226,860-465-5000,,,,,,,,,,,,,,,,,,,
390111,0390011,Eastford Elementary School,Public Schools,Eastford School District,"12 Westford Road, P.O. Box 158",Eastford,CT,06242-0158,860-974-1130,,www.eastfordct.org,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
390011,0390011,Eastford School District,Public School Districts,Eastford School District,"12 Westford Road, Box 158",Eastford,CT,06242,860-974-1130,,www.eastfordct.org,,,,,,,,,,,,,,,,,
460011,0460011,Easton School District,Public School Districts,Easton School District,654 Morehouse Road,Easton,CT,06612,203-261-2513,,www.er9.org,,,,,,,,,,,,,,,,,
465111,0460011,Helen Keller Middle School,Public Schools,Easton School District,360 Sport Hill Rd.,Easton,CT,06612-1714,203-268-8651,203-268-6105,www.helenkellerps.org,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
460111,0460011,Samuel Staples Elementary School,Public Schools,Easton School District,515 Morehouse Road,Easton,CT,06612,203-261-3607,203-452-8403,www.samuelstaplesps.org,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420014,2420014,EdAdvance,Regional Education Service Center School Districts,EdAdvance,"355 Goshen Road, Box 909",Litchfield,CT,06759,860-567-0863,,,,,,,,,,,,,,,,,,,
2420117,2420014,EdAdvance Adult Education,Adult Education Providers,EdAdvance,"355 Goshen Road, PO 909",Litchfield,CT,06759,860-567-0863,860-567-3381,www.educationconnection.org,,,,,,,,,,,,,,,,,
