"gap.indicators","non.high.needs.rate","high.needs.rate","size.of.gap","state.gap.mean.sd","is.gap.outlier","school_id","year"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0465111","201516"
"ELA Performance Index Gap ","75.0 ","58.1","16.9","16.6","","0465111","201516"
NA,NA,NA,NA,NA,NA,"0465111","201516"
"ELA Performance Index Gap ","74.1 ","62.9 ","11.1 ","16.8","","0470111","201415"
"Math Performance Index Gap ","72.1 ","56.9 ","15.2 ","19.5","","0470111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0470111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0470111","201516"
"ELA Performance Index Gap ","71.4 ","57.1","14.3","16.6","","0470111","201516"
NA,NA,NA,NA,NA,NA,"0470111","201516"
"ELA Performance Index Gap ","73.2","58.6","14.7","16.8","","0475411","201415"
"Math Performance Index Gap ","61.9","47.7","14.2","19.5","","0475411","201415"
"Science Performance Index Gap ","66.2","55.3","10.9","17.3","","0475411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0475411","201516"
"ELA Performance Index Gap ","73.7 ","60.1","13.6","16.6","","0475411","201516"
NA,NA,NA,NA,NA,NA,"0475411","201516"
"ELA Performance Index Gap ","66.6","58.8","7.7 ","16.8","","0476111","201415"
"Math Performance Index Gap ","57.8","49.1","8.7 ","19.5","","0476111","201415"
"Science Performance Index Gap ","62.1","50.2","11.8 ","17.3","","0476111","201415"
"Graduation Rate Gap ","94.0%","82.4%","11.6% ","12.6% ","N","0476111","201415"
"Achievement Gap Size Outlier? ","","","","","N","0476111","201516"
"ELA Performance Index Gap ","58.0 ","51.3 ","6.7 ","16.6","","0476111","201516"
"Math Performance Index Gap ","54.3 ","46.3 ","8.0 ","19.1","","0476111","201516"
"Science Performance Index Gap ","62.2 ","52.2 ","10.0 ","17.3","","0476111","201516"
"ELA Performance Index Gap ","75.0 ","74.1 ","0.9 ","16.8","","0480111","201415"
"Math Performance Index Gap ","75.0 ","66.0 ","9.0 ","19.5","","0480111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0480111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0480111","201516"
"ELA Performance Index Gap ","75.0 ","69.9","5.1","16.6","","0480111","201516"
NA,NA,NA,NA,NA,NA,"0480111","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.8","","0480211","201415"
"Math Performance Index Gap ","75.0 ","N/A ",". ","19.5","","0480211","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0480211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0480211","201516"
"ELA Performance Index Gap ","75.0 ","65","10","16.6","","0480211","201516"
NA,NA,NA,NA,NA,NA,"0480211","201516"
"ELA Performance Index Gap ","75.0 ","65.8 ","9.2 ","16.8","","0480611","201415"
"Math Performance Index Gap ","75.0 ","56.4 ","18.6 ","19.5","","0480611","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0480611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0480611","201516"
"ELA Performance Index Gap ","75.0 ","65.1","9.9","16.6","","0480611","201516"
NA,NA,NA,NA,NA,NA,"0480611","201516"
"ELA Performance Index Gap ","75","66.1","8.9","16.8","","0480711","201415"
"Math Performance Index Gap ","72.8","56.3","16.5","19.5","","0480711","201415"
"Science Performance Index Gap ","67.4","54.8","12.7","17.3","","0480711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0480711","201516"
"ELA Performance Index Gap ","75.0 ","65.3","9.7","16.6","","0480711","201516"
NA,NA,NA,NA,NA,NA,"0480711","201516"
"ELA Performance Index Gap ","75","64","11","16.8","","0485111","201415"
"Math Performance Index Gap ","72.7","52.7","20","19.5","","0485111","201415"
"Science Performance Index Gap ","67.7","50.9","16.7","17.3","","0485111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0485111","201516"
"ELA Performance Index Gap ","75.0 ","61.8","13.2","16.6","","0485111","201516"
NA,NA,NA,NA,NA,NA,"0485111","201516"
"ELA Performance Index Gap ","45.8","31.1","14.7 ","16.8","","0486111","201415"
"Math Performance Index Gap ","53.5","34.1","19.5 ","19.5","","0486111","201415"
"Science Performance Index Gap ","68.2","49.4","18.8 ","17.3","","0486111","201415"
"Graduation Rate Gap ","94.0%","72.2%","21.8% ","12.6% ","Y","0486111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0486111","201516"
"ELA Performance Index Gap ","65.0 ","48.2 ","16.8 ","16.6","","0486111","201516"
"Math Performance Index Gap ","62.7 ","46.3 ","16.3 ","19.1","","0486111","201516"
"Science Performance Index Gap ","67.9 ","53.7 ","14.2 ","17.3","","0486111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0490211","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0490211","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0490211","201415"
"Achievement Gap Size Outlier?","","","","","","0490211","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0490211","201516"
NA,NA,NA,NA,NA,NA,"0490211","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0490411","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0490411","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0490411","201415"
"Achievement Gap Size Outlier?","","","","","","0490411","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0490411","201516"
NA,NA,NA,NA,NA,NA,"0490411","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0491111","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0491111","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0491111","201415"
"Achievement Gap Size Outlier?","","","","","","0491111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0491111","201516"
NA,NA,NA,NA,NA,NA,"0491111","201516"
"ELA Performance Index Gap ","74.8","61.9","12.9","16.8","","0491311","201415"
"Math Performance Index Gap ","67.1","56.3","10.8","19.5","","0491311","201415"
"Science Performance Index Gap ","62.1","50.8","11.3","17.3","","0491311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0491311","201516"
"ELA Performance Index Gap ","75.0 ","64.3","10.7","16.6","","0491311","201516"
NA,NA,NA,NA,NA,NA,"0491311","201516"
"ELA Performance Index Gap ","74.7","65.9","8.9","16.8","","0491511","201415"
"Math Performance Index Gap ","67.6","59.3","8.2","19.5","","0491511","201415"
"Science Performance Index Gap ","59.8","52.6","7.2","17.3","","0491511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0491511","201516"
"ELA Performance Index Gap ","75.0 ","66.9","8.1","16.6","","0491511","201516"
NA,NA,NA,NA,NA,NA,"0491511","201516"
"ELA Performance Index Gap ","75","65.4","9.6","16.8","","0491611","201415"
"Math Performance Index Gap ","70.2","60","10.2","19.5","","0491611","201415"
"Science Performance Index Gap ","67","58.3","8.7","17.3","","0491611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0491611","201516"
"ELA Performance Index Gap ","75.0 ","68.7","6.3","16.6","","0491611","201516"
NA,NA,NA,NA,NA,NA,"0491611","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0491811","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0491811","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0491811","201415"
"Achievement Gap Size Outlier?","","","","","","0491811","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0491811","201516"
NA,NA,NA,NA,NA,NA,"0491811","201516"
"ELA Performance Index Gap ","70.2","58.5","11.7","16.8","","0495211","201415"
"Math Performance Index Gap ","60.2","50.2","10","19.5","","0495211","201415"
"Science Performance Index Gap ","61.1","51.4","9.7","17.3","","0495211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0495211","201516"
"ELA Performance Index Gap ","73.7 ","59.3","14.3","16.6","","0495211","201516"
NA,NA,NA,NA,NA,NA,"0495211","201516"
"ELA Performance Index Gap ","75.0","63.0","12.0 ","16.8","","0496111","201415"
"Math Performance Index Gap ","61.2","51.2","10.0 ","19.5","","0496111","201415"
"Science Performance Index Gap ","61.5","54.1","7.4 ","17.3","","0496111","201415"
"Graduation Rate Gap ","94.0%","77.1%","16.9% ","12.6% ","Y","0496111","201415"
"Achievement Gap Size Outlier? ","","","","","N","0496111","201516"
"ELA Performance Index Gap ","58.9 ","49.9 ","9.1 ","16.6","","0496111","201516"
"Math Performance Index Gap ","58.4 ","50.4 ","8.0 ","19.1","","0496111","201516"
"Science Performance Index Gap ","62.1 ","52.6 ","9.5 ","17.3","","0496111","201516"
"ELA Performance Index Gap ","75","64.1 ","10.9 ","16.8","","0500111","201415"
"Math Performance Index Gap ","73.4","56.1 ","17.3 ","19.5","","0500111","201415"
"Science Performance Index Gap ","70.4","N/A ",". ","17.3","","0500111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0500111","201516"
"ELA Performance Index Gap ","75.0 ","67","8","16.6","","0500111","201516"
NA,NA,NA,NA,NA,NA,"0500111","201516"
"ELA Performance Index Gap ","75","63.2 ","11.8 ","16.8","","0510111","201415"
"Math Performance Index Gap ","75","60.1 ","14.9 ","19.5","","0510111","201415"
"Science Performance Index Gap ","66.3","N/A ",". ","17.3","","0510111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0510111","201516"
"ELA Performance Index Gap ","75.0 ","63.8","11.2","16.6","","0510111","201516"
NA,NA,NA,NA,NA,NA,"0510111","201516"
"ELA Performance Index Gap ","75","62.8 ","12.2 ","16.8","","0510211","201415"
"Math Performance Index Gap ","75","57.7 ","17.3 ","19.5","","0510211","201415"
"Science Performance Index Gap ","69","N/A ",". ","17.3","","0510211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0510211","201516"
"ELA Performance Index Gap ","75.0 ","62.2","12.8","16.6","","0510211","201516"
NA,NA,NA,NA,NA,NA,"0510211","201516"
"ELA Performance Index Gap ","75","66.4 ","8.6 ","16.8","","0510411","201415"
"Math Performance Index Gap ","73.2","59.0 ","14.1 ","19.5","","0510411","201415"
"Science Performance Index Gap ","61.1","N/A ",". ","17.3","","0510411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0510411","201516"
"ELA Performance Index Gap ","75.0 ","68.8","6.2","16.6","","0510411","201516"
NA,NA,NA,NA,NA,NA,"0510411","201516"
"ELA Performance Index Gap ","75","64.1","10.9","16.8","","0510611","201415"
"Math Performance Index Gap ","68","56.7","11.3","19.5","","0510611","201415"
"Science Performance Index Gap ","63.5","55.5","8","17.3","","0510611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0510611","201516"
"ELA Performance Index Gap ","74.6 ","61.5","13.1","16.6","","0510611","201516"
NA,NA,NA,NA,NA,NA,"0510611","201516"
"ELA Performance Index Gap ","75","60.7 ","14.3 ","16.8","","0510711","201415"
"Math Performance Index Gap ","73.8","54.9 ","19.0 ","19.5","","0510711","201415"
"Science Performance Index Gap ","61.8","N/A ",". ","17.3","","0510711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0510711","201516"
"ELA Performance Index Gap ","75.0 ","58.9","16.1","16.6","","0510711","201516"
NA,NA,NA,NA,NA,NA,"0510711","201516"
"ELA Performance Index Gap ","75","70.3 ","4.7 ","16.8","","0511211","201415"
"Math Performance Index Gap ","74.4","62.9 ","11.5 ","19.5","","0511211","201415"
"Science Performance Index Gap ","69.7","N/A ",". ","17.3","","0511211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0511211","201516"
"ELA Performance Index Gap ","75.0 ","73.2","1.8","16.6","","0511211","201516"
NA,NA,NA,NA,NA,NA,"0511211","201516"
"ELA Performance Index Gap ","75","72.3 ","2.7 ","16.8","","0511311","201415"
"Math Performance Index Gap ","75","64.8 ","10.2 ","19.5","","0511311","201415"
"Science Performance Index Gap ","66.8","N/A ",". ","17.3","","0511311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0511311","201516"
"ELA Performance Index Gap ","75.0 ","67.9","7.1","16.6","","0511311","201516"
NA,NA,NA,NA,NA,NA,"0511311","201516"
"ELA Performance Index Gap ","75","61.2 ","13.8 ","16.8","","0511411","201415"
"Math Performance Index Gap ","73.1","51.5 ","21.6 ","19.5","","0511411","201415"
"Science Performance Index Gap ","63.3","N/A ",". ","17.3","","0511411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0511411","201516"
"ELA Performance Index Gap ","75.0 ","63.5","11.5","16.6","","0511411","201516"
NA,NA,NA,NA,NA,NA,"0511411","201516"
"ELA Performance Index Gap ","75","59.6 ","15.4 ","16.8","","0511611","201415"
"Math Performance Index Gap ","73","55.1 ","17.9 ","19.5","","0511611","201415"
"Science Performance Index Gap ","64.1","N/A ",". ","17.3","","0511611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0511611","201516"
"ELA Performance Index Gap ","75.0 ","64.3","10.7","16.6","","0511611","201516"
NA,NA,NA,NA,NA,NA,"0511611","201516"
"ELA Performance Index Gap ","75","56.8 ","18.2 ","16.8","","0511711","201415"
"Math Performance Index Gap ","73.1","57.5 ","15.6 ","19.5","","0511711","201415"
"Science Performance Index Gap ","64.5","N/A ",". ","17.3","","0511711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0511711","201516"
"ELA Performance Index Gap ","75.0 ","64.5","10.5","16.6","","0511711","201516"
NA,NA,NA,NA,NA,NA,"0511711","201516"
"ELA Performance Index Gap ","75","62.5 ","12.5 ","16.8","","0511811","201415"
"Math Performance Index Gap ","75","56.2 ","18.8 ","19.5","","0511811","201415"
"Science Performance Index Gap ","68.6","N/A ",". ","17.3","","0511811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0511811","201516"
"ELA Performance Index Gap ","75.0 ","59.1","15.9","16.6","","0511811","201516"
NA,NA,NA,NA,NA,NA,"0511811","201516"
"ELA Performance Index Gap ","75","57.3","17.7","16.8","","0515111","201415"
"Math Performance Index Gap ","72.1","48.5","23.6","19.5","","0515111","201415"
"Science Performance Index Gap ","66.9","48.2","18.7","17.3","","0515111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0515111","201516"
"ELA Performance Index Gap ","75.0 ","60.9","14.1","16.6","","0515111","201516"
NA,NA,NA,NA,NA,NA,"0515111","201516"
"ELA Performance Index Gap ","75","61.7","13.3","16.8","","0515211","201415"
"Math Performance Index Gap ","73.6","53.1","20.5","19.5","","0515211","201415"
"Science Performance Index Gap ","68.2","54.2","14","17.3","","0515211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0515211","201516"
"ELA Performance Index Gap ","75.0 ","59.3","15.7","16.6","","0515211","201516"
NA,NA,NA,NA,NA,NA,"0515211","201516"
"ELA Performance Index Gap ","75","62.9","12.1","16.8","","0515311","201415"
"Math Performance Index Gap ","75","54.2","20.8","19.5","","0515311","201415"
"Science Performance Index Gap ","68.8","53.1","15.7","17.3","","0515311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0515311","201516"
"ELA Performance Index Gap ","75.0 ","64.5","10.5","16.6","","0515311","201516"
NA,NA,NA,NA,NA,NA,"0515311","201516"
"ELA Performance Index Gap ","75.0","63.4","11.6 ","16.8","","0516011","201415"
"Math Performance Index Gap ","75.0","53.1","21.9 ","19.5","","0516011","201415"
"Science Performance Index Gap ","71.7","57.2","14.4 ","17.3","","0516011","201415"
"Graduation Rate Gap ","94.0%","93.7%","0.3% ","12.6% ","N","0516011","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0516011","201516"
"ELA Performance Index Gap ","72.7 ","56.4 ","16.3 ","16.6","","0516011","201516"
"Math Performance Index Gap ","70.2 ","54.6 ","15.6 ","19.1","","0516011","201516"
"Science Performance Index Gap ","71.5 ","52.5 ","19.0 ","17.3","","0516011","201516"
"ELA Performance Index Gap ","72.6","55.3","17.3 ","16.8","","0516211","201415"
"Math Performance Index Gap ","60.1","43.1","17.0 ","19.5","","0516211","201415"
"Science Performance Index Gap ","72.2","52.5","19.7 ","17.3","","0516211","201415"
"Graduation Rate Gap ","94.0%","87.8%","6.2% ","12.6% ","N","0516211","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0516211","201516"
"ELA Performance Index Gap ","71.3 ","51.5 ","19.8 ","16.6","","0516211","201516"
"Math Performance Index Gap ","68.4 ","48.7 ","19.8 ","19.1","","0516211","201516"
"Science Performance Index Gap ","71.4 ","56.3 ","15.1 ","17.3","","0516211","201516"
"ELA Performance Index Gap ","75.0 ","62.9 ","12.1 ","16.8","","0520111","201415"
"Math Performance Index Gap ","75.0 ","57.2 ","17.8 ","19.5","","0520111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0520111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0520111","201516"
"ELA Performance Index Gap ","75.0 ","66.8","8.2","16.6","","0520111","201516"
NA,NA,NA,NA,NA,NA,"0520111","201516"
"ELA Performance Index Gap ","75.0 ","63.7 ","11.3 ","16.8","","0520211","201415"
"Math Performance Index Gap ","75.0 ","58.3 ","16.7 ","19.5","","0520211","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0520211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0520211","201516"
"ELA Performance Index Gap ","75.0 ","72.2","2.8","16.6","","0520211","201516"
NA,NA,NA,NA,NA,NA,"0520211","201516"
"ELA Performance Index Gap ","75.0 ","67.7 ","7.3 ","16.8","","0520311","201415"
"Math Performance Index Gap ","75.0 ","60.1 ","14.9 ","19.5","","0520311","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0520311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0520311","201516"
"ELA Performance Index Gap ","75.0 ","68.1","6.9","16.6","","0520311","201516"
NA,NA,NA,NA,NA,NA,"0520311","201516"
"ELA Performance Index Gap ","75.0 ","75.3 ","-0.3 ","16.8","","0520411","201415"
"Math Performance Index Gap ","75.0 ","69.7 ","5.3 ","19.5","","0520411","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0520411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0520411","201516"
"ELA Performance Index Gap ","75.0 ","77.6","-2.6","16.6","","0520411","201516"
NA,NA,NA,NA,NA,NA,"0520411","201516"
"ELA Performance Index Gap ","75","63.8","11.2","16.8","","0520511","201415"
"Math Performance Index Gap ","75","55.1","19.9","19.5","","0520511","201415"
"Science Performance Index Gap ","75","57.4","17.6","17.3","","0520511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0520511","201516"
"ELA Performance Index Gap ","75.0 ","63.7","11.3","16.6","","0520511","201516"
NA,NA,NA,NA,NA,NA,"0520511","201516"
"ELA Performance Index Gap ","75","63.3","11.7","16.8","","0525111","201415"
"Math Performance Index Gap ","75","57.7","17.3","19.5","","0525111","201415"
"Science Performance Index Gap ","71.1","60.3","10.9","17.3","","0525111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0525111","201516"
"ELA Performance Index Gap ","75.0 ","61.6","13.4","16.6","","0525111","201516"
NA,NA,NA,NA,NA,NA,"0525111","201516"
"ELA Performance Index Gap ","75.0","59.3","15.7 ","16.8","","0526111","201415"
"Math Performance Index Gap ","67.7","49.5","18.3 ","19.5","","0526111","201415"
"Science Performance Index Gap ","73.6","50.9","22.7 ","17.3","","0526111","201415"
"Graduation Rate Gap ","94.0%","94.5%","-0.5% ","12.6% ","N","0526111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0526111","201516"
"ELA Performance Index Gap ","73.4 ","51.1 ","22.3 ","16.6","","0526111","201516"
"Math Performance Index Gap ","72.5 ","48.1 ","24.4 ","19.1","","0526111","201516"
"Science Performance Index Gap ","75.0 ","56.5 ","18.5 ","17.3","","0526111","201516"
"ELA Performance Index Gap ","75","55.7 ","19.3 ","16.8","","0530111","201415"
"Math Performance Index Gap ","68.6","49.9 ","18.7 ","19.5","","0530111","201415"
"Science Performance Index Gap ","63.3","N/A ",". ","17.3","","0530111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0530111","201516"
"ELA Performance Index Gap ","75.0 ","53.7","21.3","16.6","","0530111","201516"
NA,NA,NA,NA,NA,NA,"0530111","201516"
"ELA Performance Index Gap ","75","66.9 ","8.1 ","16.8","","0540211","201415"
"Math Performance Index Gap ","75","60.4 ","14.6 ","19.5","","0540211","201415"
"Science Performance Index Gap ","68.2","N/A ",". ","17.3","","0540211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0540211","201516"
"ELA Performance Index Gap ","75.0 ","62.8","12.2","16.6","","0540211","201516"
NA,NA,NA,NA,NA,NA,"0540211","201516"
"ELA Performance Index Gap ","75","N/A ",". ","16.8","","0540311","201415"
"Math Performance Index Gap ","75","N/A ",". ","19.5","","0540311","201415"
"Science Performance Index Gap ","74.9","N/A ",". ","17.3","","0540311","201415"
"Achievement Gap Size Outlier? ","","","","","N","0540311","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","0540311","201516"
NA,NA,NA,NA,NA,NA,"0540311","201516"
"ELA Performance Index Gap ","75","N/A ",". ","16.8","","0540411","201415"
"Math Performance Index Gap ","75","N/A ",". ","19.5","","0540411","201415"
"Science Performance Index Gap ","73.8","N/A ",". ","17.3","","0540411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0540411","201516"
"ELA Performance Index Gap ","75.0 ","65","10","16.6","","0540411","201516"
NA,NA,NA,NA,NA,NA,"0540411","201516"
"ELA Performance Index Gap ","75","67.4 ","7.6 ","16.8","","0540611","201415"
"Math Performance Index Gap ","75","60.9 ","14.1 ","19.5","","0540611","201415"
"Science Performance Index Gap ","69.3","N/A ",". ","17.3","","0540611","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0540611","201516"
"ELA Performance Index Gap ","75.0 ","68.2","6.8","16.6","","0540611","201516"
NA,NA,NA,NA,NA,NA,"0540611","201516"
"ELA Performance Index Gap ","75","67","8","16.8","","0540711","201415"
"Math Performance Index Gap ","75","60","15","19.5","","0540711","201415"
"Science Performance Index Gap ","64.6","54.3","10.3","17.3","","0540711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0540711","201516"
"ELA Performance Index Gap ","75.0 ","65.1","9.9","16.6","","0540711","201516"
NA,NA,NA,NA,NA,NA,"0540711","201516"
"ELA Performance Index Gap ","75.0 ","64.9 ","10.1 ","16.8","","0540811","201415"
"Math Performance Index Gap ","75.0 ","54.9 ","20.1 ","19.5","","0540811","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0540811","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0540811","201516"
"ELA Performance Index Gap ","75.0 ","68.6","6.4","16.6","","0540811","201516"
NA,NA,NA,NA,NA,NA,"0540811","201516"
"ELA Performance Index Gap ","75","66.1 ","8.9 ","16.8","","0540911","201415"
"Math Performance Index Gap ","75","65.1 ","9.9 ","19.5","","0540911","201415"
"Science Performance Index Gap ","73.3","N/A ",". ","17.3","","0540911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0540911","201516"
"ELA Performance Index Gap ","75.0 ","70.3","4.7","16.6","","0540911","201516"
NA,NA,NA,NA,NA,NA,"0540911","201516"
"ELA Performance Index Gap ","75","59.1","15.9","16.8","","0545211","201415"
"Math Performance Index Gap ","75","53.4","21.6","19.5","","0545211","201415"
"Science Performance Index Gap ","69.6","53.6","16","17.3","","0545211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0545211","201516"
"ELA Performance Index Gap ","75.0 ","59.2","15.8","16.6","","0545211","201516"
NA,NA,NA,NA,NA,NA,"0545211","201516"
"ELA Performance Index Gap ","75.0","56.4","18.6 ","16.8","","0546111","201415"
"Math Performance Index Gap ","75.0","44.3","30.7 ","19.5","","0546111","201415"
"Science Performance Index Gap ","74.0","52.4","21.6 ","17.3","","0546111","201415"
"Graduation Rate Gap ","94.0%","92.4%","1.6% ","12.6% ","N","0546111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0546111","201516"
"ELA Performance Index Gap ","71.2 ","55.1 ","16.0 ","16.6","","0546111","201516"
"Math Performance Index Gap ","73.9 ","53.4 ","20.5 ","19.1","","0546111","201516"
"Science Performance Index Gap ","74.8 ","54.8 ","20.0 ","17.3","","0546111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0560111","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0560111","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0560111","201415"
"Achievement Gap Size Outlier?","","","","","","0560111","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0560111","201516"
NA,NA,NA,NA,NA,NA,"0560111","201516"
"ELA Performance Index Gap ","75","62.2 ","12.8 ","16.8","","0560311","201415"
"Math Performance Index Gap ","71.3","58.2 ","13.1 ","19.5","","0560311","201415"
"Science Performance Index Gap ","70.7","N/A ",". ","17.3","","0560311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0560311","201516"
"ELA Performance Index Gap ","75.0 ","70.4","4.6","16.6","","0560311","201516"
NA,NA,NA,NA,NA,NA,"0560311","201516"
"ELA Performance Index Gap ","75","69.3 ","5.7 ","16.8","","0560411","201415"
"Math Performance Index Gap ","75","65.0 ","10.0 ","19.5","","0560411","201415"
"Science Performance Index Gap ","75","N/A ",". ","17.3","","0560411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0560411","201516"
"ELA Performance Index Gap ","75.0 ","67.2","7.8","16.6","","0560411","201516"
NA,NA,NA,NA,NA,NA,"0560411","201516"
"ELA Performance Index Gap ","75","64.1","10.9","16.8","","0565111","201415"
"Math Performance Index Gap ","72.6","55.9","16.7","19.5","","0565111","201415"
"Science Performance Index Gap ","68.9","58.2","10.7","17.3","","0565111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0565111","201516"
"ELA Performance Index Gap ","75.0 ","61.9","13.1","16.6","","0565111","201516"
NA,NA,NA,NA,NA,NA,"0565111","201516"
"ELA Performance Index Gap ","75.0","56.4","18.6 ","16.8","","0566111","201415"
"Math Performance Index Gap ","69.2","50.2","19.1 ","19.5","","0566111","201415"
"Science Performance Index Gap ","75.0","58.3","16.7 ","17.3","","0566111","201415"
"Graduation Rate Gap ","94.0%","100.0%","-6.0% ","12.6% ","N","0566111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0566111","201516"
"ELA Performance Index Gap ","70.8 ","53.8 ","17.0 ","16.6","","0566111","201516"
"Math Performance Index Gap ","68.6 ","52.9 ","15.6 ","19.1","","0566111","201516"
"Science Performance Index Gap ","75.0 ","53.3 ","21.7 ","17.3","","0566111","201516"
"ELA Performance Index Gap ","75","64.9 ","10.1 ","16.8","","0570211","201415"
"Math Performance Index Gap ","71","61.8 ","9.2 ","19.5","","0570211","201415"
"Science Performance Index Gap ","63.9","N/A ",". ","17.3","","0570211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0570211","201516"
"ELA Performance Index Gap ","75.0 ","65.4","9.6","16.6","","0570211","201516"
NA,NA,NA,NA,NA,NA,"0570211","201516"
"ELA Performance Index Gap ","75","62.7","12.3","16.8","","0570311","201415"
"Math Performance Index Gap ","74.8","57.1","17.7","19.5","","0570311","201415"
"Science Performance Index Gap ","69.5","52.9","16.6","17.3","","0570311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0570311","201516"
"ELA Performance Index Gap ","75.0 ","60.1","14.9","16.6","","0570311","201516"
