"","school_id","year","category","year_score","type","count"
"2047","0153011","2013-14","Hispanic or Latino ","2009-10 ","CMT","57.8 "
"2048","0153011","2013-14","English Language Learners ","2009-10 ","CMT","38.2 "
"2049","0153011","2013-14","","2009-10 ","CMT",""
"2050","0153011","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","58.5 "
"2051","0153011","2013-14","Students with Disabilities ","2009-10 ","CMT","42.2 "
"2052","0153011","2013-14","","2010-11","CMT",""
"2053","0153011","2013-14","Black or African American ","2010-11","CMT","55.6"
"2054","0153011","2013-14","Hispanic or Latino ","2010-11","CMT","52.3"
"2055","0153011","2013-14","English Language Learners ","2010-11","CMT","33.3"
"2056","0153011","2013-14","","2010-11","CMT",""
"2057","0153011","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","53.5"
"2058","0153011","2013-14","Students with Disabilities ","2010-11","CMT","30.9"
"2059","0153011","2013-14","","2011-12 ","CMT",""
"2060","0153011","2013-14","Black or African American ","2011-12 ","CMT","54.9 "
"2061","0153011","2013-14","Hispanic or Latino ","2011-12 ","CMT","57.0 "
"2062","0153011","2013-14","English Language Learners ","2011-12 ","CMT","46.5 "
"2063","0153011","2013-14","","2011-12 ","CMT",""
"2064","0153011","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","57.0 "
"2065","0153011","2013-14","Students with Disabilities ","2011-12 ","CMT","43.6 "
"2066","0153011","2013-14","","2012-13 ","CMT",""
"2067","0153011","2013-14","Black or African American ","2012-13 ","CMT","50.7 "
"2068","0153011","2013-14","Hispanic or Latino ","2012-13 ","CMT","54.5 "
"2069","0153011","2013-14","English Language Learners ","2012-13 ","CMT","38.2 "
"2070","0153011","2013-14","","2012-13 ","CMT",""
"2071","0153011","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","54.2 "
"2072","0153011","2013-14","Students with Disabilities ","2012-13 ","CMT","51.0 "
"2073","0153211","2013-14","","2009-10 ","CMT",""
"2074","0153211","2013-14","Black or African American ","2009-10 ","CMT","48.8 "
"2075","0153211","2013-14","Hispanic or Latino ","2009-10 ","CMT","51.0 "
"2076","0153211","2013-14","English Language Learners ","2009-10 ","CMT","37.3 "
"2077","0153211","2013-14","","2009-10 ","CMT",""
"2078","0153211","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","50.8 "
"2079","0153211","2013-14","Students with Disabilities ","2009-10 ","CMT","33.3 "
"2080","0153211","2013-14","","2010-11","CMT",""
"2081","0153211","2013-14","Black or African American ","2010-11","CMT","47.0"
"2082","0153211","2013-14","Hispanic or Latino ","2010-11","CMT","49.0"
"2083","0153211","2013-14","English Language Learners ","2010-11","CMT","32.2"
"2084","0153211","2013-14","","2010-11","CMT",""
"2085","0153211","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","49.0"
"2086","0153211","2013-14","Students with Disabilities ","2010-11","CMT","31.6"
"2087","0153211","2013-14","","2011-12 ","CMT",""
"2088","0153211","2013-14","Black or African American ","2011-12 ","CMT","51.3 "
"2089","0153211","2013-14","Hispanic or Latino ","2011-12 ","CMT","53.4 "
"2090","0153211","2013-14","English Language Learners ","2011-12 ","CMT","35.7 "
"2091","0153211","2013-14","","2011-12 ","CMT",""
"2092","0153211","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","54.2 "
"2093","0153211","2013-14","Students with Disabilities ","2011-12 ","CMT","34.6 "
"2094","0153211","2013-14","","2012-13 ","CMT",""
"2095","0153211","2013-14","Black or African American ","2012-13 ","CMT","46.2 "
"2096","0153211","2013-14","Hispanic or Latino ","2012-13 ","CMT","52.1 "
"2097","0153211","2013-14","English Language Learners ","2012-13 ","CMT","37.6 "
"2098","0153211","2013-14","","2012-13 ","CMT",""
"2099","0153211","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","50.5 "
"2100","0153211","2013-14","Students with Disabilities ","2012-13 ","CMT","31.6 "
"2101","0153611","2013-14","","2009-10 ","CMT",""
"2102","0153611","2013-14","Black or African American ","2009-10 ","CMT","74.8 "
"2103","0153611","2013-14","Hispanic or Latino ","2009-10 ","CMT","75.7 "
"2104","0153611","2013-14","English Language Learners ","2009-10 ","CMT","56.9 "
"2105","0153611","2013-14","","2009-10 ","CMT",""
"2106","0153611","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","76.6 "
"2107","0153611","2013-14","Students with Disabilities ","2009-10 ","CMT","45.2 "
"2108","0153611","2013-14","","2010-11","CMT",""
"2109","0153611","2013-14","Black or African American ","2010-11","CMT","70.4"
"2110","0153611","2013-14","Hispanic or Latino ","2010-11","CMT","75.1"
"2111","0153611","2013-14","English Language Learners ","2010-11","CMT","48.5"
"2112","0153611","2013-14","","2010-11","CMT",""
"2113","0153611","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","73.9"
"2114","0153611","2013-14","Students with Disabilities ","2010-11","CMT","38.4"
"2115","0153611","2013-14","","2011-12 ","CMT",""
"2116","0153611","2013-14","Black or African American ","2011-12 ","CMT","76.1 "
"2117","0153611","2013-14","Hispanic or Latino ","2011-12 ","CMT","74.7 "
"2118","0153611","2013-14","English Language Learners ","2011-12 ","CMT","46.2 "
"2119","0153611","2013-14","","2011-12 ","CMT",""
"2120","0153611","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","77.0 "
"2121","0153611","2013-14","Students with Disabilities ","2011-12 ","CMT","42.8 "
"2122","0153611","2013-14","","2012-13 ","CMT",""
"2123","0153611","2013-14","Black or African American ","2012-13 ","CMT","75.3 "
"2124","0153611","2013-14","Hispanic or Latino ","2012-13 ","CMT","74.9 "
"2125","0153611","2013-14","English Language Learners ","2012-13 ","CMT","47.2 "
"2126","0153611","2013-14","","2012-13 ","CMT",""
"2127","0153611","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","77.1 "
"2128","0153611","2013-14","Students with Disabilities ","2012-13 ","CMT","62.2 "
"2129","0153711","2013-14","","2009-10 ","CMT",""
"2130","0153711","2013-14","Black or African American ","2009-10 ","CMT",". "
"2131","0153711","2013-14","Hispanic or Latino ","2009-10 ","CMT",". "
"2132","0153711","2013-14","English Language Learners ","2009-10 ","CMT",". "
"2133","0153711","2013-14","","2009-10 ","CMT",""
"2134","0153711","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT",". "
"2135","0153711","2013-14","Students with Disabilities ","2009-10 ","CMT",". "
"2136","0153711","2013-14","","2010-11","CMT",""
"2137","0153711","2013-14","Black or African American ","2010-11","CMT","."
"2138","0153711","2013-14","Hispanic or Latino ","2010-11","CMT","."
"2139","0153711","2013-14","English Language Learners ","2010-11","CMT","."
"2140","0153711","2013-14","","2010-11","CMT",""
"2141","0153711","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","."
"2142","0153711","2013-14","Students with Disabilities ","2010-11","CMT","."
"2143","0153711","2013-14","","2011-12 ","CMT",""
"2144","0153711","2013-14","Black or African American ","2011-12 ","CMT","71.2 "
"2145","0153711","2013-14","Hispanic or Latino ","2011-12 ","CMT","77.7 "
"2146","0153711","2013-14","English Language Learners ","2011-12 ","CMT",". "
"2147","0153711","2013-14","","2011-12 ","CMT",""
"2148","0153711","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","78.5 "
"2149","0153711","2013-14","Students with Disabilities ","2011-12 ","CMT",". "
"2150","0153711","2013-14","","2012-13 ","CMT",""
"2151","0153711","2013-14","Black or African American ","2012-13 ","CMT","74.1 "
"2152","0153711","2013-14","Hispanic or Latino ","2012-13 ","CMT","77.1 "
"2153","0153711","2013-14","English Language Learners ","2012-13 ","CMT",". "
"2154","0153711","2013-14","","2012-13 ","CMT",""
"2155","0153711","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","78.1 "
"2156","0153711","2013-14","Students with Disabilities ","2012-13 ","CMT",". "
"2157","0153911","2013-14","","2009-10 ","CMT",""
"2158","0153911","2013-14","Black or African American ","2009-10 ","CMT","51.2 "
"2159","0153911","2013-14","Hispanic or Latino ","2009-10 ","CMT","53.4 "
"2160","0153911","2013-14","English Language Learners ","2009-10 ","CMT",". "
"2161","0153911","2013-14","","2009-10 ","CMT",""
"2162","0153911","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","53.3 "
"2163","0153911","2013-14","Students with Disabilities ","2009-10 ","CMT","37.9 "
"2164","0153911","2013-14","","2010-11","CMT",""
"2165","0153911","2013-14","Black or African American ","2010-11","CMT","51.6"
"2166","0153911","2013-14","Hispanic or Latino ","2010-11","CMT","54.1"
"2167","0153911","2013-14","English Language Learners ","2010-11","CMT","."
"2168","0153911","2013-14","","2010-11","CMT",""
"2169","0153911","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","53.5"
"2170","0153911","2013-14","Students with Disabilities ","2010-11","CMT","28.5"
"2171","0153911","2013-14","","2011-12 ","CMT",""
"2172","0153911","2013-14","Black or African American ","2011-12 ","CMT","48.0 "
"2173","0153911","2013-14","Hispanic or Latino ","2011-12 ","CMT","56.1 "
"2174","0153911","2013-14","English Language Learners ","2011-12 ","CMT",". "
"2175","0153911","2013-14","","2011-12 ","CMT",""
"2176","0153911","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","52.5 "
"2177","0153911","2013-14","Students with Disabilities ","2011-12 ","CMT","31.7 "
"2178","0153911","2013-14","","2012-13 ","CMT",""
"2179","0153911","2013-14","Black or African American ","2012-13 ","CMT","48.9 "
"2180","0153911","2013-14","Hispanic or Latino ","2012-13 ","CMT","53.3 "
"2181","0153911","2013-14","English Language Learners ","2012-13 ","CMT",". "
"2182","0153911","2013-14","","2012-13 ","CMT",""
"2183","0153911","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","50.6 "
"2184","0153911","2013-14","Students with Disabilities ","2012-13 ","CMT","33.2 "
"2185","0154011","2013-14","","2009-10 ","CMT",""
"2186","0154011","2013-14","Black or African American ","2009-10 ","CMT","51.6 "
"2187","0154011","2013-14","Hispanic or Latino ","2009-10 ","CMT","56.9 "
"2188","0154011","2013-14","English Language Learners ","2009-10 ","CMT","39.6 "
"2189","0154011","2013-14","","2009-10 ","CMT",""
"2190","0154011","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","55.7 "
"2191","0154011","2013-14","Students with Disabilities ","2009-10 ","CMT","24.3 "
"2192","0154011","2013-14","","2010-11","CMT",""
"2193","0154011","2013-14","Black or African American ","2010-11","CMT","55.1"
"2194","0154011","2013-14","Hispanic or Latino ","2010-11","CMT","57.6"
"2195","0154011","2013-14","English Language Learners ","2010-11","CMT","36.9"
"2196","0154011","2013-14","","2010-11","CMT",""
"2197","0154011","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","57.9"
"2198","0154011","2013-14","Students with Disabilities ","2010-11","CMT","33.7"
"2199","0154011","2013-14","","2011-12 ","CMT",""
"2200","0154011","2013-14","Black or African American ","2011-12 ","CMT","56.7 "
"2201","0154011","2013-14","Hispanic or Latino ","2011-12 ","CMT","60.7 "
"2202","0154011","2013-14","English Language Learners ","2011-12 ","CMT","36.3 "
"2203","0154011","2013-14","","2011-12 ","CMT",""
"2204","0154011","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","60.6 "
"2205","0154011","2013-14","Students with Disabilities ","2011-12 ","CMT","34.8 "
"2206","0154011","2013-14","","2012-13 ","CMT",""
"2207","0154011","2013-14","Black or African American ","2012-13 ","CMT","50.5 "
"2208","0154011","2013-14","Hispanic or Latino ","2012-13 ","CMT","57.2 "
"2209","0154011","2013-14","English Language Learners ","2012-13 ","CMT","38.8 "
"2210","0154011","2013-14","","2012-13 ","CMT",""
"2211","0154011","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","56.7 "
"2212","0154011","2013-14","Students with Disabilities ","2012-13 ","CMT","35.2 "
"2213","0154111","2013-14","","2009-10 ","CMT",""
"2214","0154111","2013-14","Black or African American ","2009-10 ","CMT","35.4 "
"2215","0154111","2013-14","Hispanic or Latino ","2009-10 ","CMT","42.3 "
"2216","0154111","2013-14","English Language Learners ","2009-10 ","CMT",". "
"2217","0154111","2013-14","","2009-10 ","CMT",""
"2218","0154111","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","38.4 "
"2219","0154111","2013-14","Students with Disabilities ","2009-10 ","CMT","18.2 "
"2220","0154111","2013-14","","2010-11","CMT",""
"2221","0154111","2013-14","Black or African American ","2010-11","CMT","33.7"
"2222","0154111","2013-14","Hispanic or Latino ","2010-11","CMT","50.5"
"2223","0154111","2013-14","English Language Learners ","2010-11","CMT","."
"2224","0154111","2013-14","","2010-11","CMT",""
"2225","0154111","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","40.6"
"2226","0154111","2013-14","Students with Disabilities ","2010-11","CMT","22.8"
"2227","0154111","2013-14","","2011-12 ","CMT",""
"2228","0154111","2013-14","Black or African American ","2011-12 ","CMT","32.5 "
"2229","0154111","2013-14","Hispanic or Latino ","2011-12 ","CMT","43.6 "
"2230","0154111","2013-14","English Language Learners ","2011-12 ","CMT",". "
"2231","0154111","2013-14","","2011-12 ","CMT",""
"2232","0154111","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","36.1 "
"2233","0154111","2013-14","Students with Disabilities ","2011-12 ","CMT","26.4 "
"2234","0154111","2013-14","","2012-13 ","CMT",""
"2235","0154111","2013-14","Black or African American ","2012-13 ","CMT","36.3 "
"2236","0154111","2013-14","Hispanic or Latino ","2012-13 ","CMT","37.4 "
"2237","0154111","2013-14","English Language Learners ","2012-13 ","CMT",". "
"2238","0154111","2013-14","","2012-13 ","CMT",""
"2239","0154111","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","36.6 "
"2240","0154111","2013-14","Students with Disabilities ","2012-13 ","CMT","28.8 "
"2241","0154211","2013-14","","2009-10 ","CMT",""
"2242","0154211","2013-14","Black or African American ","2009-10 ","CMT","45.0 "
"2243","0154211","2013-14","Hispanic or Latino ","2009-10 ","CMT","43.5 "
"2244","0154211","2013-14","English Language Learners ","2009-10 ","CMT","39.3 "
"2245","0154211","2013-14","","2009-10 ","CMT",""
"2246","0154211","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","45.6 "
"2247","0154211","2013-14","Students with Disabilities ","2009-10 ","CMT","15.2 "
"2248","0154211","2013-14","","2010-11","CMT",""
"2249","0154211","2013-14","Black or African American ","2010-11","CMT","36.5"
"2250","0154211","2013-14","Hispanic or Latino ","2010-11","CMT","42.7"
"2251","0154211","2013-14","English Language Learners ","2010-11","CMT","30.1"
"2252","0154211","2013-14","","2010-11","CMT",""
"2253","0154211","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","40.7"
"2254","0154211","2013-14","Students with Disabilities ","2010-11","CMT","11.9"
"2255","0154211","2013-14","","2011-12 ","CMT",""
"2256","0154211","2013-14","Black or African American ","2011-12 ","CMT","41.5 "
"2257","0154211","2013-14","Hispanic or Latino ","2011-12 ","CMT","45.0 "
"2258","0154211","2013-14","English Language Learners ","2011-12 ","CMT","33.2 "
"2259","0154211","2013-14","","2011-12 ","CMT",""
"2260","0154211","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","44.2 "
"2261","0154211","2013-14","Students with Disabilities ","2011-12 ","CMT","26.7 "
"2262","0154211","2013-14","","2012-13 ","CMT",""
"2263","0154211","2013-14","Black or African American ","2012-13 ","CMT","38.0 "
"2264","0154211","2013-14","Hispanic or Latino ","2012-13 ","CMT","50.7 "
"2265","0154211","2013-14","English Language Learners ","2012-13 ","CMT","34.7 "
"2266","0154211","2013-14","","2012-13 ","CMT",""
"2267","0154211","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","44.7 "
"2268","0154211","2013-14","Students with Disabilities ","2012-13 ","CMT","28.1 "
"2269","0154411","2013-14","Black or African American ","2009-10 ","CMT","N/A "
"2270","0154411","2013-14","Hispanic or Latino ","2009-10 ","CMT","N/A "
"2271","0154411","2013-14","English Language Learners ","2009-10 ","CMT","N/A "
"2272","0154411","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","N/A "
"2273","0154411","2013-14","Students with Disabilities ","2009-10 ","CMT","N/A "
"2274","0154411","2013-14","High Needs ","2009-10 ","CMT","N/A "
"2275","0154411","2013-14","School ","2009-10 ","CMT","N/A "
"2276","0154411","2013-14","Black or African American ","2010-11","CMT","N/A"
"2277","0154411","2013-14","Hispanic or Latino ","2010-11","CMT","N/A"
"2278","0154411","2013-14","English Language Learners ","2010-11","CMT","N/A"
"2279","0154411","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","N/A"
"2280","0154411","2013-14","Students with Disabilities ","2010-11","CMT","N/A"
"2281","0154411","2013-14","High Needs ","2010-11","CMT","N/A"
"2282","0154411","2013-14","School ","2010-11","CMT","N/A"
"2283","0154411","2013-14","Black or African American ","2011-12 ","CMT","N/A "
"2284","0154411","2013-14","Hispanic or Latino ","2011-12 ","CMT","N/A "
"2285","0154411","2013-14","English Language Learners ","2011-12 ","CMT","N/A "
"2286","0154411","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","N/A "
"2287","0154411","2013-14","Students with Disabilities ","2011-12 ","CMT","N/A "
"2288","0154411","2013-14","High Needs ","2011-12 ","CMT","N/A "
"2289","0154411","2013-14","School ","2011-12 ","CMT","N/A "
"2290","0154411","2013-14","Black or African American ","2012-13 ","CMT","N/A "
"2291","0154411","2013-14","Hispanic or Latino ","2012-13 ","CMT","N/A "
"2292","0154411","2013-14","English Language Learners ","2012-13 ","CMT","N/A "
"2293","0154411","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","N/A "
"2294","0154411","2013-14","Students with Disabilities ","2012-13 ","CMT","N/A "
"2295","0154411","2013-14","High Needs ","2012-13 ","CMT","N/A "
"2296","0154411","2013-14","School ","2012-13 ","CMT","N/A "
"2297","0154511","2013-14","","2009-10 ","CMT",""
"2298","0154511","2013-14","Black or African American ","2009-10 ","CMT","78.3 "
"2299","0154511","2013-14","Hispanic or Latino ","2009-10 ","CMT","85.7 "
"2300","0154511","2013-14","English Language Learners ","2009-10 ","CMT",". "
"2301","0154511","2013-14","","2009-10 ","CMT",""
"2302","0154511","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","82.7 "
"2303","0154511","2013-14","Students with Disabilities ","2009-10 ","CMT",". "
"2304","0154511","2013-14","","2010-11","CMT",""
"2305","0154511","2013-14","Black or African American ","2010-11","CMT","81.9"
"2306","0154511","2013-14","Hispanic or Latino ","2010-11","CMT","84.7"
"2307","0154511","2013-14","English Language Learners ","2010-11","CMT","."
"2308","0154511","2013-14","","2010-11","CMT",""
"2309","0154511","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","84.2"
"2310","0154511","2013-14","Students with Disabilities ","2010-11","CMT","."
"2311","0154511","2013-14","","2011-12 ","CMT",""
"2312","0154511","2013-14","Black or African American ","2011-12 ","CMT","83.3 "
"2313","0154511","2013-14","Hispanic or Latino ","2011-12 ","CMT","87.0 "
"2314","0154511","2013-14","English Language Learners ","2011-12 ","CMT",". "
"2315","0154511","2013-14","","2011-12 ","CMT",""
"2316","0154511","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","85.4 "
"2317","0154511","2013-14","Students with Disabilities ","2011-12 ","CMT",". "
"2318","0154511","2013-14","","2012-13 ","CMT",""
"2319","0154511","2013-14","Black or African American ","2012-13 ","CMT","81.1 "
"2320","0154511","2013-14","Hispanic or Latino ","2012-13 ","CMT","82.0 "
"2321","0154511","2013-14","English Language Learners ","2012-13 ","CMT",". "
"2322","0154511","2013-14","","2012-13 ","CMT",""
"2323","0154511","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","81.8 "
"2324","0154511","2013-14","Students with Disabilities ","2012-13 ","CMT","53.2 "
"2325","0154611","2013-14","","2009-10 ","CMT",""
"2326","0154611","2013-14","Black or African American ","2009-10 ","CMT","88.5 "
"2327","0154611","2013-14","Hispanic or Latino ","2009-10 ","CMT","85.2 "
"2328","0154611","2013-14","English Language Learners ","2009-10 ","CMT","68.0 "
"2329","0154611","2013-14","","2009-10 ","CMT",""
"2330","0154611","2013-14","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT","87.4 "
"2331","0154611","2013-14","Students with Disabilities ","2009-10 ","CMT","42.9 "
"2332","0154611","2013-14","","2010-11","CMT",""
"2333","0154611","2013-14","Black or African American ","2010-11","CMT","86.6"
"2334","0154611","2013-14","Hispanic or Latino ","2010-11","CMT","87.1"
"2335","0154611","2013-14","English Language Learners ","2010-11","CMT","61.3"
"2336","0154611","2013-14","","2010-11","CMT",""
"2337","0154611","2013-14","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","88.5"
"2338","0154611","2013-14","Students with Disabilities ","2010-11","CMT","48.9"
"2339","0154611","2013-14","","2011-12 ","CMT",""
"2340","0154611","2013-14","Black or African American ","2011-12 ","CMT","87.7 "
"2341","0154611","2013-14","Hispanic or Latino ","2011-12 ","CMT","87.2 "
"2342","0154611","2013-14","English Language Learners ","2011-12 ","CMT","64.0 "
"2343","0154611","2013-14","","2011-12 ","CMT",""
"2344","0154611","2013-14","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT","88.5 "
"2345","0154611","2013-14","Students with Disabilities ","2011-12 ","CMT","48.0 "
"2346","0154611","2013-14","","2012-13 ","CMT",""
"2347","0154611","2013-14","Black or African American ","2012-13 ","CMT","85.6 "
"2348","0154611","2013-14","Hispanic or Latino ","2012-13 ","CMT","88.6 "
"2349","0154611","2013-14","English Language Learners ","2012-13 ","CMT",". "
"2350","0154611","2013-14","","2012-13 ","CMT",""
"2351","0154611","2013-14","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT","88.9 "
"2352","0154611","2013-14","Students with Disabilities ","2012-13 ","CMT","53.2 "
"2353","0156111","201314","Black or African American ","2009-10 ","CMT",". "
"2354","0156111","201314","Hispanic or Latino ","2009-10 ","CMT",". "
"2355","0156111","201314","English Language Learners ","2009-10 ","CMT",". "
"2356","0156111","201314","","2009-10 ","CMT",""
"2357","0156111","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT",". "
"2358","0156111","201314","Students with Disabilities ","2009-10 ","CMT",". "
"2359","0156111","201314","High Needs ","2009-10 ","CMT",". "
"2360","0156111","201314","Black or African American ","2010-11","CMT","."
"2361","0156111","201314","Hispanic or Latino ","2010-11","CMT","."
"2362","0156111","201314","English Language Learners ","2010-11","CMT","."
"2363","0156111","201314","","2010-11","CMT",""
"2364","0156111","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","."
"2365","0156111","201314","Students with Disabilities ","2010-11","CMT","."
"2366","0156111","201314","High Needs ","2010-11","CMT","."
"2367","0156111","201314","Black or African American ","2011-12 ","CMT",". "
"2368","0156111","201314","Hispanic or Latino ","2011-12 ","CMT",". "
"2369","0156111","201314","English Language Learners ","2011-12 ","CMT",". "
"2370","0156111","201314","","2011-12 ","CMT",""
"2371","0156111","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT",". "
"2372","0156111","201314","Students with Disabilities ","2011-12 ","CMT",". "
"2373","0156111","201314","High Needs ","2011-12 ","CMT",". "
"2374","0156111","201314","Black or African American ","2012-13 ","CMT",". "
"2375","0156111","201314","Hispanic or Latino ","2012-13 ","CMT",". "
"2376","0156111","201314","English Language Learners ","2012-13 ","CMT",". "
"2377","0156111","201314","","2012-13 ","CMT",""
"2378","0156111","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT",". "
"2379","0156111","201314","Students with Disabilities ","2012-13 ","CMT",". "
"2380","0156111","201314","High Needs ","2012-13 ","CMT",". "
"2381","0156111","201314","","2009-10 ","CAPT",""
"2382","0156111","201314","Black or African American ","2009-10 ","CAPT","20.8 "
"2383","0156111","201314","Hispanic or Latino ","2009-10 ","CAPT","19.5 "
"2384","0156111","201314","English Language Learners ","2009-10 ","CAPT","11.0 "
"2385","0156111","201314","","2009-10 ","CAPT",""
"2386","0156111","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CAPT","20.7 "
"2387","0156111","201314","Students with Disabilities ","2009-10 ","CAPT","7.9 "
"2388","0156111","201314","","2010-11","CAPT",""
"2389","0156111","201314","Black or African American ","2010-11","CAPT","33.1"
"2390","0156111","201314","Hispanic or Latino ","2010-11","CAPT","32.5"
"2391","0156111","201314","English Language Learners ","2010-11","CAPT","17.1"
"2392","0156111","201314","","2010-11","CAPT",""
"2393","0156111","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CAPT","32.5"
"2394","0156111","201314","Students with Disabilities ","2010-11","CAPT","."
"2395","0156111","201314","","2011-12 ","CAPT",""
"2396","0156111","201314","Black or African American ","2011-12 ","CAPT","32.2 "
"2397","0156111","201314","Hispanic or Latino ","2011-12 ","CAPT","32.9 "
"2398","0156111","201314","English Language Learners ","2011-12 ","CAPT","23.2 "
"2399","0156111","201314","","2011-12 ","CAPT",""
"2400","0156111","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CAPT","34.1 "
"2401","0156111","201314","Students with Disabilities ","2011-12 ","CAPT","14.1 "
"2402","0156111","201314","","2012-13 ","CAPT",""
"2403","0156111","201314","Black or African American ","2012-13 ","CAPT","28.8 "
"2404","0156111","201314","Hispanic or Latino ","2012-13 ","CAPT","31.8 "
"2405","0156111","201314","English Language Learners ","2012-13 ","CAPT","22.3 "
"2406","0156111","201314","","2012-13 ","CAPT",""
"2407","0156111","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CAPT","30.9 "
"2408","0156111","201314","Students with Disabilities ","2012-13 ","CAPT","12.7 "
"2409","0156211","201314","Black or African American ","2009-10 ","CMT",". "
"2410","0156211","201314","Hispanic or Latino ","2009-10 ","CMT",". "
"2411","0156211","201314","English Language Learners ","2009-10 ","CMT",". "
"2412","0156211","201314","","2009-10 ","CMT",""
"2413","0156211","201314","Eligible for Free or Reduced-Price Meals ","2009-10 ","CMT",". "
"2414","0156211","201314","Students with Disabilities ","2009-10 ","CMT",". "
"2415","0156211","201314","High Needs ","2009-10 ","CMT",". "
"2416","0156211","201314","Black or African American ","2010-11","CMT","."
"2417","0156211","201314","Hispanic or Latino ","2010-11","CMT","."
"2418","0156211","201314","English Language Learners ","2010-11","CMT","."
"2419","0156211","201314","","2010-11","CMT",""
"2420","0156211","201314","Eligible for Free or Reduced-Price Meals ","2010-11","CMT","."
"2421","0156211","201314","Students with Disabilities ","2010-11","CMT","."
"2422","0156211","201314","High Needs ","2010-11","CMT","."
"2423","0156211","201314","Black or African American ","2011-12 ","CMT",". "
"2424","0156211","201314","Hispanic or Latino ","2011-12 ","CMT",". "
"2425","0156211","201314","English Language Learners ","2011-12 ","CMT",". "
"2426","0156211","201314","","2011-12 ","CMT",""
"2427","0156211","201314","Eligible for Free or Reduced-Price Meals ","2011-12 ","CMT",". "
"2428","0156211","201314","Students with Disabilities ","2011-12 ","CMT",". "
"2429","0156211","201314","High Needs ","2011-12 ","CMT",". "
"2430","0156211","201314","Black or African American ","2012-13 ","CMT",". "
"2431","0156211","201314","Hispanic or Latino ","2012-13 ","CMT",". "
"2432","0156211","201314","English Language Learners ","2012-13 ","CMT",". "
"2433","0156211","201314","","2012-13 ","CMT",""
"2434","0156211","201314","Eligible for Free or Reduced-Price Meals ","2012-13 ","CMT",". "
"2435","0156211","201314","Students with Disabilities ","2012-13 ","CMT",". "
"2436","0156211","201314","High Needs ","2012-13 ","CMT",". "
