"","category","count","rate","school_id","year"
"2869","Autism "," ","","0154511","201314"
"2870","Emotional Disturbance "," ","","0154511","201314"
"2871","Intellectual Disability "," ","","0154511","201314"
"2872","Learning Disability "," ","","0154511","201314"
"2873","Other Health Impairment ","6 ","","0154511","201314"
"2874","Other Disabilities "," ","","0154511","201314"
"2875","Speech/Language Impairment "," ","","0154511","201314"
"2876","School ","15 ","65.2","0154511","201314"
"2877","District ","","38.2","0154511","201314"
"2878","Autism ","9 ","","0154511","201415"
"2879","Emotional Disturbance "," ","","0154511","201415"
"2880","Intellectual Disability "," ","","0154511","201415"
"2881","Learning Disability ","6 ","","0154511","201415"
"2882","Other Health Impairment "," ","","0154511","201415"
"2883","Other Disabilities "," ","","0154511","201415"
"2884","Speech/Language Impairment "," ","","0154511","201415"
"2885","School ","22 ","84.6","0154511","201415"
"2886","District ","","71.7","0154511","201415"
"2887","Autism ","9 ","","0154511","201415"
"2888","Emotional Disturbance "," ","","0154511","201415"
"2889","Intellectual Disability "," ","","0154511","201415"
"2890","Learning Disability ","6 ","","0154511","201415"
"2891","Other Health Impairment "," ","","0154511","201415"
"2892","Other Disabilities "," ","","0154511","201415"
"2893","Speech/Language Impairment "," ","","0154511","201415"
"2894","School ","22 ","84.6","0154511","201415"
"2895","District ","","71.7","0154511","201415"
"2896","Autism ","0 ","0.0","0154511","201516"
"2897","Emotional Disturbance "," ","","0154511","201516"
"2898","Intellectual Disability "," ","","0154511","201516"
"2899","Learning Disability "," ","","0154511","201516"
"2900","Other Health Impairment "," ","","0154511","201516"
"2901","Other Disabilities "," ","","0154511","201516"
"2902","Speech/Language Impairment ","6 ","","0154511","201516"
"2903","School ","14 ","50.0","0154511","201516"
"2904","District ","","52.7","0154511","201516"
"2905","Autism ","0 ","0.0","0154511","201516"
"2906","Emotional Disturbance "," ","","0154511","201516"
"2907","Intellectual Disability "," ","","0154511","201516"
"2908","Learning Disability "," ","","0154511","201516"
"2909","Other Health Impairment "," ","","0154511","201516"
"2910","Other Disabilities "," ","","0154511","201516"
"2911","Speech/Language Impairment ","6 ","","0154511","201516"
"2912","School ","14 ","50.0","0154511","201516"
"2913","District ","","52.7","0154511","201516"
"2914","Autism ","0 ","0.0","0154611","201314"
"2915","Emotional Disturbance "," ","","0154611","201314"
"2916","Intellectual Disability "," ","","0154611","201314"
"2917","Learning Disability "," ","","0154611","201314"
"2918","Other Health Impairment "," ","","0154611","201314"
"2919","Other Disabilities ","0 ","0.0","0154611","201314"
"2920","Speech/Language Impairment "," ","","0154611","201314"
"2921","School ","12 ","35.2","0154611","201314"
"2922","District ","","38.2","0154611","201314"
"2923","Autism "," ","","0154611","201415"
"2924","Emotional Disturbance "," ","","0154611","201415"
"2925","Intellectual Disability ","8 ","","0154611","201415"
"2926","Learning Disability ","7 ","","0154611","201415"
"2927","Other Health Impairment "," ","","0154611","201415"
"2928","Other Disabilities "," ","","0154611","201415"
"2929","Speech/Language Impairment "," ","","0154611","201415"
"2930","School ","32 ","91.4","0154611","201415"
"2931","District ","","71.7","0154611","201415"
"2932","Autism "," ","","0154611","201415"
"2933","Emotional Disturbance "," ","","0154611","201415"
"2934","Intellectual Disability ","8 ","","0154611","201415"
"2935","Learning Disability ","7 ","","0154611","201415"
"2936","Other Health Impairment "," ","","0154611","201415"
"2937","Other Disabilities "," ","","0154611","201415"
"2938","Speech/Language Impairment "," ","","0154611","201415"
"2939","School ","32 ","91.4","0154611","201415"
"2940","District ","","71.7","0154611","201415"
"2941","Autism "," ","","0154611","201516"
"2942","Emotional Disturbance "," ","","0154611","201516"
"2943","Intellectual Disability "," ","","0154611","201516"
"2944","Learning Disability "," ","","0154611","201516"
"2945","Other Health Impairment "," ","","0154611","201516"
"2946","Other Disabilities ","0 ","0.0","0154611","201516"
"2947","Speech/Language Impairment "," ","","0154611","201516"
"2948","School ","12 ","40.0","0154611","201516"
"2949","District ","","52.7","0154611","201516"
"2950","Autism "," ","","0154611","201516"
"2951","Emotional Disturbance "," ","","0154611","201516"
"2952","Intellectual Disability "," ","","0154611","201516"
"2953","Learning Disability "," ","","0154611","201516"
"2954","Other Health Impairment "," ","","0154611","201516"
"2955","Other Disabilities ","0 ","0.0","0154611","201516"
"2956","Speech/Language Impairment "," ","","0154611","201516"
"2957","School ","12 ","40.0","0154611","201516"
"2958","District ","","52.7","0154611","201516"
"2959","Autism ","7 ","26.9","0156111","201314"
"2960","Emotional Disturbance ","8 ","34.7","0156111","201314"
"2961","Intellectual Disability "," ","","0156111","201314"
"2962","Learning Disability ","20 ","27.3","0156111","201314"
"2963","Other Health Impairment ","9 ","28.1","0156111","201314"
"2964","Other Disabilities "," ","","0156111","201314"
"2965","Speech/Language Impairment "," ","","0156111","201314"
"2966","School ","53 ","26.5","0156111","201314"
"2967","District ","","38.2","0156111","201314"
"2968","Autism ","25","89.2","0156111","201415"
"2969","Emotional Disturbance ","14","53.8","0156111","201415"
"2970","Intellectual Disability ","15","71.4","0156111","201415"
"2971","Learning Disability ","67","73.6","0156111","201415"
"2972","Other Health Impairment ","20","57.1","0156111","201415"
"2973","Other Disabilities ","9","","0156111","201415"
"2974","Speech/Language Impairment ","10","","0156111","201415"
"2975","School ","160","68.9","0156111","201415"
"2976","District ",NA,"71.7","0156111","201415"
"2977","Autism ","10 ","43.5","0156111","201516"
"2978","Emotional Disturbance ","14 ","66.7","0156111","201516"
"2979","Intellectual Disability "," ","","0156111","201516"
"2980","Learning Disability ","53 ","55.2","0156111","201516"
"2981","Other Health Impairment ","12 ","40.0","0156111","201516"
"2982","Other Disabilities "," ","","0156111","201516"
"2983","Speech/Language Impairment ","9 ","","0156111","201516"
"2984","School ","101 ","46.1","0156111","201516"
"2985","District ","","52.7","0156111","201516"
"2986","Autism "," ","","0156211","201314"
"2987","Emotional Disturbance ","8 ","","0156211","201314"
"2988","Intellectual Disability "," ","","0156211","201314"
"2989","Learning Disability ","39 ","36.7","0156211","201314"
"2990","Other Health Impairment ","16 ","38.0","0156211","201314"
"2991","Other Disabilities "," ","","0156211","201314"
"2992","Speech/Language Impairment "," ","","0156211","201314"
"2993","School ","75 ","32.6","0156211","201314"
"2994","District ","","38.2","0156211","201314"
"2995","Autism ","9","","0156211","201415"
"2996","Emotional Disturbance ","22","66.6","0156211","201415"
"2997","Intellectual Disability ","10","","0156211","201415"
"2998","Learning Disability ","91","81.2","0156211","201415"
"2999","Other Health Impairment ","30","78.9","0156211","201415"
"3000","Other Disabilities ","18","64.2","0156211","201415"
"3001","Speech/Language Impairment ","11","","0156211","201415"
"3002","School ","191","75.1","0156211","201415"
"3003","District ",NA,"71.7","0156211","201415"
"3004","Autism "," ","","0156211","201516"
"3005","Emotional Disturbance ","12 ","60.0","0156211","201516"
"3006","Intellectual Disability "," ","","0156211","201516"
"3007","Learning Disability ","73 ","67.0","0156211","201516"
"3008","Other Health Impairment ","17 ","58.6","0156211","201516"
"3009","Other Disabilities ","9 ","31.0","0156211","201516"
"3010","Speech/Language Impairment ","7 ","","0156211","201516"
"3011","School ","124 ","54.4","0156211","201516"
"3012","District ","","52.7","0156211","201516"
"3013","Autism "," ","","0156311","201314"
"3014","Emotional Disturbance ","6 ","","0156311","201314"
"3015","Intellectual Disability "," ","","0156311","201314"
"3016","Learning Disability ","26 ","27.9","0156311","201314"
"3017","Other Health Impairment ","9 ","31.0","0156311","201314"
"3018","Other Disabilities "," ","","0156311","201314"
"3019","Speech/Language Impairment "," ","","0156311","201314"
"3020","School ","47 ","25.9","0156311","201314"
"3021","District ","","38.2","0156311","201314"
"3022","Autism "," ","","0156311","201415"
"3023","Emotional Disturbance ","15 ","75.0","0156311","201415"
"3024","Intellectual Disability ","15 ","75.0","0156311","201415"
"3025","Learning Disability ","101 ","87.0","0156311","201415"
"3026","Other Health Impairment ","27 ","79.4","0156311","201415"
"3027","Other Disabilities ","10 ","","0156311","201415"
"3028","Speech/Language Impairment "," ","","0156311","201415"
"3029","School ","175 ","82.9","0156311","201415"
"3030","District ","","71.7","0156311","201415"
"3031","Autism "," ","","0156311","201516"
"3032","Emotional Disturbance ","13 ","52.0","0156311","201516"
"3033","Intellectual Disability "," ","","0156311","201516"
"3034","Learning Disability ","83 ","76.9","0156311","201516"
"3035","Other Health Impairment ","17 ","54.8","0156311","201516"
"3036","Other Disabilities "," ","","0156311","201516"
"3037","Speech/Language Impairment "," ","","0156311","201516"
"3038","School ","121 ","59.6","0156311","201516"
"3039","District ","","52.7","0156311","201516"
"3040","Autism "," ","","0170311","201314"
"3041","Emotional Disturbance "," ","","0170311","201314"
"3042","Intellectual Disability "," ","","0170311","201314"
"3043","Learning Disability ","13 ","","0170311","201314"
"3044","Other Health Impairment "," ","","0170311","201314"
"3045","Other Disabilities "," ","","0170311","201314"
"3046","Speech/Language Impairment ","18 ","","0170311","201314"
"3047","School ","40 ","100.0","0170311","201314"
"3048","District ","","58.5","0170311","201314"
"3049","Autism "," ","","0170311","201415"
"3050","Emotional Disturbance "," ","","0170311","201415"
"3051","Intellectual Disability "," ","","0170311","201415"
"3052","Learning Disability ","11 ","","0170311","201415"
"3053","Other Health Impairment ","6 ","","0170311","201415"
"3054","Other Disabilities "," ","","0170311","201415"
"3055","Speech/Language Impairment ","17 ","","0170311","201415"
"3056","School ","35 ","94.5","0170311","201415"
"3057","District ","","61.2","0170311","201415"
"3058","Autism "," ","","0170311","201415"
"3059","Emotional Disturbance "," ","","0170311","201415"
"3060","Intellectual Disability "," ","","0170311","201415"
"3061","Learning Disability ","11 ","","0170311","201415"
"3062","Other Health Impairment ","6 ","","0170311","201415"
"3063","Other Disabilities "," ","","0170311","201415"
"3064","Speech/Language Impairment ","17 ","","0170311","201415"
"3065","School ","35 ","94.5","0170311","201415"
"3066","District ","","61.2","0170311","201415"
"3067","Autism "," ","","0170311","201516"
"3068","Emotional Disturbance "," ","","0170311","201516"
"3069","Intellectual Disability "," ","","0170311","201516"
"3070","Learning Disability ","9 ","","0170311","201516"
"3071","Other Health Impairment "," ","","0170311","201516"
"3072","Other Disabilities "," ","","0170311","201516"
"3073","Speech/Language Impairment ","7 ","","0170311","201516"
"3074","School ","25 ","86.2","0170311","201516"
"3075","District ","","56.2","0170311","201516"
"3076","Autism "," ","","0170311","201516"
"3077","Emotional Disturbance "," ","","0170311","201516"
"3078","Intellectual Disability "," ","","0170311","201516"
"3079","Learning Disability ","9 ","","0170311","201516"
"3080","Other Health Impairment "," ","","0170311","201516"
"3081","Other Disabilities "," ","","0170311","201516"
"3082","Speech/Language Impairment ","7 ","","0170311","201516"
"3083","School ","25 ","86.2","0170311","201516"
"3084","District ","","56.2","0170311","201516"
"3085","Autism "," ","","0170411","201415"
"3086","Emotional Disturbance "," ","","0170411","201415"
"3087","Intellectual Disability "," ","","0170411","201415"
"3088","Learning Disability "," ","","0170411","201415"
"3089","Other Health Impairment "," ","","0170411","201415"
"3090","Other Disabilities "," ","","0170411","201415"
"3091","Speech/Language Impairment "," ","","0170411","201415"
"3092","School "," ","","0170411","201415"
"3093","District ","","61.2","0170411","201415"
"3094","Autism "," ","","0170411","201415"
"3095","Emotional Disturbance "," ","","0170411","201415"
"3096","Intellectual Disability "," ","","0170411","201415"
"3097","Learning Disability "," ","","0170411","201415"
"3098","Other Health Impairment "," ","","0170411","201415"
"3099","Other Disabilities "," ","","0170411","201415"
"3100","Speech/Language Impairment "," ","","0170411","201415"
"3101","School "," ","","0170411","201415"
"3102","District ","","61.2","0170411","201415"
"3103","Autism "," ","","0170411","201516"
"3104","Emotional Disturbance "," ","","0170411","201516"
"3105","Intellectual Disability "," ","","0170411","201516"
"3106","Learning Disability "," ","","0170411","201516"
"3107","Other Health Impairment "," ","","0170411","201516"
"3108","Other Disabilities "," ","","0170411","201516"
"3109","Speech/Language Impairment "," ","","0170411","201516"
"3110","School "," ","","0170411","201516"
"3111","District ","","56.2","0170411","201516"
"3112","Autism "," ","","0170411","201516"
"3113","Emotional Disturbance "," ","","0170411","201516"
"3114","Intellectual Disability "," ","","0170411","201516"
"3115","Learning Disability "," ","","0170411","201516"
"3116","Other Health Impairment "," ","","0170411","201516"
"3117","Other Disabilities "," ","","0170411","201516"
"3118","Speech/Language Impairment "," ","","0170411","201516"
"3119","School "," ","","0170411","201516"
"3120","District ","","56.2","0170411","201516"
"3121","Autism "," ","","0170511","201314"
"3122","Emotional Disturbance "," ","","0170511","201314"
"3123","Intellectual Disability "," ","","0170511","201314"
"3124","Learning Disability ","42 ","97.6","0170511","201314"
"3125","Other Health Impairment ","19 ","82.6","0170511","201314"
"3126","Other Disabilities "," ","","0170511","201314"
"3127","Speech/Language Impairment ","13 ","","0170511","201314"
"3128","School ","81 ","85.2","0170511","201314"
"3129","District ","","58.5","0170511","201314"
"3130","Autism "," ","","0170511","201415"
"3131","Emotional Disturbance ","6 ","","0170511","201415"
"3132","Intellectual Disability "," ","","0170511","201415"
"3133","Learning Disability ","54 ","100.0","0170511","201415"
"3134","Other Health Impairment ","19 ","95.0","0170511","201415"
"3135","Other Disabilities ","0 ","0.0","0170511","201415"
"3136","Speech/Language Impairment ","16 ","","0170511","201415"
"3137","School ","98 ","91.5","0170511","201415"
"3138","District ","","61.2","0170511","201415"
"3139","Autism "," ","","0170511","201415"
"3140","Emotional Disturbance ","6 ","","0170511","201415"
"3141","Intellectual Disability "," ","","0170511","201415"
"3142","Learning Disability ","54 ","100.0","0170511","201415"
"3143","Other Health Impairment ","19 ","95.0","0170511","201415"
"3144","Other Disabilities ","0 ","0.0","0170511","201415"
"3145","Speech/Language Impairment ","16 ","","0170511","201415"
"3146","School ","98 ","91.5","0170511","201415"
"3147","District ","","61.2","0170511","201415"
"3148","Autism "," ","","0170511","201516"
"3149","Emotional Disturbance ","7 ","","0170511","201516"
"3150","Intellectual Disability "," ","","0170511","201516"
"3151","Learning Disability ","55 ","88.7","0170511","201516"
"3152","Other Health Impairment ","15 ","","0170511","201516"
"3153","Other Disabilities "," ","","0170511","201516"
"3154","Speech/Language Impairment ","8 ","","0170511","201516"
"3155","School ","89 ","84.0","0170511","201516"
"3156","District ","","56.2","0170511","201516"
"3157","Autism "," ","","0170511","201516"
"3158","Emotional Disturbance ","7 ","","0170511","201516"
"3159","Intellectual Disability "," ","","0170511","201516"
"3160","Learning Disability ","55 ","88.7","0170511","201516"
"3161","Other Health Impairment ","15 ","","0170511","201516"
"3162","Other Disabilities "," ","","0170511","201516"
"3163","Speech/Language Impairment ","8 ","","0170511","201516"
"3164","School ","89 ","84.0","0170511","201516"
"3165","District ","","56.2","0170511","201516"
"3166","Autism "," ","","0171111","201314"
"3167","Emotional Disturbance ","0 ","0.0","0171111","201314"
"3168","Intellectual Disability "," ","","0171111","201314"
"3169","Learning Disability ","18 ","90.0","0171111","201314"
"3170","Other Health Impairment ","7 ","","0171111","201314"
"3171","Other Disabilities "," ","","0171111","201314"
"3172","Speech/Language Impairment ","10 ","","0171111","201314"
"3173","School ","38 ","67.8","0171111","201314"
"3174","District ","","58.5","0171111","201314"
"3175","Autism "," ","","0171111","201415"
"3176","Emotional Disturbance ","0 ","0.0","0171111","201415"
"3177","Intellectual Disability "," ","","0171111","201415"
"3178","Learning Disability ","19 ","86.3","0171111","201415"
"3179","Other Health Impairment "," ","","0171111","201415"
"3180","Other Disabilities "," ","","0171111","201415"
"3181","Speech/Language Impairment ","15 ","","0171111","201415"
"3182","School ","44 ","80.0","0171111","201415"
"3183","District ","","61.2","0171111","201415"
"3184","Autism "," ","","0171111","201415"
"3185","Emotional Disturbance ","0 ","0.0","0171111","201415"
"3186","Intellectual Disability "," ","","0171111","201415"
"3187","Learning Disability ","19 ","86.3","0171111","201415"
"3188","Other Health Impairment "," ","","0171111","201415"
"3189","Other Disabilities "," ","","0171111","201415"
"3190","Speech/Language Impairment ","15 ","","0171111","201415"
"3191","School ","44 ","80.0","0171111","201415"
"3192","District ","","61.2","0171111","201415"
"3193","Autism "," ","","0171111","201516"
"3194","Emotional Disturbance "," ","","0171111","201516"
"3195","Intellectual Disability "," ","","0171111","201516"
"3196","Learning Disability ","21 ","87.5","0171111","201516"
"3197","Other Health Impairment "," ","","0171111","201516"
"3198","Other Disabilities ","0 ","0.0","0171111","201516"
"3199","Speech/Language Impairment ","10 ","","0171111","201516"
"3200","School ","37 ","82.2","0171111","201516"
"3201","District ","","56.2","0171111","201516"
"3202","Autism "," ","","0171111","201516"
"3203","Emotional Disturbance "," ","","0171111","201516"
"3204","Intellectual Disability "," ","","0171111","201516"
"3205","Learning Disability ","21 ","87.5","0171111","201516"
"3206","Other Health Impairment "," ","","0171111","201516"
"3207","Other Disabilities ","0 ","0.0","0171111","201516"
"3208","Speech/Language Impairment ","10 ","","0171111","201516"
"3209","School ","37 ","82.2","0171111","201516"
"3210","District ","","56.2","0171111","201516"
"3211","Autism ","7 ","","0171211","201314"
"3212","Emotional Disturbance "," ","","0171211","201314"
"3213","Intellectual Disability "," ","","0171211","201314"
"3214","Learning Disability ","23 ","100.0","0171211","201314"
"3215","Other Health Impairment "," ","","0171211","201314"
"3216","Other Disabilities "," ","","0171211","201314"
"3217","Speech/Language Impairment ","10 ","","0171211","201314"
"3218","School ","48 ","76.1","0171211","201314"
"3219","District ","","58.5","0171211","201314"
"3220","Autism ","6 ","","0171211","201415"
"3221","Emotional Disturbance "," ","","0171211","201415"
"3222","Intellectual Disability "," ","","0171211","201415"
"3223","Learning Disability ","31 ","100.0","0171211","201415"
"3224","Other Health Impairment ","12 ","","0171211","201415"
"3225","Other Disabilities ","0 ","0.0","0171211","201415"
"3226","Speech/Language Impairment "," ","","0171211","201415"
"3227","School ","55 ","88.7","0171211","201415"
"3228","District ","","61.2","0171211","201415"
"3229","Autism ","6 ","","0171211","201415"
"3230","Emotional Disturbance "," ","","0171211","201415"
"3231","Intellectual Disability "," ","","0171211","201415"
"3232","Learning Disability ","31 ","100.0","0171211","201415"
"3233","Other Health Impairment ","12 ","","0171211","201415"
"3234","Other Disabilities ","0 ","0.0","0171211","201415"
"3235","Speech/Language Impairment "," ","","0171211","201415"
"3236","School ","55 ","88.7","0171211","201415"
"3237","District ","","61.2","0171211","201415"
"3238","Autism "," ","","0171211","201516"
"3239","Emotional Disturbance "," ","","0171211","201516"
"3240","Intellectual Disability "," ","","0171211","201516"
"3241","Learning Disability ","24 ","100.0","0171211","201516"
"3242","Other Health Impairment ","10 ","","0171211","201516"
"3243","Other Disabilities "," ","","0171211","201516"
"3244","Speech/Language Impairment "," ","","0171211","201516"
"3245","School ","41 ","91.1","0171211","201516"
"3246","District ","","56.2","0171211","201516"
"3247","Autism "," ","","0171211","201516"
"3248","Emotional Disturbance "," ","","0171211","201516"
"3249","Intellectual Disability "," ","","0171211","201516"
"3250","Learning Disability ","24 ","100.0","0171211","201516"
"3251","Other Health Impairment ","10 ","","0171211","201516"
"3252","Other Disabilities "," ","","0171211","201516"
"3253","Speech/Language Impairment "," ","","0171211","201516"
"3254","School ","41 ","91.1","0171211","201516"
"3255","District ","","56.2","0171211","201516"
"3256","Autism "," ","","0171411","201314"
"3257","Emotional Disturbance "," ","","0171411","201314"
"3258","Intellectual Disability "," ","","0171411","201314"
"3259","Learning Disability ","10 ","","0171411","201314"
"3260","Other Health Impairment "," ","","0171411","201314"
"3261","Other Disabilities "," ","","0171411","201314"
"3262","Speech/Language Impairment "," ","","0171411","201314"
"3263","School ","18 ","52.9","0171411","201314"
"3264","District ","","58.5","0171411","201314"
"3265","Autism "," ","","0171411","201415"
"3266","Emotional Disturbance "," ","","0171411","201415"
"3267","Intellectual Disability "," ","","0171411","201415"
"3268","Learning Disability ","10 ","","0171411","201415"
"3269","Other Health Impairment "," ","","0171411","201415"
"3270","Other Disabilities "," ","","0171411","201415"
"3271","Speech/Language Impairment "," ","","0171411","201415"
"3272","School ","19 ","63.3","0171411","201415"
"3273","District ","","61.2","0171411","201415"
"3274","Autism "," ","","0171411","201415"
"3275","Emotional Disturbance "," ","","0171411","201415"
"3276","Intellectual Disability "," ","","0171411","201415"
"3277","Learning Disability ","10 ","","0171411","201415"
"3278","Other Health Impairment "," ","","0171411","201415"
"3279","Other Disabilities "," ","","0171411","201415"
"3280","Speech/Language Impairment "," ","","0171411","201415"
"3281","School ","19 ","63.3","0171411","201415"
"3282","District ","","61.2","0171411","201415"
"3283","Autism "," ","","0171411","201516"
"3284","Emotional Disturbance "," ","","0171411","201516"
"3285","Intellectual Disability "," ","","0171411","201516"
"3286","Learning Disability ","11 ","","0171411","201516"
"3287","Other Health Impairment "," ","","0171411","201516"
"3288","Other Disabilities "," ","","0171411","201516"
"3289","Speech/Language Impairment ","8 ","","0171411","201516"
"3290","School ","25 ","83.3","0171411","201516"
"3291","District ","","56.2","0171411","201516"
"3292","Autism "," ","","0171411","201516"
"3293","Emotional Disturbance "," ","","0171411","201516"
"3294","Intellectual Disability "," ","","0171411","201516"
"3295","Learning Disability ","11 ","","0171411","201516"
"3296","Other Health Impairment "," ","","0171411","201516"
"3297","Other Disabilities "," ","","0171411","201516"
"3298","Speech/Language Impairment ","8 ","","0171411","201516"
"3299","School ","25 ","83.3","0171411","201516"
"3300","District ","","56.2","0171411","201516"
"3301","Autism "," ","","0171711","201314"
"3302","Emotional Disturbance ","0 ","0.0","0171711","201314"
"3303","Intellectual Disability "," ","","0171711","201314"
"3304","Learning Disability "," ","","0171711","201314"
"3305","Other Health Impairment ","15 ","65.2","0171711","201314"
"3306","Other Disabilities ","0 ","0.0","0171711","201314"
"3307","Speech/Language Impairment "," ","","0171711","201314"
"3308","School ","33 ","70.2","0171711","201314"
"3309","District ","","58.5","0171711","201314"
"3310","Autism "," ","","0171711","201415"
"3311","Emotional Disturbance "," ","","0171711","201415"
"3312","Intellectual Disability "," ","","0171711","201415"
"3313","Learning Disability ","15 ","","0171711","201415"
"3314","Other Health Impairment ","12 ","","0171711","201415"
"3315","Other Disabilities "," ","","0171711","201415"
"3316","Speech/Language Impairment "," ","","0171711","201415"
"3317","School ","32 ","91.4","0171711","201415"
"3318","District ","","61.2","0171711","201415"
"3319","Autism "," ","","0171711","201415"
"3320","Emotional Disturbance "," ","","0171711","201415"
"3321","Intellectual Disability "," ","","0171711","201415"
"3322","Learning Disability ","15 ","","0171711","201415"
"3323","Other Health Impairment ","12 ","","0171711","201415"
"3324","Other Disabilities "," ","","0171711","201415"
"3325","Speech/Language Impairment "," ","","0171711","201415"
"3326","School ","32 ","91.4","0171711","201415"
"3327","District ","","61.2","0171711","201415"
"3328","Autism "," ","","0171711","201516"
"3329","Emotional Disturbance "," ","","0171711","201516"
"3330","Intellectual Disability "," ","","0171711","201516"
"3331","Learning Disability ","13 ","","0171711","201516"
"3332","Other Health Impairment ","11 ","","0171711","201516"
"3333","Other Disabilities "," ","","0171711","201516"
"3334","Speech/Language Impairment "," ","","0171711","201516"
"3335","School ","33 ","97.1","0171711","201516"
"3336","District ","","56.2","0171711","201516"
"3337","Autism "," ","","0171711","201516"
"3338","Emotional Disturbance "," ","","0171711","201516"
"3339","Intellectual Disability "," ","","0171711","201516"
"3340","Learning Disability ","13 ","","0171711","201516"
"3341","Other Health Impairment ","11 ","","0171711","201516"
"3342","Other Disabilities "," ","","0171711","201516"
"3343","Speech/Language Impairment "," ","","0171711","201516"
"3344","School ","33 ","97.1","0171711","201516"
"3345","District ","","56.2","0171711","201516"
"3346","Autism "," ","","0171911","201314"
"3347","Emotional Disturbance "," ","","0171911","201314"
"3348","Intellectual Disability "," ","","0171911","201314"
"3349","Learning Disability ","13 ","","0171911","201314"
"3350","Other Health Impairment ","9 ","","0171911","201314"
"3351","Other Disabilities ","0 ","0.0","0171911","201314"
"3352","Speech/Language Impairment ","12 ","","0171911","201314"
"3353","School ","36 ","83.7","0171911","201314"
"3354","District ","","58.5","0171911","201314"
"3355","Autism "," ","","0171911","201415"
"3356","Emotional Disturbance "," ","","0171911","201415"
"3357","Intellectual Disability "," ","","0171911","201415"
"3358","Learning Disability ","14 ","","0171911","201415"
"3359","Other Health Impairment ","16 ","","0171911","201415"
"3360","Other Disabilities "," ","","0171911","201415"
"3361","Speech/Language Impairment ","8 ","","0171911","201415"
"3362","School ","43 ","97.7","0171911","201415"
"3363","District ","","61.2","0171911","201415"
"3364","Autism "," ","","0171911","201415"
"3365","Emotional Disturbance "," ","","0171911","201415"
"3366","Intellectual Disability "," ","","0171911","201415"
"3367","Learning Disability ","14 ","","0171911","201415"
"3368","Other Health Impairment ","16 ","","0171911","201415"
"3369","Other Disabilities "," ","","0171911","201415"
"3370","Speech/Language Impairment ","8 ","","0171911","201415"
"3371","School ","43 ","97.7","0171911","201415"
"3372","District ","","61.2","0171911","201415"
"3373","Autism ","0 ","0.0","0171911","201516"
"3374","Emotional Disturbance "," ","","0171911","201516"
"3375","Intellectual Disability "," ","","0171911","201516"
"3376","Learning Disability ","17 ","","0171911","201516"
"3377","Other Health Impairment ","17 ","","0171911","201516"
"3378","Other Disabilities "," ","","0171911","201516"
"3379","Speech/Language Impairment "," ","","0171911","201516"
"3380","School ","42 ","93.3","0171911","201516"
"3381","District ","","56.2","0171911","201516"
"3382","Autism ","0 ","0.0","0171911","201516"
"3383","Emotional Disturbance "," ","","0171911","201516"
"3384","Intellectual Disability "," ","","0171911","201516"
"3385","Learning Disability ","17 ","","0171911","201516"
"3386","Other Health Impairment ","17 ","","0171911","201516"
"3387","Other Disabilities "," ","","0171911","201516"
"3388","Speech/Language Impairment "," ","","0171911","201516"
"3389","School ","42 ","93.3","0171911","201516"
"3390","District ","","56.2","0171911","201516"
"3391","Autism "," ","","0172011","201314"
"3392","Emotional Disturbance "," ","","0172011","201314"
"3393","Intellectual Disability "," ","","0172011","201314"
"3394","Learning Disability ","59 ","98.3","0172011","201314"
"3395","Other Health Impairment ","19 ","95.0","0172011","201314"
"3396","Other Disabilities "," ","","0172011","201314"
"3397","Speech/Language Impairment ","14 ","","0172011","201314"
"3398","School ","96 ","96.9","0172011","201314"
"3399","District ","","58.5","0172011","201314"
"3400","Autism "," ","","0172011","201415"
"3401","Emotional Disturbance "," ","","0172011","201415"
"3402","Intellectual Disability "," ","","0172011","201415"
"3403","Learning Disability ","57 ","96.6","0172011","201415"
"3404","Other Health Impairment ","23 ","95.8","0172011","201415"
"3405","Other Disabilities "," ","","0172011","201415"
"3406","Speech/Language Impairment ","11 ","","0172011","201415"
"3407","School ","96 ","95.0","0172011","201415"
"3408","District ","","61.2","0172011","201415"
"3409","Autism "," ","","0172011","201415"
"3410","Emotional Disturbance "," ","","0172011","201415"
"3411","Intellectual Disability "," ","","0172011","201415"
"3412","Learning Disability ","57 ","96.6","0172011","201415"
"3413","Other Health Impairment ","23 ","95.8","0172011","201415"
"3414","Other Disabilities "," ","","0172011","201415"
"3415","Speech/Language Impairment ","11 ","","0172011","201415"
"3416","School ","96 ","95.0","0172011","201415"
"3417","District ","","61.2","0172011","201415"
"3418","Autism "," ","","0172011","201516"
"3419","Emotional Disturbance "," ","","0172011","201516"
"3420","Intellectual Disability "," ","","0172011","201516"
"3421","Learning Disability ","58 ","100.0","0172011","201516"
"3422","Other Health Impairment ","30 ","90.9","0172011","201516"
"3423","Other Disabilities "," ","","0172011","201516"
"3424","Speech/Language Impairment ","15 ","","0172011","201516"
"3425","School ","113 ","95.0","0172011","201516"
"3426","District ","","56.2","0172011","201516"
"3427","Autism "," ","","0172011","201516"
"3428","Emotional Disturbance "," ","","0172011","201516"
"3429","Intellectual Disability "," ","","0172011","201516"
"3430","Learning Disability ","58 ","100.0","0172011","201516"
"3431","Other Health Impairment ","30 ","90.9","0172011","201516"
"3432","Other Disabilities "," ","","0172011","201516"
"3433","Speech/Language Impairment ","15 ","","0172011","201516"
"3434","School ","113 ","95.0","0172011","201516"
"3435","District ","","56.2","0172011","201516"
"3436","Autism "," ","","0175111","201314"
