"District","District Code","School","School Code","Special Education Status","Count","%"
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""","Students with Disabilities","N/A","N/A"
"Middletown School District","=""0830011""","Bielefield School","=""0830211""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","Evening Program - MHS","=""0831611""","Students with Disabilities","N/A","*"
"Middletown School District","=""0830011""","Farm Hill School","=""0830511""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","ICM - Farm Hill","=""0830611""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","ICM - Lawrence","=""0830711""","Students with Disabilities","N/A","*"
"Middletown School District","=""0830011""","ICM - Macdonough","=""0831011""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","ICM - Wesley","=""0830811""","Students with Disabilities","N/A","*"
"Middletown School District","=""0830011""","ICM- Woodrow Wilson Middle School","=""0830411""","Students with Disabilities","N/A","*"
"Middletown School District","=""0830011""","Keigwin Middle School","=""0831511""","Students with Disabilities",16,37.2
"Middletown School District","=""0830011""","Lawrence School","=""0831311""","Students with Disabilities","N/A","*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 1","=""0831811""","Students with Disabilities",6,"*"
"Middletown School District","=""0830011""","MHS - Alternative Education Program 2","=""0831911""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","MacDonough School","=""0830911""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Students with Disabilities",42,30.2
"Middletown School District","=""0830011""","Moody School","=""0831211""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","OASIS","=""0830311""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","Snow School","=""0831111""","Students with Disabilities","*","*"
"Middletown School District","=""0830011""","Spencer School","=""0830111""","Students with Disabilities","N/A","N/A"
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","Students with Disabilities","N/A","N/A"
"Middletown School District","=""0830011""","Virtual Learning Academy - MHS","=""0831711""","Students with Disabilities","N/A","*"
"Middletown School District","=""0830011""","Wesley School","=""0831411""","Students with Disabilities","N/A","N/A"
"Middletown School District","=""0830011""","Woodrow Wilson Middle School","=""0835411""","Students with Disabilities",13,17.6
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Students with Disabilities",6,6.6
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","Students with Disabilities","N/A","N/A"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Students with Disabilities","N/A","N/A"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Students with Disabilities",9,7.3
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Students with Disabilities","N/A","N/A"
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Students with Disabilities",7,19.4
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Students with Disabilities","N/A","N/A"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Students with Disabilities","*","*"
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Students with Disabilities","N/A","*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""","Students with Disabilities","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Students with Disabilities",9,14.8
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","Students with Disabilities",15,23.8
"Ellington School District","=""0480011""","Center School","=""0480111""","Students with Disabilities","*","*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""","Students with Disabilities","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Students with Disabilities",16,18.6
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","Students with Disabilities","*","*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""","Students with Disabilities","*","*"
"Ellington School District","=""0480011""","Windermere School","=""0480611""","Students with Disabilities",8,12.7
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Students with Disabilities","*","*"
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Students with Disabilities",6,7.1
"Meriden School District","=""0800011""","Community Classroom Collaborative-Meriden School District","=""0800211""","Students with Disabilities","N/A","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Students with Disabilities",65,31.0
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Students with Disabilities",6,6.6
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Students with Disabilities","*","*"
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Students with Disabilities","*","*"
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","Students with Disabilities",31,25.2
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Students with Disabilities","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Students with Disabilities",68,31.8
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","Students with Disabilities","*","*"
"Meriden School District","=""0800011""","STARS-Meriden School District","=""0800611""","Students with Disabilities","N/A","N/A"
"Meriden School District","=""0800011""","STEP-Meriden School District","=""0800911""","Students with Disabilities","N/A","N/A"
"Meriden School District","=""0800011""","Steps-Meriden School District","=""0801211""","Students with Disabilities",7,31.8
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","Students with Disabilities","*","*"
"Meriden School District","=""0800011""","Venture Academy-Meriden School District","=""0801311""","Students with Disabilities",17,32.7
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","Students with Disabilities",39,31.5
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""","Students with Disabilities","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Students with Disabilities",10,8.1
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Students with Disabilities",19,15.3
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Students with Disabilities","N/A","N/A"
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""","Students with Disabilities","N/A","N/A"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Students with Disabilities","*","*"
"East Lyme School District","=""0450011""","Medically Fragile Program (WAVES)","=""0450711""","Students with Disabilities","N/A","*"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Students with Disabilities","N/A","N/A"
"East Lyme School District","=""0450011""","Post High School Transition Program","=""0450511""","Students with Disabilities","N/A","*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""","Students with Disabilities","N/A","N/A"
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""","Students with Disabilities","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Students with Disabilities","N/A","N/A"
"Mansfield School District","=""0780011""","Annie E. Vinton School","=""0780411""","Students with Disabilities","*","*"
"Mansfield School District","=""0780011""","Dorothy C. Goodwin School","=""0780211""","Students with Disabilities","N/A","N/A"
"Mansfield School District","=""0780011""","Mansfield Middle School School","=""0785111""","Students with Disabilities",8,9.6
"Mansfield School District","=""0780011""","Southeast Elementary School","=""0780511""","Students with Disabilities","N/A","N/A"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","Students with Disabilities","N/A","N/A"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","Students with Disabilities","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Students with Disabilities",9,15.8
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","Students with Disabilities","N/A","N/A"
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","Students with Disabilities","*","*"
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","Students with Disabilities","N/A","N/A"
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","Students with Disabilities","N/A","N/A"
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Students with Disabilities","N/A","*"
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Students with Disabilities",24,16.2
"South Windsor School District","=""1320011""","Timothy Edwards School","=""1325111""","Students with Disabilities",9,6.4
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","Students with Disabilities","*","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","Students with Disabilities",9,15.3
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","Students with Disabilities","*","*"
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Students with Disabilities",18,34.0
"Stafford School District","=""1340011""","Stafford Middle School","=""1345211""","Students with Disabilities",7,16.3
"Stafford School District","=""1340011""","Stafford Tutoring Program","=""1340211""","Students with Disabilities","N/A","*"
"Stafford School District","=""1340011""","Staffordville School","=""1340311""","Students with Disabilities","N/A","N/A"
"Stafford School District","=""1340011""","West Stafford School","=""1340411""","Students with Disabilities","N/A","N/A"
"Stamford School District","=""1350011""","Alternate Routes To Success","=""1350411""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Apples PreK","=""1350111""","Students with Disabilities","N/A","N/A"
"Stamford School District","=""1350011""","Cloonan School","=""1355611""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","Students with Disabilities","N/A","N/A"
"Stamford School District","=""1350011""","Dolan School","=""1355311""","Students with Disabilities",11,14.5
"Stamford School District","=""1350011""","Hart School","=""1352211""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Individuals Achieving Independence","=""1350211""","Students with Disabilities","N/A","*"
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Newfield School","=""1350611""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Northeast School","=""1351811""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Preschool Team","=""1358011""","Students with Disabilities","N/A","N/A"
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","Students with Disabilities",8,8.7
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","Students with Disabilities",6,7.8
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Springdale School","=""1351111""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Students with Disabilities",23,10.0
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","Students with Disabilities","*","*"
"Stamford School District","=""1350011""","Turn of River School","=""1355511""","Students with Disabilities",11,16.7
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Students with Disabilities",23,10.3
"Stamford School District","=""1350011""","Westover School","=""1351411""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","A.R.T.S. Academy","=""1489011""","Students with Disabilities",9,"*"
"Wallingford School District","=""1480011""","Cook Hill School","=""1481011""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Dag  Hammarskjold Middle School","=""1485211""","Students with Disabilities",9,10.2
"Wallingford School District","=""1480011""","Education Enhancement Program","=""1480511""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Evarts C. Stevens School","=""1480911""","Students with Disabilities","N/A","N/A"
"Wallingford School District","=""1480011""","Harvest Park","=""1489211""","Students with Disabilities","N/A","*"
"Wallingford School District","=""1480011""","Highland School","=""1480211""","Students with Disabilities","N/A","N/A"
"Wallingford School District","=""1480011""","James H. Moran Middle School","=""1485311""","Students with Disabilities",10,13.5
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""","Students with Disabilities",30,21.6
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""","Students with Disabilities",15,19.7
"Wallingford School District","=""1480011""","Moses Y. Beach School","=""1480111""","Students with Disabilities","N/A","N/A"
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","=""1489111""","Students with Disabilities","N/A","*"
"Wallingford School District","=""1480011""","Parker Farms School","=""1480311""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Pond Hill School","=""1481211""","Students with Disabilities","N/A","N/A"
"Wallingford School District","=""1480011""","Rock Hill School","=""1480411""","Students with Disabilities","*","*"
"Wallingford School District","=""1480011""","Yalesville School","=""1480811""","Students with Disabilities","N/A","N/A"
"Waterbury School District","=""1510011""","B. W. Tinker School","=""1512111""","Students with Disabilities",11,13.1
"Waterbury School District","=""1510011""","Bucks Hill School","=""1510511""","Students with Disabilities",11,10.4
"Waterbury School District","=""1510011""","Bunker Hill School","=""1510611""","Students with Disabilities",23,22.3
"Waterbury School District","=""1510011""","Carrington School","=""1512711""","Students with Disabilities",9,8.9
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""","Students with Disabilities",132,48.9
"Waterbury School District","=""1510011""","Driggs School","=""1510911""","Students with Disabilities",17,18.7
"Waterbury School District","=""1510011""","Duggan School","=""1511611""","Students with Disabilities",17,15.5
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""","Students with Disabilities",45,67.2
"Waterbury School District","=""1510011""","Excel III","=""1513911""","Students with Disabilities","*","*"
"Waterbury School District","=""1510011""","F. J. Kingsbury School","=""1511411""","Students with Disabilities",16,18.2
"Waterbury School District","=""1510011""","Gilmartin School","=""1512611""","Students with Disabilities",30,26.8
"Waterbury School District","=""1510011""","H. S. Chase School","=""1510711""","Students with Disabilities",23,15.0
"Waterbury School District","=""1510011""","Hopeville School","=""1511311""","Students with Disabilities",10,13.5
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""","Students with Disabilities",145,56.4
"Waterbury School District","=""1510011""","Maloney Interdistrict Magnet School","=""1513111""","Students with Disabilities","*","*"
"Waterbury School District","=""1510011""","Maloney Prek","=""1519811""","Students with Disabilities","N/A","*"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""","Students with Disabilities",13,11.4
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""","Students with Disabilities",100,38.8
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""","Students with Disabilities",69,30.0
"Waterbury School District","=""1510011""","Reed School","=""1513411""","Students with Disabilities",18,16.5
"Waterbury School District","=""1510011""","Regan School","=""1512811""","Students with Disabilities","*","*"
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""","Students with Disabilities","*","*"
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""","Students with Disabilities","N/A","N/A"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""","Students with Disabilities",9,13.6
"Waterbury School District","=""1510011""","State Street School","=""1519011""","Students with Disabilities",68,76.4
"Waterbury School District","=""1510011""","Walsh School","=""1512211""","Students with Disabilities",17,27.9
"Waterbury School District","=""1510011""","Washington School","=""1512311""","Students with Disabilities",10,14.7
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""","Students with Disabilities",22,48.9
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""","Students with Disabilities",6,20.0
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","Students with Disabilities","*","*"
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""","Students with Disabilities","*","*"
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""","Students with Disabilities",106,45.9
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""","Students with Disabilities",146,46.8
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""","Students with Disabilities",36,38.7
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","Students with Disabilities",6,11.8
"Windham School District","=""1630011""","Natchaug School","=""1630111""","Students with Disabilities",14,24.1
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""","Students with Disabilities","*","*"
"Windham School District","=""1630011""","North Windham School","=""1630311""","Students with Disabilities",7,12.3
"Windham School District","=""1630011""","Sweeney Medically Fragile Program","=""1630911""","Students with Disabilities","N/A","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","Students with Disabilities","*","*"
"Windham School District","=""1630011""","Windham Center School","=""1630511""","Students with Disabilities","*","*"
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""","Students with Disabilities","N/A","N/A"
"Windham School District","=""1630011""","Windham High School","=""1636111""","Students with Disabilities",38,37.6
"Windham School District","=""1630011""","Windham Middle School","=""1635111""","Students with Disabilities",49,48.0
"Windsor School District","=""1640011""","Clover Street School","=""1640111""","Students with Disabilities","*","*"
"Windsor School District","=""1640011""","Community Based Transition Academy","=""1640211""","Students with Disabilities","N/A","*"
"Windsor School District","=""1640011""","Expulsion","=""1640411""","Students with Disabilities","N/A","*"
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","Students with Disabilities",8,15.7
"Windsor School District","=""1640011""","Oliver Ellsworth School","=""1640911""","Students with Disabilities","*","*"
"Windsor School District","=""1640011""","Poquonock Elementary School","=""1640511""","Students with Disabilities","*","*"
"Windsor School District","=""1640011""","Sage Park Middle School","=""1645311""","Students with Disabilities",18,12.1
"Windsor School District","=""1640011""","Spark","=""1640311""","Students with Disabilities","*","*"
"Windsor School District","=""1640011""","Windsor High School","=""1646111""","Students with Disabilities",60,32.1
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""","Students with Disabilities",17,37.8
"EdAdvance","=""2420014""","EdAdvance Headstart","=""2428014""","Students with Disabilities","N/A","*"
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""","Students with Disabilities","N/A","N/A"
"Cooperative Educational Services","=""2430014""","Preschool-Primary Learning Center (PLC)","=""2439114""","Students with Disabilities","N/A","N/A"
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""","Students with Disabilities","N/A","*"
"Cooperative Educational Services","=""2430014""","School Readiness","=""2438014""","Students with Disabilities","N/A","*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""","Students with Disabilities","*","*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","Students with Disabilities",44,24.3
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Students with Disabilities","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Students with Disabilities",18,9.5
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Students with Disabilities",29,31.2
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Students with Disabilities","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Students with Disabilities",9,7.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Students with Disabilities",48,44.0
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Students with Disabilities","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Students with Disabilities",12,15.0
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Students with Disabilities",15,24.6
"Learn","=""2450014""","Dual Language & Arts Magnet Middle School","=""2455014""","Students with Disabilities","*","*"
"Learn","=""2450014""","Goodwin College Early Childhood Interdistrict Magnet School","=""2450314""","Students with Disabilities","N/A","N/A"
"Learn","=""2450014""","LEARN ABA Program at Center School","=""2451214""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","LEARN Haynes Elementary Intensive Program","=""2451114""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","LEARN High School ABA at MS","=""2450614""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","LEARN Kelly Middle School Intensive Program","=""2450914""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","LEARN Ledyard RICHES Program","=""2450714""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","LEARN SAILS Middle School Program","=""2450814""","Students with Disabilities","*","*"
"Learn","=""2450014""","LEARN SAILS Program at Salem","=""2451014""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","LEARN STS 18-21 Year Old Program","=""2450414""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","Learn Pathways Program","=""2450514""","Students with Disabilities","N/A","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Students with Disabilities","*","*"
"Learn","=""2450014""","Regional Multicultural Magnet School","=""2450114""","Students with Disabilities",7,10.9
"Learn","=""2450014""","The Friendship School","=""2450214""","Students with Disabilities","N/A","N/A"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Students with Disabilities","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Students with Disabilities","N/A","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","Students with Disabilities",11,9.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Students with Disabilities",7,"*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Students with Disabilities",30,17.9
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Students with Disabilities","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Students with Disabilities",6,6.3
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Students with Disabilities",33,19.0
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Students with Disabilities","*","*"
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Students with Disabilities",15,17.6
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Students with Disabilities",9,15.8
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Students with Disabilities","N/A","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Students with Disabilities","*","*"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Students with Disabilities",25,27.2
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Students with Disabilities","N/A","N/A"
"Southington School District","=""1310011""","Achieve","=""1311711""","Students with Disabilities","N/A","*"
"Southington School District","=""1310011""","Alta","=""1310111""","Students with Disabilities",8,"*"
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","EASE","=""1310511""","Students with Disabilities","N/A","*"
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","John F. Kennedy Middle School","=""1315311""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Joseph A. Depaolo Middle School","=""1315111""","Students with Disabilities",10,13.3
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Language Based Classroom, Multihandicapped","=""1311811""","Students with Disabilities","N/A","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","Students with Disabilities","N/A","N/A"
"Southington School District","=""1310011""","Preschool/ABA-Hatton School","=""1310311""","Students with Disabilities","N/A","N/A"
"Southington School District","=""1310011""","Preschool/ABA-South End School","=""1311911""","Students with Disabilities","N/A","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Southington High School","=""1316211""","Students with Disabilities",29,12.2
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","Students with Disabilities","N/A","N/A"
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Alternative Model (TEAM)","=""1311611""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Therapeutic Educational Setting (TEP)","=""1311211""","Students with Disabilities","*","*"
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","Students with Disabilities","N/A","N/A"
"Vernon School District","=""1460011""","Center Road School","=""1461411""","Students with Disabilities","*","*"
"Vernon School District","=""1460011""","Lake Street School","=""1460111""","Students with Disabilities",7,15.2
"Vernon School District","=""1460011""","Loveland Hill School","=""1460511""","Students with Disabilities",7,"*"
"Vernon School District","=""1460011""","Maple Street School","=""1460211""","Students with Disabilities",10,14.1
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""","Students with Disabilities","N/A","*"
"Vernon School District","=""1460011""","Northeast School","=""1460311""","Students with Disabilities","*","*"
"Vernon School District","=""1460011""","Rockville High School","=""1466111""","Students with Disabilities",39,30.5
"Vernon School District","=""1460011""","Skinner Road School","=""1461011""","Students with Disabilities","*","*"
"Vernon School District","=""1460011""","Vernon Center Middle School","=""1465111""","Students with Disabilities",18,21.7
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""","Students with Disabilities","*","*"
"Willington School District","=""1600011""","Center School","=""1600111""","Students with Disabilities","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","Students with Disabilities","*","*"
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","Students with Disabilities","N/A","N/A"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","Students with Disabilities",11,7.1
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","Students with Disabilities","N/A","N/A"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""","Students with Disabilities","*","*"
"Wilton School District","=""1610011""","Wilton-Westport Evening School","=""1610111""","Students with Disabilities","N/A","*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","Students with Disabilities","N/A","N/A"
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","Students with Disabilities","*","*"
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""","Students with Disabilities","*","*"
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","Students with Disabilities","*","*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Students with Disabilities",29,34.9
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""","Students with Disabilities",7,17.1
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Students with Disabilities","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Students with Disabilities",15,30.0
