"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Male","*","*",47,14.8,"*","*",77,24.8,49,15.3
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Female","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Female","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Male","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Female",53,7.1,62,8.4,53,7.6,44,6.5,42,6.4
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Male",103,13.7,127,17.7,121,17.1,140,19.6,96,13.7
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Female","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Male","*","*","*","*","*","*",8,1.5,"*","*"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Female",7,2.0,15,4.3,7,2.1,6,1.9,11,2.3
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Male",44,12.4,47,12.7,44,12.8,34,9.1,66,11.7
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Female","*","*","N/A","N/A","*","*","*","*","*","*"
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Male","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Female","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Male","*","*","*","*","N/A","N/A","*","*","*","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Female","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Male","*","*","*","*","*","*","*","*","*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Female",6,1.8,"*","*",14,4.3,7,2.2,9,3.0
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Male",42,12.1,"*","*",41,10.8,29,8.1,29,7.9
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Female",18,6.0,24,8.1,15,5.0,9,3.1,11,3.6
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Male",50,16.9,24,8.5,46,15.3,22,6.8,28,8.9
"Newington School District","=""0940011""","Newington High School","=""0946111""","Female",43,6.1,49,7.0,44,6.4,35,5.4,21,3.4
"Newington School District","=""0940011""","Newington High School","=""0946111""","Male",116,15.6,105,14.6,103,15.5,91,13.7,83,13.1
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Male","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Male","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Male","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Female","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Female",10,1.2,23,2.7,16,1.9,17,2.1,12,1.5
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Male",53,6.0,45,5.0,50,5.7,76,8.5,69,7.9
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Female","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Male","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Female","*","*","N/A","N/A","*","*","*","*","N/A","N/A"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Male","*","*",21,5.1,"*","*","*","*",13,3.7
"Newtown School District","=""0970011""","STARR","=""0979011""","Female","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Newtown School District","=""0970011""","STARR","=""0979011""","Male","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Male","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Male","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","Female","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","Male","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Female","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Male","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Female",26,7.7,25,7.7,25,8.0,28,8.6,18,5.9
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Male",53,16.8,70,22.5,55,18.2,62,20.9,41,15.2
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Female",13,4.5,7,2.5,"*","*",6,2.3,7,2.7
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Male",42,15.0,31,12.1,"*","*",26,10.4,32,14.1
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Female","N/A","N/A","N/A","*","N/A","*","N/A","N/A","N/A","*"
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Male","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Female","*","*","*","*","*","*","*","*","N/A","N/A"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Male","*","*","*","*","*","*","*","*","N/A","N/A"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Female","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Male","*","*","*","*",8,5.5,"*","*","N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Male","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Female",16,2.7,33,5.6,25,4.4,16,3.0,15,3.1
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Male",41,6.9,67,11.4,41,7.5,49,9.7,40,7.8
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Female",9,2.2,13,3.5,7,1.9,9,2.4,9,2.3
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Male",33,8.2,28,7.0,27,6.3,37,9.1,29,7.3
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Male","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Female",7,6.8,9,8.4,"*","*",8,8.3,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Male",29,26.4,14,13.3,"*","*",16,15.2,"*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Female","*","*","*","*","*","*","N/A","N/A","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Male","*","*","*","*","*","*",6,5.9,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Female",75,8.7,99,11.6,64,7.5,77,8.7,71,8.1
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Male",173,20.4,131,16.6,117,14.4,94,11.5,112,13.7
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Female","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Male","*","*","*","*","N/A","N/A","*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Female","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Male","*","*","*","*",6,4.0,"N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Female","*","*","N/A","N/A","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Male","*","*",11,4.2,"*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Male","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Female","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Male","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Female","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Male","*","*","*","*","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Female","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Male","*","*","*","*","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Male","N/A","N/A","*","*","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Female",26,8.7,23,7.8,8,2.7,6,2.0,22,6.9
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Male",43,13.8,51,16.1,30,10.1,28,8.5,24,6.6
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Female",112,14.4,107,14.0,60,8.0,47,6.3,37,5.1
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Male",180,24.0,174,22.6,125,15.5,119,14.5,107,12.8
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Female",11,35.5,14,30.4,14,31.1,"*","*",13,28.9
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Male",24,54.5,22,52.4,14,38.9,"*","*",20,32.8
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Female",33,11.5,19,6.6,18,5.7,21,6.7,25,8.0
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Male",81,24.5,69,21.4,38,12.1,47,13.9,37,10.3
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Female",12,5.3,12,5.7,15,7.1,12,5.6,11,4.6
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Male",27,12.9,31,13.4,31,14.1,23,9.4,34,13.9
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Male","*","*","*","*","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Female","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Male","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Female",6,3.2,"*","*","N/A","N/A","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Male",10,4.9,"*","*","*","*","*","*","N/A","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Female",50,15.7,35,11.4,31,10.0,31,10.0,32,9.4
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Male",85,24.4,68,19.5,94,26.2,79,23.8,86,25.1
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Female","*","*","*","*","*","*","*","*","N/A","N/A"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Male","*","*","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","Female","N/A","N/A","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","Male","N/A","N/A","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Female","*","*","*","*","N/A","N/A","N/A","*","*","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Male","*","*","*","*","N/A","N/A","*","*","N/A","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Female","N/A","N/A","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Male","N/A","N/A","*","*","*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Female",154,12.4,163,13.6,122,9.9,95,8.1,84,7.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Male",182,17.2,216,20.4,183,16.7,176,16.0,162,15.0
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","Female","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","Male","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","Female",7,"*","*","*",7,"*","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","Male",18,58.1,"*","*",14,58.3,"N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Female","N/A","*","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Male","*","*","*","*",6,28.6,"*","*","N/A","N/A"
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Female","*","*","*","*","*","*","N/A","N/A","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Male","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Female",53,17.5,39,13.1,33,10.7,26,8.0,29,7.6
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Male",75,22.6,85,23.8,45,12.6,37,10.8,82,22.0
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Female","*","*",7,2.9,"*","*","*","*","*","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Male","*","*",11,5.0,"*","*","*","*","*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Female","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Male","*","*","*","*",7,3.2,"*","*","*","*"
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Female",42,15.8,48,19.8,21,8.7,25,10.6,20,13.0
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Male",65,28.3,53,24.1,61,27.0,61,24.4,66,34.0
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Female",17,48.6,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Male",27,58.7,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Male","*","*","N/A","N/A",6,4.5,7,4.8,"*","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Female",16,10.7,6,4.7,6,4.5,"*","*","*","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Male",26,14.1,30,22.2,20,14.7,"*","*","*","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Female","*","*","N/A","N/A","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Male","*","*",6,3.7,"*","*","*","*","*","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Female","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Male","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Female","*","*","*","*","*","*","*","*","N/A","N/A"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Male","*","*","*","*","*","*","*","*",10,7.6
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Female","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Male","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","Female","*","*","*","*","*","*","N/A","N/A","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","Male","*","*","*","*","*","*",9,3.4,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Female",8,2.9,13,4.9,8,3.3,14,5.8,8,3.5
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Male",17,6.6,32,12.5,20,8.4,24,10.5,23,10.7
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","Female","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","Male","*","*","*","*","*","*","*","*",6,3.3
"Orange School District","=""1070011""","Race Brook School","=""1070311""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""","Male","*","*","*","*","*","*","*","*","N/A","N/A"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","Female","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","Male","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","Female",6,2.3,"*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","Male",23,8.5,"*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","Male","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Female",8,2.7,10,3.3,6,2.1,6,2.1,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Male",21,7.2,23,8.0,22,7.1,26,9.0,"*","*"
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","Female","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","Male","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","Female",23,19.5,"*","*",12,9.0,16,9.2,14,7.9
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","Male",35,26.7,"*","*",26,21.0,41,22.9,48,27.3
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Female","N/A","N/A","N/A","N/A","N/A","N/A",21,37.5,6,9.8
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Male","N/A","N/A","N/A","N/A","N/A","N/A",32,44.4,14,19.2
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","Female","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","Male","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","Female","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","Male","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","Female",27,9.3,20,6.7,14,4.7,10,3.7,16,6.3
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","Male",70,23.7,61,20.9,38,12.6,54,18.2,56,20.4
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Female",35,9.4,35,9.6,18,5.3,31,9.3,36,10.4
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Male",100,25.5,95,26.0,93,26.0,80,22.3,94,26.5
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","Female",16,8.6,14,7.2,"N/A","N/A","*","*","N/A","N/A"
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","Male",23,10.8,16,8.6,10,5.6,"*","*",7,4.1
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","Female","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","Male","*","*","*","*","N/A","N/A","*","*","*","*"
