"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Students with Disabilities","*","*",12,14.5,"*","*",8,9.6,"N/A","N/A"
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Students with Disabilities",6,13.3,6,9.5,"*","*","*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Students with Disabilities","*","*",7,14.3,"*","*",7,10.4,11,13.1
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"New Haven School District","=""0930011""","Domus Academy","=""0935611""","Students with Disabilities","N/A","N/A","*","*",10,34.5,20,74.1,19,65.5
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","Students with Disabilities","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Students with Disabilities",15,18.5,14,15.6,9,8.5,9,9.9,11,17.5
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Students with Disabilities",6,14.6,"*","*","*","*",14,32.6,10,21.3
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Students with Disabilities",10,37.0,8,26.7,"*","*",7,16.7,8,16.3
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Students with Disabilities",13,12.5,8,7.4,17,16.2,20,20.6,12,12.8
"New Haven School District","=""0930011""","Headstart","=""0938011""","Students with Disabilities","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","*"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Students with Disabilities",12,22.2,9,17.6,13,27.7,6,10.9,11,21.2
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Students with Disabilities",11,22.0,"*","*",14,25.5,12,21.8,11,17.2
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Students with Disabilities","*","*",10,27.8,"N/A","N/A","*","*",15,27.8
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Students with Disabilities",19,52.8,16,47.1,"*","*",12,37.5,14,41.2
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Students with Disabilities",45,30.0,19,12.0,29,17.1,21,12.2,21,13.1
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Students with Disabilities","*","*",8,12.5,10,15.4,10,17.5,8,13.1
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Students with Disabilities",10,13.9,"*","*",8,9.2,7,7.1,7,7.6
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Students with Disabilities",12,19.7,10,15.4,21,29.6,18,24.7,17,20.0
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Students with Disabilities","*","*","*","*",6,12.0,11,17.7,10,12.7
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Students with Disabilities",9,16.1,10,20.8,10,18.2,11,21.2,23,35.4
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Autism","=""0934411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","NHPS Self Contained Intellectually Disabled","=""0935011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"New Haven School District","=""0930011""","NHPS Self Contained Multi-Handicapped","=""0934511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Students with Disabilities","*","*","*","*",10,14.5,9,11.8,8,10.8
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Students with Disabilities",7,25.0,"*","*","*","*","*","*","N/A","N/A"
"New Haven School District","=""0930011""","New Horizons High School","=""0932211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",19,57.6,16,59.3
"New Haven School District","=""0930011""","New Light High School","=""0932611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"New Haven School District","=""0930011""","Off-Campus Classroom Program (OCC)","=""0937311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"New Haven School District","=""0930011""","Quinnipiac Real World Math STEM School","=""0933511""","Students with Disabilities","N/A","N/A","N/A","*","N/A","N/A","*","*","N/A","N/A"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Students with Disabilities",12,38.7,9,29.0,"*","*",11,28.9,"*","*"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Students with Disabilities",12,23.1,8,13.8,"*","*",20,40.0,24,41.4
"New Haven School District","=""0930011""","Sound School","=""0936711""","Students with Disabilities","*","*","*","*","*","*","*","*",6,10.0
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Students with Disabilities",10,14.1,7,10.3,7,11.1,"*","*","*","*"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Students with Disabilities",7,14.9,6,10.7,22,37.9,26,41.9,18,23.4
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Students with Disabilities",39,20.3,49,25.4,57,25.3,21,10.2,32,13.8
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Students with Disabilities",52,54.7,54,46.2,53,42.4,39,33.6,29,25.9
"New London School District","=""0950011""","Early Childhood Center at Harbor","=""0950611""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","Harbor School","=""0950211""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","Jennings School","=""0950311""","Students with Disabilities","N/A","N/A",9,13.4,15,20.5,6,8.1,13,16.5
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Students with Disabilities",7,14.0,24,28.9,20,17.1,24,26.1,12,14.1
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New London School District","=""0950011""","New London High School","=""0956111""","Students with Disabilities",49,29.2,70,38.5,72,38.5,67,35.1,79,39.3
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Students with Disabilities",8,9.8,20,15.9,"*","*",23,23.7,15,14.2
"New Milford School District","=""0960011""","Hill And Plain School","=""0960511""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","John Pettibone School","=""0960711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Students with Disabilities",57,31.3,63,39.6,58,36.7,66,39.1,47,29.4
"New Milford School District","=""0960011""","Northville Elementary School","=""0960811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Students with Disabilities",8,4.6,10,5.6,12,6.7,6,3.8,"N/A","N/A"
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Students with Disabilities",22,20.4,23,19.3,22,19.6,15,12.3,31,17.4
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Students with Disabilities","*","*","*","*","*","*","*","*","N/A","N/A"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Students with Disabilities",13,14.8,9,10.2,11,14.3,7,9.3,6,7.1
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Students with Disabilities",18,22.8,9,13.2,17,21.5,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Students with Disabilities",35,22.0,37,22.7,50,28.4,45,22.5,38,19.9
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Students with Disabilities","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Students with Disabilities",17,13.9,19,16.4,25,21.0,19,13.8,23,16.5
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Students with Disabilities",11,18.0,7,10.9,7,10.3,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown Preschool","=""0978011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Students with Disabilities","*","*","*","*","*","*","*","*",7,7.2
"Newtown School District","=""0970011""","STARR","=""0979011""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Students with Disabilities","N/A","*","N/A","*","N/A","N/A","*","*","*","*"
"Norfolk School District","=""0980011""","Bridges II","=""0989211""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"North Branford School District","=""0990011""","Jerome Harrison School","=""0990411""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Students with Disabilities",23,25.8,30,29.7,32,29.9,26,24.1,21,21.9
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Students with Disabilities",16,18.2,17,20.5,11,13.3,14,14.9,12,14.6
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Students with Disabilities","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Students with Disabilities","*","*","*","*","*","*","*","*","N/A","N/A"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Students with Disabilities","*","*","*","*","*","*","*","*","N/A","N/A"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Students with Disabilities",17,16.8,22,21.0,16,15.7,23,24.5,14,16.9
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Students with Disabilities",9,11.5,7,9.7,9,11.5,11,13.4,7,8.0
"North Haven School District","=""1010011""","North Haven Transition Partnership","=""1010111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Students with Disabilities",8,32.0,"*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Students with Disabilities","N/A","*","N/A","*","N/A","*","*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Students with Disabilities",54,31.8,47,30.3,31,19.5,30,17.9,31,17.7
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Students with Disabilities","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Students with Disabilities","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Students with Disabilities",18,22.2,19,22.4,11,13.1,6,6.3,11,10.2
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Students with Disabilities",52,31.0,59,35.8,50,28.6,33,19.0,35,18.8
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Students with Disabilities",11,55.0,12,57.1,10,"*","*","*",9,40.9
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Students with Disabilities",22,33.3,19,26.0,14,16.9,15,17.6,18,15.9
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Students with Disabilities","*","*","*","*",8,17.4,9,15.8,12,20.7
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Students with Disabilities","*","*","*","*","*","*","*","*","N/A","N/A"
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Students with Disabilities",22,28.6,16,20.8,26,28.6,25,27.2,19,19.0
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Norwich Free Academy District","=""9010022""","Alternative Pathways to Success","=""9010322""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Norwich Free Academy District","=""9010022""","LEAD (Life Skills, Education and Adult Development)","=""9010122""","Students with Disabilities","N/A","*","*","*","N/A","N/A","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Night School","=""9010222""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Students with Disabilities",23,7.8,66,24.7,89,30.8,77,27.3,74,28.9
"Norwich School District","=""1040011""","ABA Autism Program","=""1040411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Norwich School District","=""1040011""","Bishop School Early Learning Center","=""1040111""","Students with Disabilities","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Case Street Early Learning Center at DTZ","=""1040211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","Students with Disabilities",25,55.6,16,44.4,21,61.8,"N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Hickory Street School","=""1049011""","Students with Disabilities","*","*","N/A","N/A","*","*","*","*","N/A","N/A"
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Students with Disabilities","*","*",6,12.5,"N/A","N/A","*","*","N/A","N/A"
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Students with Disabilities",25,27.5,39,34.8,14,14.4,17,16.2,33,27.3
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Students with Disabilities","N/A","N/A","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Special Needs Program","=""1040511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Students with Disabilities",31,31.3,18,23.7,11,16.4,14,17.7,23,38.3
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Students with Disabilities",6,"*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","*","*","*","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Students with Disabilities","*","*",10,22.2,"*","*","*","*","*","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Students with Disabilities","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Students with Disabilities","*","*",9,19.1,"*","*",7,17.5,"*","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Kathleen E. Goodwin School","=""1060211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","Students with Disabilities","*","*",7,7.4,"*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Students with Disabilities",8,17.4,16,30.2,9,17.0,9,15.8,9,17.0
"Orange School District","=""1070011""","Mary L. Tracy School","=""1070211""","Students with Disabilities","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","*"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","Students with Disabilities","*","*","N/A","N/A","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Alternative Education","=""1080411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Oxford School District","=""1080011""","Great Oak School","=""1085111""","Students with Disabilities",6,16.7,"*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Students with Disabilities","*","*","*","*",10,22.2,6,12.2,"*","*"
"Oxford School District","=""1080011""","Quaker Farms School","=""1080311""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","Students with Disabilities",11,44.0,8,36.4,7,30.4,7,24.1,7,24.1
"Path Academy District","=""2930013""","Path Academy","=""2930113""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A",19,48.7,"*","*"
"Plainfield School District","=""1090011""","Early Childhood Center","=""1098011""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Plainfield School District","=""1090011""","Moosup Elementary School","=""1090111""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Plainfield School District","=""1090011""","Plainfield Central School","=""1095111""","Students with Disabilities",16,26.2,8,14.0,12,18.5,21,28.8,17,26.2
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Students with Disabilities",49,34.5,46,37.7,40,35.4,33,27.7,43,38.7
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","Students with Disabilities","*","*","*","*","*","*",8,17.4,"*","*"
"Plainfield School District","=""1090011""","Shepard Hill Elementary School","=""1090411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","Students with Disabilities","*","*","*","*","*","*","N/A","N/A","*","*"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","Students with Disabilities","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","Students with Disabilities",13,16.9,12,14.5,15,18.5,8,12.3,7,10.1
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Students with Disabilities",14,18.7,17,19.8,10,11.4,17,19.3,25,28.4
"Plainville School District","=""1100011""","Prekindergarten Program","=""1108011""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","Students with Disabilities",15,21.4,7,10.4,8,12.5,8,15.7,9,18.8
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","Students with Disabilities","N/A","N/A","N/A","N/A","*","*","N/A","*","*","*"
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Students with Disabilities",13,21.0,11,15.9,17,24.6,13,17.6,13,17.1
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Students with Disabilities","*","*","*","*","*","*","*","*",6,11.3
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","Students with Disabilities","*","*","*","*","N/A","*","*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Students with Disabilities",9,33.3,8,26.7,"*","*","*","*","*","*"
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","Students with Disabilities","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Valley View School","=""1130211""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Preston School District","=""1140011""","Preston Plains School","=""1145111""","Students with Disabilities","*","*","*","*","N/A","N/A","*","*","*","*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","Students with Disabilities","N/A","N/A","*","*","*","*","N/A","N/A","*","*"
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","Students with Disabilities","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Putnam School District","=""1160011""","PALS - Putnam Alternative Learning System","=""1160111""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","Students with Disabilities","*","*","N/A","N/A","N/A","N/A","*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Students with Disabilities",11,23.4,13,27.7,14,30.4,15,26.8,15,25.9
"Putnam School District","=""1160011""","Putnam Middle School","=""1165111""","Students with Disabilities",16,36.4,16,28.1,16,28.6,7,15.9,9,19.1
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Students with Disabilities",6,7.1,6,7.3,9,11.7,6,7.5,7,11.5
"Redding School District","=""1170011""","Redding Elementary School","=""1170111""","Students with Disabilities","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Regional School District 01","=""2010012""","ALPSS","=""2010512""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Students with Disabilities","*","*",9,18.8,10,16.9,13,20.3,11,17.5
"Regional School District 01","=""2010012""","LEAPSS","=""2010412""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Regional School District 01","=""2010012""","SELC","=""2010312""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Regional School District 01","=""2010012""","TOTAL","=""2010212""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Regional School District 04","=""2040012""","John Winthrop Middle School","=""2045112""","Students with Disabilities",7,13.5,"*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Region 4 Transition Academy","=""2040112""","Students with Disabilities","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","Students with Disabilities",13,16.3,12,14.3,12,15.2,11,13.6,8,10.7
