"school_code","district_code","type","district","school","street","city","state","zip","phone","fax","website","education_program","program_type","inter_district_magnet","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12"
"0510311","0510011","Program","Fairfield School District","Walter Fitzgerald Campus","108 Biro Street","Fairfield","CT","06825","203-255-8384","203-255-4566","fairfieldschools.org/schools/wfc/","","Alternative","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0520411","0520011","Public Schools","Farmington School District","East Farms School","25 Wolf Pit Rd.","Farmington","CT","06032-2434","860-674-9519","","","","","","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0520117","0520011","Adult Education Providers","Farmington School District","Farmington Adult Education","1 Monteith Drive","Farmington","CT","06032","860-404-0290","860-404-0294","www.fpsct.org/fce","","","","","","","","","","","","","","","","",""
"0520611","0520011","Program","Farmington School District","Farmington Alternative High School","19 School Street","Unionville","CT","06085","860-673-2514","","www.fpsct.org","","Alternative","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0528011","0520011","Program","Farmington School District","Farmington Collaborative PK","20 Wolf Pit Rd.","Farmington","CT","06032-2435","860-677-2683","","www.fpsct.org","","Pre-Kindergarten","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0526111","0520011","Public Schools","Farmington School District","Farmington High School","10 Monteith Dr","Farmington","CT","06032-1052","860-673-2514","","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0520011","0520011","Public School Districts","Farmington School District","Farmington School District","One Monteith Drive","Farmington","CT","06032","860-673-8270","","www.fpsct.org","","","","","","","","","","","","","","","","",""
"0525111","0520011","Public Schools","Farmington School District","Irving A. Robbins Middle School","20 Wolf Pit Rd.","Farmington","CT","06032-2435","860-677-2683","","","","","","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"0520211","0520011","Public Schools","Farmington School District","Noah Wallace School","2 School St.","Farmington","CT","06032-2323","860-677-1659","","","","","","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0520111","0520011","Public Schools","Farmington School District","Union School","173 School St.","Unionville","CT","06085-1096","860-673-2575","","","","","","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0520311","0520011","Public Schools","Farmington School District","West District School","114 West District Road","Unionville","CT","06085","860-673-2579","","","","","","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0520511","0520011","Public Schools","Farmington School District","West Woods Upper Elementary School","50 Judson Ln.","Farmington","CT","06032","860-284-1230","","","","","","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"0530111","0530011","Public Schools","Franklin School District","Franklin Elementary School","206 Pond Rd.","North Franklin","CT","06254-1219","860-642-7063","","www.franklinschoolct.org","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0530011","0530011","Public School Districts","Franklin School District","Franklin School District","206 Pond Road","North Franklin","CT","06254","860-642-6113","","www.franklinschoolct.org","","","","","","","","","","","","","","","","",""
"5770038","5770038","Colleges and Universities","Gateway Community College","Gateway Community College","Long Wharf Campus,   60 Sargent Dr.","New Haven","CT","06511","203-285-2000","","","","","","","","","","","","","","","","","","",""
"0540211","0540011","Public Schools","Glastonbury School District","Buttonball Lane School","376 Buttonball Ln.","Glastonbury","CT","06033-3226","860-652-7276","860-652-7285","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0540311","0540011","Public Schools","Glastonbury School District","Eastbury School","1389 Neipsic Rd.","Glastonbury","CT","06033-3414","860-652-7858","860-652-7866","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0540811","0540011","Public Schools","Glastonbury School District","Gideon Welles School","1029 Neipsic Rd.","Glastonbury","CT","06033-2571","860-652-7800","860-652-7825","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0546111","0540011","Public Schools","Glastonbury School District","Glastonbury High School","330 Hubbard St.","Glastonbury","CT","06033-3047","860-652-7200","860-652-7267","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0540011","0540011","Public School Districts","Glastonbury School District","Glastonbury School District","628 Hebron Avenue","Glastonbury","CT","06033","860-652-7961","","www.glastonburyus.org/","","","","","","","","","","","","","","","","",""
"0540411","0540011","Public Schools","Glastonbury School District","Hebron Avenue School","1363 Hebron Avenue","Glastonbury","CT","06033","860-652-7875","860-652-7887","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0540611","0540011","Public Schools","Glastonbury School District","Hopewell School","1068 Chestnut Hill Rd.","South Glastonbury","CT","06073","860-652-7897","860-652-7904","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0540111","0540011","Program","Glastonbury School District","Links Academy","628 Hebron Avenue, Bldg. 4","Glastonbury","CT","06033","860-652-7971","860-652-7983","","","Special Education","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0541411","0540011","Program","Glastonbury School District","Links Transition","628 Hebron Avenue, Bldg.4","Glastonbury","CT","06033","860-652-7971","","","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0540711","0540011","Public Schools","Glastonbury School District","Naubuc School","82 Griswold St.","Glastonbury","CT","06033-1006","860-652-7918","860-652-7930","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0540911","0540011","Public Schools","Glastonbury School District","Nayaug Elementary School","222 Old Maide Ln.","South Glastonbury","CT","06073","860-652-4949","860-652-4950","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0546100","0540011","Program","Glastonbury School District","Part-Time Vocational Agriculture Program","628 Hebron Ave","Glastonbury","CT","06033","860-652-4910","","","","Agricultural Science & Technology Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0540511","0540011","Program","Glastonbury School District","PreK-Eastbury","1389 Neipsic Road","Glastonbury","CT","06033","860-652-7858","","","","Pre-Kindergarten","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0541011","0540011","Program","Glastonbury School District","PreK-Nayaug","222 Old Maids Lane","Glastonbury","CT","06073","860-652-4949","","","","Pre-Kindergarten","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0545211","0540011","Public Schools","Glastonbury School District","Smith Middle School","216 Addison Rd.","Glastonbury","CT","06033","860-652-7040","860-652-4450","","","","","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"0560111","0560011","Public Schools","Granby School District","Frank M. Kearns Primary School","5 Canton Rd.","Granby","CT","06035-2502","860-844-3044","","www.granby.k12.ct.us","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0566111","0560011","Public Schools","Granby School District","Granby Memorial High School","315 Salmon Brook St.","Granby","CT","06035-1804","860-844-3014","860-844-3029","www.granby.k12.ct.us","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0565111","0560011","Public Schools","Granby School District","Granby Memorial Middle School","321 Salmon Brook St.","Granby","CT","06035-1804","860-844-3029","","www.granby.k12.ct.us","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0560011","0560011","Public School Districts","Granby School District","Granby School District","15B North Granby Road","Granby","CT","06035","860-844-5250","","www.granby.k12.ct.us","","","","","","","","","","","","","","","","",""
"0560411","0560011","Public Schools","Granby School District","Kelly Lane Primary School","60 Kelly Ln.","Granby","CT","06035-2920","860-844-3041","","www.granby.k12.ct.us","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"0560311","0560011","Public Schools","Granby School District","Wells Road Intermediate School","134 Wells Rd.","Granby","CT","06035-1009","860-844-3048","","www.granby.k12.ct.us","","","","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"2940113","2940013","Public Charter Schools","Great Oaks Charter School District","Great Oaks Charter School","510 Barnum Ave., 2nd Floor","Bridgeport","CT","06608","203-870-8188","203-870-8189","www.greatoakscharter.org","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"2940013","2940013","Public Charter School Districts","Great Oaks Charter School District","Great Oaks Charter School District","510 Barnum Ave","Bridgeport","CT","06608","203-870-8188","203-870-8189","www.greatoakscharter.org","","","","","","","","","","","","","","","","",""
"0575111","0570011","Public Schools","Greenwich School District","Central Middle School","9 Indian Rock Ln.","Greenwich","CT","06830-4004","203-661-8500","","www.greenwichschools.org/cms/","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0571211","0570011","Program","Greenwich School District","Community Connections","180 East Elm Street","Greenwich","CT","06830","203-625-7459","203-661-2373","www.greenwichschools.org/","","Special Education","","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"0570211","0570011","Public Schools","Greenwich School District","Cos Cob School","300 East Putnam Ave.","Cos Cob","CT","06807-2545","203-869-4670","","www.greenwichschools.org/ccs/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0575211","0570011","Public Schools","Greenwich School District","Eastern Middle School","51 Hendrie Ave.","Riverside","CT","06878-1809","203-637-1744","","www.greenwichschools.org/ems/","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0570411","0570011","Public Schools","Greenwich School District","Glenville School","33 Riversville Rd.","Greenwich","CT","06831-3627","203-531-9287","","www.greenwichschools.org/gs/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0570117","0570011","Adult Education Providers","Greenwich School District","Greenwich Adult Education","290 Greenwich Avenue","Greenwich","CT","06830","203-625-7423","203-625-7476","www.greenwichace.com","","","","","","","","","","","","","","","","",""
"0571411","0570011","Program","Greenwich School District","Greenwich Alternative High School","6 Riverside Avenue","Riverside","CT","06878","203-990-0439","203-990-0433","www.greenwichschools.org/page.cfm?p11513","","Alternative","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0576111","0570011","Public Schools","Greenwich School District","Greenwich High School","10 Hillside Rd.","Greenwich","CT","06830-4835","203-625-8000","","www.greenwichschools.org/page.cfm?p20","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0570011","0570011","Public School Districts","Greenwich School District","Greenwich School District","290 Grenwich Ave, HAVEMEYER BUILDING","Greenwich","CT","06830","203-625-7400","","www.greenwichschools.org/","","","","","","","","","","","","","","","","",""
"0570511","0570011","Public Schools","Greenwich School District","Hamilton Avenue School","184 Hamilton Avenue","Greenwich","CT","06830","203-869-1685","","www.greenwichschools.org/has/","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0571311","0570011","Public Schools","Greenwich School District","International School At Dundee","55 Florence Rd.","Riverside","CT","06878","203-637-3800","","www.greenwichschools.org/isd/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0570311","0570011","Public Schools","Greenwich School District","Julian Curtiss School","180 East Elm St.","Greenwich","CT","06830-5755","203-869-1896","","www.greenwichschools.org/jcs/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0570611","0570011","Public Schools","Greenwich School District","New Lebanon School","25 Mead Ave.","Greenwich","CT","06830-6812","203-531-9139","","www.greenwichschools.org/nls/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0570711","0570011","Public Schools","Greenwich School District","North Mianus School","309 Palmer Hill Rd.","Riverside","CT","06878-1011","203-637-9730","","www.greenwichschools.org/nms/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0570811","0570011","Public Schools","Greenwich School District","North Street School","381 North St.","Greenwich","CT","06830-3903","203-869-6756","","www.greenwichschools.org/nss/","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0570911","0570011","Public Schools","Greenwich School District","Old Greenwich School","825 Sound Beach Ave.","Old Greenwich","CT","06870-1641","203-637-0150","","www.greenwichschools.org/ogs/","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0571111","0570011","Public Schools","Greenwich School District","Parkway School","141 Lower Cross Rd.","Greenwich","CT","06831-3033","203-869-7466","","www.greenwichschools.org/ps/","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0571011","0570011","Public Schools","Greenwich School District","Riverside School","90 Hendrie Ave.","Riverside","CT","06878-1829","203-637-1440","","www.greenwichschools.org/rs/","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0575311","0570011","Public Schools","Greenwich School District","Western Middle School","1 Western Junior Hwy.","Greenwich","CT","06830-6019","203-531-5700","","www.greenwichschools.org/wms/","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0580111","0580011","Public Schools","Griswold School District","Griswold Alternative School","1553 Glasgo Road","Griswold","CT","06351","860-376-9129","860-376-9122","griswoldpublicschools.org","","","","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0580311","0580011","Public Schools","Griswold School District","Griswold Elementary School","303 Slater Ave.","Griswold","CT","06351-2540","860-376-7610","","griswold.k12.ct.us","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0586211","0580011","Public Schools","Griswold School District","Griswold High School","267 Slater Ave.","Griswold","CT","06351","860-376-7640","","griswold.k12.ct.us/index.cfm?Menu400&Id122","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0585111","0580011","Public Schools","Griswold School District","Griswold Middle School","211 Slater Ave.","Griswold","CT","06351-2525","860-376-7630","","griswold.k12.ct.us/index.cfm?Menu300&Id121","","","","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
"0580011","0580011","Public School Districts","Griswold School District","Griswold School District","211 Slater Avenue","Griswold","CT","06351","860-376-7600","","griswold.k12.ct.us","","","","","","","","","","","","","","","","",""
"0595311","0590011","Public Schools","Groton School District","Carl C. Cutler Middle School","160 Fishtown Rd.","Mystic","CT","06355-2012","860-572-5830","","www.groton.k12.ct.us/WWW/cms/cm.html","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0592011","0590011","Public Schools","Groton School District","Catherine Kolnaski Magnet School","500 Poquonnock Rd.","Groton","CT","06340","860-449-5608","","www.groton.k12.ct.us/Domain/781","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0591811","0590011","Public Schools","Groton School District","Charles Barnum School","68 Briar Hill Rd.","Groton","CT","06340-2651","860-449-5640","","www.groton.k12.ct.us/WWW/cb/index.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0590311","0590011","Public Schools","Groton School District","Claude Chester School","1 Harry Day Drive","Groton","CT","06340","860-449-5636","","www.groton.k12.ct.us/Domain/701","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0590117","0590011","Adult Education Providers","Groton School District","Groton Adult Education","250 Brandegee Avenue","Groton","CT","06340","860-441-2152","860-449-5628","www.groton.k12.ct.us","","","","","","","","","","","","","","","","",""
"0590011","0590011","Public School Districts","Groton School District","Groton School District","1300 Flanders Road","Mystic","CT","06355","860-572-2100","860-572-5822","www.groton.k12.ct.us","","","","","","","","","","","","","","","","",""
"0591711","0590011","Public Schools","Groton School District","Mary Morrisson School","154 Toll Gate Road","Groton","CT","06340-3444","860-449-5655","","www.groton.k12.ct.us/WWW/mm/mm.html","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0590211","0590011","Program","Groton School District","New Beginnings Alternative Program","101 Groton Long Point Rd, Fitch High Sch","Groton","CT","06340","860-449-7200","","","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0591911","0590011","Public Schools","Groton School District","Northeast Academy Elementary School","115 Oslo Street","Mystic","CT","06355","860-572-5852","","","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0591211","0590011","Public Schools","Groton School District","Pleasant Valley School","380 Pleasant Valley Rd. South","Groton","CT","06340-2898","860-449-5600","","www.groton.k12.ct.us/WWW/pv/start1.htm","","","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0596111","0590011","Public Schools","Groton School District","Robert E. Fitch High School","101 Groton Long Point Road","Groton","CT","06340-4861","860-449-7200","","www.groton.k12.ct.us/WWW/fsr/falcon.htm","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0590111","0590011","Public Schools","Groton School District","S. B. Butler School","155 Ocean View Ave.","Mystic","CT","06355-2239","860-572-5825","","www.groton.k12.ct.us/WWW/sb/index.htm","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0591011","0590011","Program","Groton School District","Transition Academy","1300 Flanders Rd","Mystic","CT","06355","860-572-2100","860-572-2107","www.groton.k12.ct.us/","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0590611","0590011","Program","Groton School District","Virtual Learning Academy","1300 Flanders Road","Mystic","CT","06355","860-572-2100","860-572-2107","","","Alternative","","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"0595211","0590011","Public Schools","Groton School District","West Side Middle School","250 Brandegee Avenue","Groton","CT","06340-5108","860-449-5630","","www.groton.k12.ct.us/WWW/wsms/wsm.html","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"0600711","0600011","Public Schools","Guilford School District","A. Baldwin Middle School","68 Bullard Dr.","Guilford","CT","06437-1553","203-457-0222","","bms.guilfordschools.org","","","","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"0600611","0600011","Public Schools","Guilford School District","A. W. Cox School","143 Three Mile Course","Guilford","CT","06437-2522","203-453-5291","","awc.guilfordschools.org","","","","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0600411","0600011","Public Schools","Guilford School District","Calvin Leete School","280 South Union St.","Guilford","CT","06437-2825","203-453-2726","","cls.guilfordschools.org","","","","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0605111","0600011","Public Schools","Guilford School District","E. C. Adams Middle School","233 Church St.","Guilford","CT","06437-2403","203-453-2755","","ams.guilfordschools.org","","","","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"0606111","0600011","Public Schools","Guilford School District","Guilford High School","605 New England Rd.","Guilford","CT","06437-1838","203-453-2741","","ghs.guilfordschools.org","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0600211","0600011","Public Schools","Guilford School District","Guilford Lakes School","40 Maupas Rd.","Guilford","CT","06437-1615","203-453-5201","","gls.guilfordschools.org","","","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0600011","0600011","Public School Districts","Guilford School District","Guilford School District","Box 367, 55 Park Street","Guilford","CT","06437","203-453-8200","","www.guilfordschools.org","","","","","","","","","","","","","","","","",""
"0600311","0600011","Public Schools","Guilford School District","Melissa Jones School","181 Ledge Hill Rd.","Guilford","CT","06437-1024","203-457-0773","","mjs.guilfordschools.org","","","","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0628011","0620011","Program","Hamden School District","Alice Peck Learning Center","35 Hillfield Rd.","Hamden","CT","06518-1809","203-407-2010","","","","Pre-Kindergarten","","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"0621211","0620011","Public Schools","Hamden School District","Bear Path School","10 Kirk Rd.","Hamden","CT","06514-1308","203-407-2015","","www.hamden.k12.ct.us/","","","","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0620211","0620011","Public Schools","Hamden School District","Church Street School","95 Church St.","Hamden","CT","06514-3436","203-407-2020","","www.hamden.org/churchstreet","","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0620311","0620011","Public Schools","Hamden School District","Dunbar Hill School","315 Lane St.","Hamden","CT","06514-2718","203-407-2025","","www.hamden.org/dunbarhill/","","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0620117","0620011","Adult Education Providers","Hamden School District","Hamden Adult Education","2040 Dixwell Avenue","Hamden","CT","06514","203-407-2028","203-407-2056","www.hamdenadulted.org","","","","","","","","","","","","","","","","",""
"0620511","0620011","Program","Hamden School District","Hamden Collaborative Learning Center","306 Circular Avenue","Hamden","CT","06514","203-407-2133","","","","Alternative","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0626111","0620011","Public Schools","Hamden School District","Hamden High School","2040 Dixwell Ave.","Hamden","CT","06514-2404","203-407-2040","","www.hamden.k12.ct.us/","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0625211","0620011","Public Schools","Hamden School District","Hamden Middle School","2623 Dixwell Ave.","Hamden","CT","06518","203-407-3140","","www.hamden.k12.ct.us/","","","","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"0620011","0620011","Public School Districts","Hamden School District","Hamden School District","60 Putnam Avenue","Hamden","CT","06517","203-407-2000","","www.hamden.org","","","","","","","","","","","","","","","","",""
"0620611","0620011","Program","Hamden School District","Hamden Transition Academy @ SCSU (AACPB)","501 Crescent Street","New Haven","CT","06515","203-407-2226","","www.","","Transition Community-Based","","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0620411","0620011","Public Schools","Hamden School District","Helen Street School","285 Helen St.","Hamden","CT","06514-3235","203-407-2030","","","","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0621111","0620011","Public Schools","Hamden School District","Ridge Hill School","120 Carew Rd.","Hamden","CT","06517-2906","203-407-2035","","ww.hamden.org/ridgehill","","","","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0620111","0620011","Public Schools","Hamden School District","Shepherd Glen School","1 Skiff St. Ext.","Hamden","CT","06514-1845","203-407-2070","","www.hamden.org/shepherdglen/","","","","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0621011","0620011","Public Schools","Hamden School District","Spring Glen School","1908 Whitney Ave.","Hamden","CT","06517-1206","203-407-2045","","www.hamden.k12.ct.us/springglen","","","","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0621411","0620011","Public Schools","Hamden School District","West Woods School","350 West Todd St.","Hamden","CT","06518-1129","203-407-2050","","www.hamden.k12.ct.us/","","","","0","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0630111","0630011","Public Schools","Hampton School District","Hampton Elementary School","380 Main St.","Hampton","CT","06247-1416","860-455-9409","","www.hamptonschool.org","","","","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"0630011","0630011","Public School Districts","Hampton School District","Hampton School District","380 Main Street","Hampton","CT","06247-1416","860-455-2267","860-455-2289","www.hamptonschool.org","","","","","","","","","","","","","","","","",""
"0640711","0640011","Public Schools","Hartford School District","Asian Studies Academy at Bellizzi School","215 South Street","Hartford","CT","06114-1918","860-695-2400","860-722-8070","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0648611","0640011","Program","Hartford School District","Autism Program - Burr School","400 Wethersfield Avenue","Hartford","CT","06114","860-695-3080","","","","Special Education","","0","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0644311","0640011","Program","Hartford School District","Autism Program - Hooker School","440 Broadview Terrace","Hartford","CT","06106","860-695-3761","","","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0645711","0640011","Program","Hartford School District","Autism Program - Naylor School","639 Franklin Avenue","Hartford","CT","06114","860-695-4621","","","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0644411","0640011","Program","Hartford School District","Autism Program - Rawson School","260 Holcomb Street","Hartford","CT","06112","860-695-4841","","","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0649311","0640011","Program","Hartford School District","Autism Program - Simpson-Waverly School","55 Waverly Street","Hartford","CT","06112","860-695-5160","","www.hartfordschools.org","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0640411","0640011","Public Schools","Hartford School District","Batchelder School","757 New Britain Avenue","Hartford","CT","06106-3913","860-695-2720","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0642811","0640011","Public Schools","Hartford School District","Betances Early Reading Lab Magnet School","42 Charter Oak Avenue","Hartford","CT","06106-1909","860-695-2840","","","","","Yes","1","1","1","1","1","0","0","0","0","0","0","0","0","0"
"0643811","0640011","Public Schools","Hartford School District","Betances STEM Magnet School","585 Wethersfield Avenue","Hartford","CT","06114","860-695-2840","860-278-0126","","","","Yes","0","0","0","0","0","1","1","1","1","1","0","0","0","0"
"0643511","0640011","Public Schools","Hartford School District","Breakthrough II Magnet School","395 Lyme Street.","Hartford","CT","06120","860-695-6050","860-524-5395","","","","Yes","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0643311","0640011","Public Schools","Hartford School District","Breakthrough Magnet School","290 Brookfield Street","Hartford","CT","06106","860-695-5700","","","","","Yes","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0647111","0640011","Public Schools","Hartford School District","Bulkeley High School","300 Wethersfield Avenue","Hartford","CT","06114-1409","860-695-1011","","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0640611","0640011","Public Schools","Hartford School District","Burns Latino Studies Academy","195 Putnam Street","Hartford","CT","06106-1328","860-695-2980","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0642311","0640011","Public Schools","Hartford School District","Burr School","400 Wethersfield Avenue","Hartford","CT","06114-1414","860-695-3080","","","","","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0643911","0640011","Public Schools","Hartford School District","Capital Community College Magnet Academy","950 Main Street","Hartford","CT","06103","860-965-8000","","","","","Yes","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"0646911","0640011","Public Schools","Hartford School District","Capital Preparatory Magnet School","1304 Main Street","Hartford","CT","06103","860-695-9800","","","","","Yes","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0646411","0640011","Public Schools","Hartford School District","Classical Magnet School","85 Woodland Street","Hartford","CT","06105","860-695-9100","","","","","Yes","0","0","0","0","0","0","0","1","1","1","1","1","1","1"
"0646011","0640011","Public Schools","Hartford School District","Culinary Arts Academy at Weaver High School","85 Sigourney Street","Hartford","CT","06105","860-695-1640","","","","","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0649411","0640011","Program","Hartford School District","DDP - Simpson-Waverly School","55 Waverly Street","Hartford","CT","06112","860-695-5160","","www.hartfordschools.org","","Pre-Kindergarten","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0648311","0640011","Program","Hartford School District","EDP - Bulkeley High School","300 Wethersfield Avenue","Hartford","CT","06114","860-695-1001","","","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0648211","0640011","Program","Hartford School District","EDP - HPHS Engineering and Green Technology Academy","55 Forest Street","Hartford","CT","06105","860-695-1497","","","","Special Education","","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"0645911","0640011","Program","Hartford School District","EDP - M.D. Fox School","470 Maple Avenue","Hartford","CT","06114","860-695-7721","","","","Special Education","","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0644611","0640011","Program","Hartford School District","EDP - West Middle School","44 Niles Street","Hartford","CT","06112-0000","860-695-5484","","www.hartfordpublicschools.org","","Special Education","","0","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0644111","0640011","Program","Hartford School District","Early Childhood Development Center (ECDC)","395 Lyme Street","Hartford","CT","06112","860-695-4090","","","","Special Education","","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0640911","0640011","Public Schools","Hartford School District","Environmental Sciences Magnet at Hooker School","440 Broadview Terrace","Hartford","CT","06106","860-695-3760","","","","","Yes","1","1","1","1","1","1","1","1","1","1","0","0","0","0"
"0643211","0640011","Public Schools","Hartford School District","Expeditionary Learning Academy at Moylan School","101 Catherine Street","Hartford","CT","06106","860-695-4500","","","","","","1","1","1","1","1","1","1","0","0","0","0","0","0","0"
"0643611","0640011","Public Schools","Hartford School District","Global Communications Academy","85 Edwards Street","Hartford","CT","06112-1826","860-695-6020","860-524-5610","","","","","0","1","1","1","1","1","1","1","1","1","1","1","1","1"
"0647911","0640011","Public Schools","Hartford School District","Great Path Academy at MCC","60 Bidwell Street, MS #20","Manchester","CT","06045","860-521-3700","","","","","Yes","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
